Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),Sparsity,Proximity,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_002104.png,GO,"[0.29945, 0.70055]",STOP,"[0.51901, 0.48099]",True,120.0,93.75%,120.0,16.29356,0.44725,1271.96273,17.08606,0.94657,0.05794,0.46367
town7_002106.png,GO,"[0.33316, 0.66684]",STOP,"[0.50554, 0.49446]",True,62.0,48.44%,62.0,10.33748,0.54387,616.38286,20.2323,0.97474,0.11294,0.30672
town7_002115.png,STOP,"[0.59897, 0.40103]",GO,"[0.49108, 0.50892]",True,1.0,0.78%,1.0,0.4049,0.72323,98.09409,28.21438,0.99569,0.25938,0.1576
town7_002123.png,STOP,"[0.96876, 0.03124]",GO,"[0.35151, 0.64849]",True,44.0,34.38%,44.0,6.43668,0.78404,162.27247,26.02836,0.99037,0.32351,0.29527
town7_002127.png,STOP,"[0.96518, 0.03482]",GO,"[0.44435, 0.55565]",True,64.0,50.00%,64.0,7.76404,0.72818,231.16068,24.49166,0.98455,0.2732,0.43274
town7_002130.png,STOP,"[0.96637, 0.03363]",GO,"[0.4683, 0.5317]",True,57.0,44.53%,57.0,7.28541,0.74184,217.78029,24.75062,0.98567,0.28344,0.27294
town7_002138.png,STOP,"[0.95664, 0.04336]",GO,"[0.47349, 0.52651]",True,58.0,45.31%,58.0,7.44113,0.74072,215.99805,24.78631,0.98602,0.28419,0.50094
town7_002139.png,STOP,"[0.97022, 0.02978]",GO,"[0.4359, 0.5641]",True,55.0,42.97%,55.0,7.29254,0.74274,218.54354,24.73542,0.98554,0.28334,0.3387
town7_002147.png,STOP,"[0.97303, 0.02697]",GO,"[0.48135, 0.51865]",True,53.0,41.41%,53.0,7.30471,0.74221,227.08698,24.56888,0.98417,0.28138,0.28128
town7_002162.png,STOP,"[0.97063, 0.02937]",GO,"[0.48674, 0.51326]",True,53.0,41.41%,53.0,7.35481,0.74125,202.04029,25.07642,0.98705,0.28112,0.27266
town7_002179.png,STOP,"[0.96158, 0.03842]",GO,"[0.46571, 0.53429]",True,66.0,51.56%,66.0,7.60553,0.73708,206.29266,24.98597,0.98695,0.28173,0.3412
town7_002180.png,STOP,"[0.97005, 0.02995]",GO,"[0.47875, 0.52125]",True,64.0,50.00%,64.0,7.53497,0.72394,252.43831,24.10925,0.98235,0.26915,0.26783
town7_002188.png,STOP,"[0.96444, 0.03556]",GO,"[0.40441, 0.59559]",True,60.0,46.88%,60.0,7.08978,0.74665,193.81102,25.25702,0.98814,0.28703,0.3194
town7_002189.png,STOP,"[0.95817, 0.04183]",GO,"[0.4904, 0.5096]",True,58.0,45.31%,58.0,7.06207,0.74445,195.34747,25.22273,0.98816,0.28447,0.35461
town7_002195.png,STOP,"[0.96345, 0.03655]",GO,"[0.49296, 0.50704]",True,48.0,37.50%,48.0,6.09918,0.7893,130.69951,26.96806,0.99292,0.33863,0.32274
town7_002198.png,STOP,"[0.97033, 0.02967]",GO,"[0.45485, 0.54515]",True,56.0,43.75%,56.0,7.07814,0.74623,202.98612,25.05614,0.98743,0.28637,0.26136
town7_002200.png,STOP,"[0.9632, 0.0368]",GO,"[0.4684, 0.5316]",True,53.0,41.41%,53.0,7.28645,0.74056,219.57742,24.71493,0.98521,0.28231,0.24289
town7_002201.png,STOP,"[0.96511, 0.03489]",GO,"[0.39152, 0.60848]",True,59.0,46.09%,59.0,7.53061,0.73578,220.62083,24.69434,0.98552,0.27887,0.24119
town7_002202.png,STOP,"[0.97498, 0.02502]",GO,"[0.46954, 0.53046]",True,57.0,44.53%,57.0,7.16191,0.74189,200.73276,25.10462,0.98781,0.28172,0.24931
town7_002209.png,STOP,"[0.95271, 0.04729]",GO,"[0.47523, 0.52477]",True,61.0,47.66%,61.0,7.34071,0.72977,244.06977,24.25566,0.98357,0.27577,0.33254
town7_002213.png,STOP,"[0.97492, 0.02508]",GO,"[0.36568, 0.63432]",True,57.0,44.53%,57.0,7.25491,0.74149,215.46201,24.7971,0.9858,0.28086,0.31493
town7_002220.png,STOP,"[0.96689, 0.03311]",GO,"[0.42909, 0.57091]",True,65.0,50.78%,65.0,7.18186,0.75274,198.78372,25.147,0.98628,0.29308,0.30515
town7_002228.png,STOP,"[0.96602, 0.03398]",GO,"[0.49494, 0.50506]",True,63.0,49.22%,63.0,7.59186,0.73465,212.91422,24.84876,0.98606,0.27614,0.24549
town7_002241.png,STOP,"[0.97721, 0.02279]",GO,"[0.43517, 0.56483]",True,58.0,45.31%,58.0,7.50137,0.74089,204.7682,25.01818,0.98674,0.2801,0.23564
town7_002250.png,STOP,"[0.96396, 0.03604]",GO,"[0.47417, 0.52583]",True,52.0,40.62%,52.0,6.56696,0.76882,158.15268,26.14004,0.99093,0.31459,0.20288
town7_002253.png,STOP,"[0.97319, 0.02681]",GO,"[0.49735, 0.50265]",True,57.0,44.53%,57.0,7.08314,0.75285,191.64242,25.30589,0.98719,0.29562,0.31602
town7_002254.png,STOP,"[0.971, 0.029]",GO,"[0.38637, 0.61363]",True,58.0,45.31%,58.0,7.26145,0.74147,212.07878,24.86583,0.98599,0.28496,0.28734
town7_002255.png,STOP,"[0.96626, 0.03374]",GO,"[0.49983, 0.50017]",True,48.0,37.50%,48.0,6.53891,0.75219,196.72107,25.19229,0.98733,0.29202,0.32421
town7_002265.png,GO,"[0.3384, 0.6616]",STOP,"[0.57405, 0.42595]",True,36.0,28.12%,36.0,2.85502,0.64337,194.29531,25.24618,0.98852,0.23879,0.20534
town7_002266.png,STOP,"[0.72679, 0.27321]",GO,"[0.42521, 0.57479]",True,1.0,0.78%,1.0,0.20781,0.62931,204.58021,25.02217,0.98795,0.22613,0.12625
town7_002273.png,GO,"[0.15464, 0.84536]",GO,"[0.29701, 0.70299]",False,128.0,100.00%,,,,,,,,0.40026
town7_002274.png,GO,"[0.13236, 0.86764]",GO,"[0.2391, 0.7609]",False,128.0,100.00%,,,,,,,,0.4155
town7_002281.png,GO,"[0.00485, 0.99515]",GO,"[0.07411, 0.92589]",False,128.0,100.00%,,,,,,,,0.40559
town7_002286.png,GO,"[0.2065, 0.7935]",GO,"[0.14902, 0.85098]",False,128.0,100.00%,,,,,,,,0.37607
town7_002293.png,GO,"[0.15224, 0.84776]",GO,"[0.19179, 0.80821]",False,128.0,100.00%,,,,,,,,0.46037
town7_002295.png,GO,"[0.12439, 0.87561]",GO,"[0.0609, 0.9391]",False,128.0,100.00%,,,,,,,,0.45823
town7_002302.png,GO,"[0.34156, 0.65844]",STOP,"[0.57357, 0.42643]",True,42.0,32.81%,42.0,8.05183,0.63513,307.13122,23.25756,0.95588,0.19298,0.42854
town7_002304.png,GO,"[0.33455, 0.66545]",STOP,"[0.55533, 0.44467]",True,74.0,57.81%,74.0,9.70329,0.65894,423.42354,21.86305,0.95305,0.20146,0.55851
town7_002306.png,GO,"[0.32344, 0.67656]",GO,"[0.19384, 0.80616]",False,128.0,100.00%,,,,,,,,0.51987
town7_002307.png,GO,"[0.32809, 0.67191]",GO,"[0.197, 0.803]",False,128.0,100.00%,,,,,,,,0.40363
town7_002315.png,GO,"[0.33797, 0.66203]",GO,"[0.20716, 0.79284]",False,128.0,100.00%,,,,,,,,0.4453
town7_002321.png,GO,"[0.40867, 0.59133]",STOP,"[0.54854, 0.45146]",True,13.0,10.16%,13.0,3.49265,0.72898,201.63018,25.08525,0.98553,0.26195,0.17999
town7_002323.png,STOP,"[0.89149, 0.10851]",GO,"[0.49081, 0.50919]",True,23.0,17.97%,23.0,3.4426,0.65591,313.13456,23.17349,0.98139,0.22377,0.25998
town7_002328.png,GO,"[0.27468, 0.72532]",GO,"[0.25831, 0.74169]",False,128.0,100.00%,,,,,,,,0.49765
town7_002332.png,GO,"[0.22647, 0.77353]",GO,"[0.2793, 0.7207]",False,128.0,100.00%,,,,,,,,0.57079
town7_002333.png,GO,"[0.22448, 0.77552]",GO,"[0.33336, 0.66664]",False,128.0,100.00%,,,,,,,,0.76422
town7_002348.png,GO,"[0.31313, 0.68687]",GO,"[0.20228, 0.79772]",False,128.0,100.00%,,,,,,,,0.69701
town7_002358.png,GO,"[0.29881, 0.70119]",GO,"[0.20136, 0.79864]",False,128.0,100.00%,,,,,,,,0.39257
town7_002363.png,GO,"[0.29356, 0.70644]",GO,"[0.12837, 0.87163]",False,128.0,100.00%,,,,,,,,0.40348
town7_002371.png,GO,"[0.28559, 0.71441]",GO,"[0.1616, 0.8384]",False,128.0,100.00%,,,,,,,,0.5266
town7_002378.png,GO,"[0.26503, 0.73497]",GO,"[0.13928, 0.86072]",False,128.0,100.00%,,,,,,,,0.51852
town7_002389.png,GO,"[0.37296, 0.62704]",GO,"[0.29931, 0.70069]",False,128.0,100.00%,,,,,,,,0.53743
town7_002395.png,GO,"[0.35048, 0.64952]",GO,"[0.33541, 0.66459]",False,128.0,100.00%,,,,,,,,0.41593
town7_002396.png,GO,"[0.34065, 0.65935]",GO,"[0.33911, 0.66089]",False,128.0,100.00%,,,,,,,,0.5143
town7_002399.png,GO,"[0.34907, 0.65093]",GO,"[0.33754, 0.66246]",False,128.0,100.00%,,,,,,,,0.39736
town7_002405.png,GO,"[0.34627, 0.65373]",GO,"[0.33599, 0.66401]",False,128.0,100.00%,,,,,,,,0.45794
town7_002420.png,GO,"[0.25583, 0.74417]",GO,"[0.34809, 0.65191]",False,128.0,100.00%,,,,,,,,0.48578
town7_002424.png,GO,"[0.24569, 0.75431]",GO,"[0.17625, 0.82375]",False,128.0,100.00%,,,,,,,,0.48527
town7_002425.png,GO,"[0.25305, 0.74695]",GO,"[0.25301, 0.74699]",False,128.0,100.00%,,,,,,,,0.43956
town7_002442.png,GO,"[0.26884, 0.73116]",GO,"[0.2324, 0.7676]",False,128.0,100.00%,,,,,,,,0.49435
town7_002445.png,GO,"[0.30563, 0.69437]",STOP,"[0.54773, 0.45227]",True,72.0,56.25%,72.0,10.57557,0.61335,787.32294,19.16927,0.91366,0.17041,0.27457
town7_002446.png,GO,"[0.28224, 0.71776]",GO,"[0.19958, 0.80042]",False,128.0,100.00%,,,,,,,,0.51407
town7_002452.png,GO,"[0.45508, 0.54492]",STOP,"[0.52133, 0.47867]",True,1.0,0.78%,1.0,1.00975,0.76165,173.44294,25.73924,0.99061,0.27269,0.09319
town7_002457.png,STOP,"[0.87476, 0.12524]",GO,"[0.48368, 0.51632]",True,126.0,98.44%,126.0,11.78912,0.67758,684.57299,19.77661,0.96627,0.21292,0.42824
town7_002472.png,GO,"[0.34369, 0.65631]",STOP,"[0.62837, 0.37163]",True,3.0,2.34%,3.0,1.80315,0.77038,143.48284,26.5628,0.99336,0.2944,0.20828
town7_002476.png,GO,"[0.28792, 0.71208]",GO,"[0.15177, 0.84823]",False,128.0,100.00%,,,,,,,,0.38107
town7_002483.png,GO,"[0.15181, 0.84819]",GO,"[0.34153, 0.65847]",False,128.0,100.00%,,,,,,,,0.45056
town7_002485.png,GO,"[0.07246, 0.92754]",GO,"[0.23328, 0.76672]",False,128.0,100.00%,,,,,,,,0.58593
town7_002488.png,GO,"[0.28865, 0.71135]",GO,"[0.21347, 0.78653]",False,128.0,100.00%,,,,,,,,0.40599
town7_002494.png,GO,"[0.25171, 0.74829]",STOP,"[0.56902, 0.43098]",True,34.0,26.56%,34.0,7.52802,0.69045,233.89018,24.44068,0.96794,0.24925,0.2299
town7_002499.png,GO,"[0.21454, 0.78546]",STOP,"[0.55249, 0.44751]",True,35.0,27.34%,35.0,6.51244,0.71246,191.15646,25.31691,0.96906,0.25175,0.23961
town7_002505.png,GO,"[0.23986, 0.76014]",STOP,"[0.52882, 0.47118]",True,16.0,12.50%,16.0,3.92746,0.73789,139.74953,26.6773,0.97304,0.29481,0.24987
town7_002510.png,GO,"[0.3007, 0.6993]",STOP,"[0.66899, 0.33101]",True,9.0,7.03%,9.0,2.35565,0.72624,124.21185,27.18917,0.95519,0.28677,0.29905
town7_002511.png,GO,"[0.38887, 0.61113]",STOP,"[0.63354, 0.36646]",True,1.0,0.78%,1.0,0.8926,0.71835,138.45258,26.71779,0.95998,0.2778,0.21196
town7_002512.png,GO,"[0.43702, 0.56298]",STOP,"[0.50695, 0.49305]",True,1.0,0.78%,1.0,0.86854,0.71918,164.06029,25.98077,0.96997,0.27936,0.14278
town7_002519.png,STOP,"[0.97349, 0.02651]",GO,"[0.45338, 0.54662]",True,73.0,57.03%,73.0,6.76506,0.72801,207.78086,24.95475,0.9503,0.27286,0.34394
town7_002521.png,STOP,"[0.97577, 0.02423]",GO,"[0.48279, 0.51721]",True,91.0,71.09%,91.0,7.13843,0.71181,237.80292,24.36863,0.94218,0.26464,0.38813
town7_002523.png,STOP,"[0.97346, 0.02654]",GO,"[0.42616, 0.57384]",True,71.0,55.47%,71.0,6.5631,0.73347,191.26023,25.31456,0.96094,0.29011,0.28053
town7_002526.png,STOP,"[0.96589, 0.03411]",GO,"[0.46796, 0.53204]",True,92.0,71.88%,92.0,7.61988,0.69975,250.90169,24.13577,0.93993,0.25905,0.36606
town7_002529.png,STOP,"[0.96451, 0.03549]",GO,"[0.49988, 0.50012]",True,75.0,58.59%,75.0,6.58607,0.71473,218.9157,24.72803,0.95275,0.27576,0.28576
town7_002530.png,STOP,"[0.96703, 0.03297]",GO,"[0.47792, 0.52208]",True,84.0,65.62%,84.0,7.15603,0.70132,248.88279,24.17086,0.94335,0.25811,0.46608
town7_002538.png,STOP,"[0.98022, 0.01978]",GO,"[0.46956, 0.53044]",True,81.0,63.28%,81.0,7.54817,0.69556,251.98898,24.11699,0.9436,0.25391,0.3885
town7_002550.png,STOP,"[0.97605, 0.02395]",GO,"[0.47045, 0.52955]",True,103.0,80.47%,103.0,7.66126,0.68957,267.79883,23.85272,0.93508,0.24762,0.48232
town7_002551.png,STOP,"[0.98074, 0.01926]",GO,"[0.36937, 0.63063]",True,90.0,70.31%,90.0,7.49392,0.69615,256.15888,24.04571,0.94189,0.25327,0.40081
town7_002553.png,STOP,"[0.97243, 0.02757]",GO,"[0.47764, 0.52236]",True,78.0,60.94%,78.0,7.04477,0.71056,231.71628,24.48124,0.95015,0.26742,0.31611
town7_002563.png,STOP,"[0.97649, 0.02351]",GO,"[0.46804, 0.53196]",True,91.0,71.09%,91.0,7.36075,0.69673,260.2482,23.97693,0.93801,0.25529,0.31908
town7_002571.png,STOP,"[0.97524, 0.02476]",GO,"[0.46189, 0.53811]",True,110.0,85.94%,110.0,7.60841,0.69122,274.36938,23.74745,0.94185,0.24638,0.49192
town7_002573.png,STOP,"[0.97175, 0.02825]",GO,"[0.48626, 0.51374]",True,92.0,71.88%,92.0,7.05287,0.69456,255.1674,24.06255,0.94093,0.25247,0.38767
town7_002576.png,STOP,"[0.97515, 0.02485]",GO,"[0.49679, 0.50321]",True,73.0,57.03%,73.0,6.25923,0.7248,191.67148,25.30523,0.96299,0.28586,0.32789
town7_002579.png,STOP,"[0.97933, 0.02067]",GO,"[0.4825, 0.5175]",True,78.0,60.94%,78.0,6.95415,0.70231,236.13714,24.39916,0.94927,0.26214,0.31953
town7_002582.png,STOP,"[0.97515, 0.02485]",GO,"[0.4984, 0.5016]",True,94.0,73.44%,94.0,7.58569,0.69226,263.77414,23.91848,0.93957,0.2488,0.49612
town7_002583.png,STOP,"[0.97758, 0.02242]",GO,"[0.38617, 0.61383]",True,78.0,60.94%,78.0,7.56059,0.69714,247.64078,24.19258,0.94785,0.2552,0.31765
town7_002585.png,STOP,"[0.97516, 0.02484]",GO,"[0.48337, 0.51663]",True,99.0,77.34%,99.0,7.70549,0.68865,271.00315,23.80106,0.93826,0.24715,0.37359
town7_002586.png,STOP,"[0.97519, 0.02481]",GO,"[0.47469, 0.52531]",True,108.0,84.38%,108.0,7.74039,0.68657,281.80833,23.63127,0.93602,0.24406,0.38851
town7_002589.png,STOP,"[0.97755, 0.02245]",GO,"[0.41317, 0.58683]",True,98.0,76.56%,98.0,7.49007,0.6879,270.62396,23.80714,0.93826,0.24716,0.35429
town7_002593.png,STOP,"[0.98077, 0.01923]",GO,"[0.46694, 0.53306]",True,94.0,73.44%,94.0,7.9226,0.68879,271.84771,23.78755,0.93744,0.25007,0.38828
town7_002596.png,STOP,"[0.97088, 0.02912]",GO,"[0.44144, 0.55856]",True,88.0,68.75%,88.0,7.13633,0.69922,254.72445,24.0701,0.94306,0.25518,0.37115
town7_002600.png,STOP,"[0.97756, 0.02244]",GO,"[0.4892, 0.5108]",True,96.0,75.00%,96.0,7.72396,0.68823,280.84286,23.64617,0.9368,0.24553,0.44334
town7_002604.png,STOP,"[0.9822, 0.0178]",GO,"[0.39494, 0.60506]",True,83.0,64.84%,83.0,7.5185,0.69903,255.73659,24.05287,0.94321,0.25524,0.39737
town7_002607.png,STOP,"[0.97699, 0.02301]",GO,"[0.46807, 0.53193]",True,75.0,58.59%,75.0,6.99879,0.70541,249.55565,24.15913,0.94311,0.26129,0.54013
town7_002611.png,STOP,"[0.98048, 0.01952]",GO,"[0.40781, 0.59219]",True,93.0,72.66%,93.0,7.31648,0.70267,254.63857,24.07156,0.94368,0.2643,0.32019
town7_002622.png,STOP,"[0.9779, 0.0221]",GO,"[0.48197, 0.51803]",True,100.0,78.12%,100.0,7.62643,0.6902,290.40068,23.50083,0.93624,0.24606,0.35594
town7_002623.png,STOP,"[0.98077, 0.01923]",GO,"[0.48297, 0.51703]",True,111.0,86.72%,111.0,7.9496,0.69383,286.18451,23.56434,0.93818,0.24841,0.43576
town7_002625.png,STOP,"[0.98076, 0.01924]",GO,"[0.49787, 0.50213]",True,82.0,64.06%,82.0,7.46353,0.71213,242.92023,24.27617,0.94749,0.2684,0.28212
town7_002626.png,STOP,"[0.98197, 0.01803]",GO,"[0.44204, 0.55796]",True,74.0,57.81%,74.0,6.98916,0.72473,214.94062,24.80762,0.95593,0.28268,0.32172
town7_002627.png,STOP,"[0.97608, 0.02392]",GO,"[0.47708, 0.52292]",True,99.0,77.34%,99.0,7.56762,0.69878,270.48339,23.8094,0.93803,0.25517,0.40669
town7_002630.png,STOP,"[0.98005, 0.01995]",GO,"[0.41602, 0.58398]",True,83.0,64.84%,83.0,7.72509,0.70639,252.21102,24.11316,0.94576,0.26093,0.35413
town7_002634.png,STOP,"[0.98125, 0.01875]",GO,"[0.48427, 0.51573]",True,98.0,76.56%,98.0,7.76916,0.69539,276.55073,23.71306,0.93964,0.25167,0.32743
town7_002635.png,STOP,"[0.98071, 0.01929]",GO,"[0.48636, 0.51364]",True,75.0,58.59%,75.0,7.21479,0.71399,236.10099,24.39983,0.95215,0.27312,0.3049
town7_002639.png,STOP,"[0.98111, 0.01889]",GO,"[0.42559, 0.57441]",True,95.0,74.22%,95.0,8.02424,0.69162,288.60875,23.52771,0.93634,0.25158,0.44099
town7_002646.png,STOP,"[0.97897, 0.02103]",GO,"[0.4929, 0.5071]",True,117.0,91.41%,117.0,8.18771,0.68124,312.87849,23.17705,0.93592,0.23536,0.3996
town7_002654.png,STOP,"[0.97823, 0.02177]",GO,"[0.4748, 0.5252]",True,82.0,64.06%,82.0,7.33183,0.69935,259.64875,23.98694,0.94398,0.25938,0.42887
town7_002656.png,STOP,"[0.98012, 0.01988]",GO,"[0.48773, 0.51227]",True,74.0,57.81%,74.0,7.02266,0.72489,204.98203,25.01365,0.96171,0.28543,0.33009
town7_002671.png,STOP,"[0.97415, 0.02585]",GO,"[0.48729, 0.51271]",True,83.0,64.84%,83.0,7.41875,0.70917,243.72503,24.2618,0.94429,0.27078,0.34417
town7_002676.png,STOP,"[0.97425, 0.02575]",GO,"[0.49133, 0.50867]",True,97.0,75.78%,97.0,7.59409,0.70031,267.45073,23.85837,0.94059,0.2546,0.41585
town7_002684.png,GO,"[0.28998, 0.71002]",GO,"[0.17654, 0.82346]",False,128.0,100.00%,,,,,,,,0.50687
town7_002686.png,GO,"[0.20874, 0.79126]",GO,"[0.27467, 0.72533]",False,128.0,100.00%,,,,,,,,0.42512
town7_002690.png,GO,"[0.06478, 0.93522]",GO,"[0.27848, 0.72152]",False,128.0,100.00%,,,,,,,,0.49845
town7_002692.png,GO,"[0.08684, 0.91316]",STOP,"[0.51033, 0.48967]",True,94.0,73.44%,94.0,11.62781,0.51102,613.61117,20.25187,0.8651,0.11631,0.40364
town7_002694.png,GO,"[0.08955, 0.91045]",STOP,"[0.52452, 0.47548]",True,99.0,77.34%,99.0,13.28218,0.50003,767.27503,19.28129,0.87664,0.10604,0.40134
town7_002702.png,GO,"[0.18344, 0.81656]",GO,"[0.30848, 0.69152]",False,128.0,100.00%,,,,,,,,0.50214
town7_002708.png,GO,"[0.12239, 0.87761]",GO,"[0.29685, 0.70315]",False,128.0,100.00%,,,,,,,,0.39379
town7_002728.png,STOP,"[0.77195, 0.22805]",GO,"[0.49771, 0.50229]",True,12.0,9.38%,12.0,2.71113,0.68558,176.39589,25.66592,0.97455,0.27108,0.15842
town7_002731.png,STOP,"[0.80256, 0.19744]",GO,"[0.49705, 0.50295]",True,21.0,16.41%,21.0,3.36767,0.67488,195.65049,25.21599,0.97156,0.2579,0.24015
town7_002736.png,STOP,"[0.77925, 0.22075]",GO,"[0.49393, 0.50607]",True,11.0,8.59%,11.0,2.71434,0.67788,188.4868,25.37799,0.97445,0.26636,0.24696
town7_002746.png,STOP,"[0.71696, 0.28304]",GO,"[0.47258, 0.52742]",True,11.0,8.59%,11.0,2.00726,0.62214,264.60083,23.90489,0.97378,0.21799,0.15615
town7_002747.png,STOP,"[0.58558, 0.41442]",GO,"[0.45355, 0.54645]",True,2.0,1.56%,2.0,0.63593,0.61571,304.51229,23.29476,0.97111,0.19916,0.1787
town7_002748.png,GO,"[0.33401, 0.66599]",STOP,"[0.54948, 0.45052]",True,51.0,39.84%,51.0,3.61703,0.5954,371.68727,22.42903,0.96561,0.17639,0.33944
town7_002753.png,GO,"[0.22911, 0.77089]",STOP,"[0.54669, 0.45331]",True,100.0,78.12%,100.0,10.48358,0.55174,639.40932,20.07301,0.93895,0.15574,0.36631
town7_002764.png,GO,"[0.32267, 0.67733]",GO,"[0.29984, 0.70016]",False,128.0,100.00%,,,,,,,,0.50175
town7_002769.png,GO,"[0.24618, 0.75382]",GO,"[0.22537, 0.77463]",False,128.0,100.00%,,,,,,,,0.49557
town7_002770.png,GO,"[0.21672, 0.78328]",GO,"[0.23335, 0.76665]",False,128.0,100.00%,,,,,,,,0.47957
town7_002773.png,GO,"[0.28334, 0.71666]",GO,"[0.28047, 0.71953]",False,128.0,100.00%,,,,,,,,0.55502
town7_002784.png,GO,"[0.29282, 0.70718]",GO,"[0.23871, 0.76129]",False,128.0,100.00%,,,,,,,,0.55499
town7_002787.png,GO,"[0.32014, 0.67986]",GO,"[0.28092, 0.71908]",False,128.0,100.00%,,,,,,,,0.54829
town7_002788.png,GO,"[0.33921, 0.66079]",GO,"[0.28857, 0.71143]",False,128.0,100.00%,,,,,,,,0.43564
town7_002794.png,GO,"[0.33705, 0.66295]",GO,"[0.32534, 0.67466]",False,128.0,100.00%,,,,,,,,0.49479
town7_002798.png,GO,"[0.45706, 0.54294]",STOP,"[0.52697, 0.47303]",True,3.0,2.34%,3.0,1.32898,0.83328,106.47549,27.85831,0.9957,0.38746,0.12108
town7_002801.png,STOP,"[0.75319, 0.24681]",GO,"[0.46882, 0.53118]",True,37.0,28.91%,37.0,2.92877,0.8424,68.52328,29.77242,0.99808,0.4143,0.3058
town7_002802.png,STOP,"[0.81339, 0.18661]",GO,"[0.49333, 0.50667]",True,24.0,18.75%,24.0,1.86274,0.84229,63.94974,30.07242,0.9982,0.40888,0.22871
town7_002806.png,STOP,"[0.67854, 0.32146]",GO,"[0.43512, 0.56488]",True,15.0,11.72%,15.0,1.51926,0.823,67.96729,29.8078,0.99814,0.40238,0.2148
town7_002814.png,STOP,"[0.68837, 0.31163]",GO,"[0.43304, 0.56696]",True,15.0,11.72%,15.0,1.72536,0.81116,74.07013,29.43437,0.99807,0.38861,0.29653
town7_002818.png,GO,"[0.451, 0.549]",STOP,"[0.51416, 0.48584]",True,13.0,10.16%,13.0,0.97405,0.84035,57.58862,30.52744,0.99834,0.40256,0.22938
town7_002819.png,GO,"[0.34358, 0.65642]",STOP,"[0.53015, 0.46985]",True,19.0,14.84%,19.0,1.26125,0.84387,53.11682,30.87848,0.99839,0.39897,0.22335
town7_002824.png,GO,"[0.26832, 0.73168]",STOP,"[0.50654, 0.49346]",True,89.0,69.53%,89.0,4.89503,0.80375,124.00896,27.19627,0.99532,0.30332,0.42969
town7_002825.png,GO,"[0.23476, 0.76524]",STOP,"[0.50791, 0.49209]",True,108.0,84.38%,108.0,7.00194,0.75912,252.27878,24.112,0.99029,0.2307,0.43814
town7_002834.png,GO,"[0.23105, 0.76895]",GO,"[0.23826, 0.76174]",False,128.0,100.00%,,,,,,,,0.39812
town7_002836.png,GO,"[0.25421, 0.74579]",GO,"[0.21486, 0.78514]",False,128.0,100.00%,,,,,,,,0.45382
town7_002846.png,GO,"[0.25353, 0.74647]",GO,"[0.21074, 0.78926]",False,128.0,100.00%,,,,,,,,0.43426
town7_002854.png,GO,"[0.28571, 0.71429]",STOP,"[0.52055, 0.47945]",True,105.0,82.03%,105.0,5.40052,0.67082,231.60615,24.4833,0.95811,0.21955,0.48065
town7_002856.png,STOP,"[0.59191, 0.40809]",GO,"[0.41886, 0.58114]",True,1.0,0.78%,1.0,0.6838,0.6774,157.76031,26.15083,0.98758,0.23494,0.18094
town7_002862.png,STOP,"[0.75512, 0.24488]",GO,"[0.35192, 0.64808]",True,2.0,1.56%,2.0,1.19123,0.74822,159.54422,26.10199,0.9928,0.31022,0.19643
town7_002865.png,STOP,"[0.82963, 0.17037]",GO,"[0.41208, 0.58792]",True,4.0,3.12%,4.0,1.31458,0.72246,177.55354,25.63751,0.9918,0.29643,0.16741
town7_002867.png,STOP,"[0.80318, 0.19682]",GO,"[0.40161, 0.59839]",True,4.0,3.12%,4.0,1.89679,0.71464,181.32266,25.54628,0.99191,0.29019,0.15687
town7_002872.png,STOP,"[0.74248, 0.25752]",GO,"[0.38543, 0.61457]",True,2.0,1.56%,2.0,1.18822,0.71629,178.77419,25.60776,0.99206,0.29032,0.14086
town7_002874.png,STOP,"[0.80136, 0.19864]",GO,"[0.44025, 0.55975]",True,7.0,5.47%,7.0,2.85398,0.71121,185.37203,25.45036,0.99184,0.28576,0.37119
town7_002878.png,STOP,"[0.8232, 0.1768]",GO,"[0.49219, 0.50781]",True,2.0,1.56%,2.0,0.52642,0.71693,176.37654,25.6664,0.99241,0.29133,0.11877
town7_002882.png,STOP,"[0.82145, 0.17855]",GO,"[0.33812, 0.66188]",True,2.0,1.56%,2.0,1.2694,0.71478,180.2851,25.57121,0.9921,0.28842,0.12575
town7_002890.png,GO,"[0.18551, 0.81449]",GO,"[0.1646, 0.8354]",False,128.0,100.00%,,,,,,,,0.40397
town7_002892.png,GO,"[0.17149, 0.82851]",GO,"[0.18406, 0.81594]",False,128.0,100.00%,,,,,,,,0.41562
town7_002899.png,GO,"[0.23151, 0.76849]",STOP,"[0.51296, 0.48704]",True,54.0,42.19%,54.0,7.32016,0.61923,272.84797,23.7716,0.97237,0.17011,0.27059
town7_002909.png,GO,"[0.2692, 0.7308]",GO,"[0.2628, 0.7372]",False,128.0,100.00%,,,,,,,,0.40959
town7_002913.png,GO,"[0.27576, 0.72424]",STOP,"[0.57021, 0.42979]",True,15.0,11.72%,15.0,5.25464,0.7064,181.2768,25.54738,0.96724,0.26953,0.2709
town7_002915.png,GO,"[0.196, 0.804]",STOP,"[0.50777, 0.49223]",True,60.0,46.88%,60.0,9.12881,0.64142,308.6925,23.23554,0.9255,0.22716,0.40953
