Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_001822.png,LEFT,"[0.00197, 0.04009, 0.00076, 0.95717]",STOP,"[0.47097, 0.11745, 0.00455, 0.40703]",True,58.0,45.31%,0.48429,662.16615,19.92113,0.93014,0.11804,5.28559
town7_001832.png,LEFT,"[0.11235, 0.01951, 0.00012, 0.86802]",STOP,"[0.52321, 0.02899, 0.00026, 0.44754]",True,27.0,21.09%,0.65974,198.13917,25.1611,0.87754,0.22209,5.46774
town7_001833.png,STOP,"[0.93544, 0.01497, 3e-05, 0.04956]",LEFT,"[0.34346, 0.02027, 0.00017, 0.6361]",True,49.0,38.28%,0.625,284.43518,23.59097,0.88754,0.19312,5.64519
town7_001834.png,STOP,"[0.97885, 0.02054, 0.00014, 0.00047]",LEFT,"[0.4167, 0.01841, 0.00015, 0.56474]",True,80.0,62.50%,0.6196,485.50542,21.26886,0.85915,0.18404,5.85693
town7_001843.png,STOP,"[0.99432, 0.00566, 1e-05, 1e-05]",GO,"[0.26493, 0.73299, 0.00127, 0.00082]",True,86.0,67.19%,0.68664,282.87755,23.61482,0.90008,0.25367,5.93472
town7_001848.png,STOP,"[0.99206, 0.00792, 2e-05, 0.0]",GO,"[0.35236, 0.64657, 0.00039, 0.00068]",True,86.0,67.19%,0.67191,348.50479,22.70872,0.8903,0.24945,5.76683
town7_001856.png,STOP,"[0.98976, 0.0102, 2e-05, 2e-05]",GO,"[0.46579, 0.53242, 0.00052, 0.00126]",True,84.0,65.62%,0.68426,299.8607,23.36161,0.90236,0.26429,6.33553
town7_001865.png,STOP,"[0.99337, 0.00662, 1e-05, 0.0]",GO,"[0.47052, 0.52744, 0.00139, 0.00064]",True,70.0,54.69%,0.71435,237.91867,24.36652,0.90995,0.29283,5.16809
town7_001871.png,STOP,"[0.98465, 0.01526, 4e-05, 5e-05]",GO,"[0.39487, 0.59003, 0.01441, 0.00068]",True,82.0,64.06%,0.69544,289.62865,23.51239,0.90041,0.27482,5.14937
town7_001876.png,STOP,"[0.99199, 0.00798, 1e-05, 2e-05]",GO,"[0.21407, 0.78185, 0.00152, 0.00256]",True,92.0,71.88%,0.67369,323.75599,23.02863,0.89644,0.254,6.40359
town7_001877.png,STOP,"[0.99132, 0.00864, 2e-05, 2e-05]",GO,"[0.47433, 0.52332, 0.00017, 0.00218]",True,95.0,74.22%,0.6607,354.59865,22.63343,0.89138,0.23702,6.08839
town7_001885.png,STOP,"[0.99074, 0.00923, 2e-05, 1e-05]",GO,"[0.47301, 0.52534, 0.00034, 0.00132]",True,82.0,64.06%,0.66606,335.69219,22.87139,0.89142,0.24366,5.74588
town7_001897.png,STOP,"[0.99127, 0.00869, 2e-05, 1e-05]",GO,"[0.42762, 0.56877, 0.00225, 0.00136]",True,72.0,56.25%,0.69705,289.02456,23.52146,0.90028,0.27691,6.3342
town7_001908.png,STOP,"[0.99202, 0.00795, 1e-05, 1e-05]",GO,"[0.42574, 0.57114, 0.00197, 0.00114]",True,74.0,57.81%,0.69747,276.50107,23.71384,0.90422,0.28118,6.52759
town7_001909.png,STOP,"[0.98922, 0.01074, 2e-05, 2e-05]",GO,"[0.21154, 0.78571, 0.00093, 0.00182]",True,78.0,60.94%,0.67743,334.79979,22.88295,0.89286,0.25499,5.99821
town7_001919.png,STOP,"[0.99246, 0.00752, 1e-05, 1e-05]",GO,"[0.42649, 0.57163, 0.00068, 0.00121]",True,95.0,74.22%,0.68215,311.89393,23.19073,0.90041,0.2627,7.40527
town7_001920.png,STOP,"[0.99095, 0.00899, 6e-05, 1e-05]",GO,"[0.44819, 0.54848, 0.00181, 0.00151]",True,77.0,60.16%,0.70054,276.71276,23.71051,0.90153,0.2825,6.7391
town7_001928.png,STOP,"[0.98984, 0.01011, 3e-05, 2e-05]",GO,"[0.14432, 0.85154, 0.00175, 0.00239]",True,78.0,60.94%,0.68649,311.84758,23.19138,0.90042,0.2725,6.65223
town7_001929.png,STOP,"[0.99209, 0.00789, 1e-05, 1e-05]",GO,"[0.28191, 0.71406, 0.00314, 0.00089]",True,85.0,66.41%,0.70005,271.59029,23.79166,0.90401,0.28228,7.32903
town7_001950.png,STOP,"[0.98952, 0.01045, 1e-05, 1e-05]",GO,"[0.40719, 0.59116, 0.00077, 0.00088]",True,78.0,60.94%,0.68078,323.10081,23.03742,0.89933,0.2597,6.61106
town7_001963.png,STOP,"[0.98999, 0.00998, 2e-05, 1e-05]",GO,"[0.46686, 0.53205, 0.00048, 0.00061]",True,80.0,62.50%,0.69646,283.23914,23.60927,0.9034,0.27848,7.04835
town7_001967.png,STOP,"[0.98812, 0.01185, 1e-05, 1e-05]",GO,"[0.36188, 0.63722, 0.00019, 0.00071]",True,78.0,60.94%,0.67538,333.94148,22.8941,0.89601,0.25744,7.27659
town7_001969.png,STOP,"[0.99235, 0.00763, 1e-05, 1e-05]",GO,"[0.34413, 0.65419, 0.00085, 0.00083]",True,90.0,70.31%,0.67673,329.7826,22.94853,0.89613,0.26639,7.0807
town7_001970.png,STOP,"[0.99021, 0.00975, 2e-05, 3e-05]",GO,"[0.18099, 0.81274, 0.00312, 0.00314]",True,88.0,68.75%,0.68279,319.19945,23.09018,0.89932,0.26782,6.84274
town7_001972.png,STOP,"[0.98735, 0.01262, 2e-05, 1e-05]",GO,"[0.47933, 0.51856, 0.00125, 0.00085]",True,80.0,62.50%,0.68864,301.38122,23.33964,0.90091,0.27583,6.85027
town7_001973.png,STOP,"[0.98138, 0.01853, 2e-05, 7e-05]",GO,"[0.41306, 0.58305, 0.00174, 0.00215]",True,62.0,48.44%,0.70491,257.93211,24.01575,0.90228,0.28951,6.51263
town7_001974.png,STOP,"[0.98955, 0.01043, 1e-05, 1e-05]",GO,"[0.37072, 0.62687, 0.00128, 0.00114]",True,72.0,56.25%,0.69813,276.05456,23.72085,0.90475,0.27828,6.59428
town7_001977.png,STOP,"[0.98664, 0.01332, 2e-05, 1e-05]",GO,"[0.47549, 0.52176, 0.00205, 0.0007]",True,77.0,60.16%,0.68933,289.89615,23.50838,0.90047,0.27425,6.4185
town7_001979.png,STOP,"[0.98799, 0.01198, 2e-05, 1e-05]",GO,"[0.16205, 0.83174, 0.00276, 0.00344]",True,77.0,60.16%,0.68784,301.28062,23.34109,0.89853,0.27375,6.0958
town7_001981.png,STOP,"[0.99247, 0.00752, 0.0, 1e-05]",GO,"[0.46701, 0.53151, 0.0005, 0.00097]",True,81.0,63.28%,0.69329,283.43948,23.6062,0.90831,0.27621,6.19334
town7_001996.png,RIGHT,"[0.0, 0.01775, 0.982, 0.00025]",GO,"[0.00155, 0.5505, 0.43894, 0.00901]",True,25.0,19.53%,0.54914,436.8413,21.72757,0.93263,0.1249,6.16919
town7_001998.png,GO,"[4e-05, 0.73705, 0.12178, 0.14112]",GO,"[9e-05, 0.60796, 0.08043, 0.31152]",False,128.0,100.00%,,,,,,6.84046
town7_002009.png,LEFT,"[0.00016, 0.00976, 4e-05, 0.99004]",GO,"[9e-05, 0.60731, 0.00162, 0.39098]",True,34.0,26.56%,0.47856,593.97471,20.39312,0.83232,0.11842,6.35352
town7_002011.png,LEFT,"[7e-05, 0.01474, 0.00026, 0.98494]",STOP,"[0.48947, 0.05794, 0.00282, 0.44977]",True,78.0,60.94%,0.4781,1253.55477,17.14937,0.80998,0.09173,6.89538
town7_002020.png,RIGHT,"[1e-05, 0.05239, 0.94738, 0.00021]",GO,"[2e-05, 0.53288, 0.46448, 0.00262]",True,9.0,7.03%,0.55409,358.93057,22.5807,0.88411,0.16198,7.8142
town7_002023.png,RIGHT,"[0.0, 0.00545, 0.99452, 3e-05]",GO,"[0.00097, 0.49274, 0.48111, 0.02518]",True,36.0,28.12%,0.58747,461.54589,21.48865,0.87947,0.15315,7.00651
town7_002031.png,GO,"[0.00044, 0.95806, 0.00637, 0.03513]",RIGHT,"[0.00046, 0.46283, 0.46777, 0.06894]",True,113.0,88.28%,0.43792,1264.41367,17.11191,0.79075,0.09772,6.43447
town7_002033.png,GO,"[0.00012, 0.52439, 0.42419, 0.0513]",RIGHT,"[9e-05, 0.48085, 0.49571, 0.02335]",True,1.0,0.78%,0.56314,324.70724,23.01588,0.87578,0.16184,5.76519
town7_002045.png,GO,"[0.0, 0.96614, 9e-05, 0.03377]",LEFT,"[1e-05, 0.40764, 0.00025, 0.5921]",True,36.0,28.12%,0.5163,587.42031,20.44131,0.92638,0.12306,5.13761
town7_002046.png,GO,"[0.0, 0.95104, 3e-05, 0.04893]",LEFT,"[1e-05, 0.42861, 0.0002, 0.57119]",True,117.0,91.41%,0.47384,1192.30951,17.36691,0.86022,0.11967,5.47206
town7_002058.png,LEFT,"[1e-05, 0.48628, 0.01889, 0.49482]",GO,"[1e-05, 0.50134, 0.01477, 0.48388]",True,24.0,18.75%,0.5828,284.42701,23.5911,0.84551,0.21642,4.70463
town7_002059.png,LEFT,"[2e-05, 0.39794, 0.00623, 0.59581]",LEFT,"[2e-05, 0.31107, 0.00599, 0.68292]",False,128.0,100.00%,,,,,,5.79195
town7_002071.png,RIGHT,"[0.0, 0.01073, 0.98907, 0.0002]",GO,"[1e-05, 0.62129, 0.36945, 0.00925]",True,86.0,67.19%,0.48742,1120.44677,17.63689,0.8343,0.10703,5.14642
town7_002073.png,GO,"[1e-05, 0.96174, 0.03115, 0.00711]",RIGHT,"[2e-05, 0.27811, 0.71874, 0.00313]",True,68.0,53.12%,0.55157,468.44318,21.42423,0.87314,0.15945,5.25205
town7_002075.png,RIGHT,"[0.0, 0.152, 0.84715, 0.00085]",GO,"[1e-05, 0.51009, 0.48469, 0.00521]",True,3.0,2.34%,0.59483,242.61615,24.28161,0.91654,0.20153,5.15855
town7_002089.png,GO,"[0.0, 0.99948, 0.0, 0.00051]",GO,"[0.00051, 0.62031, 0.36951, 0.00968]",False,128.0,100.00%,,,,,,6.47103
town7_002091.png,GO,"[0.0, 0.99972, 1e-05, 0.00027]",LEFT,"[1e-05, 0.4664, 0.00043, 0.53316]",True,66.0,51.56%,0.49605,891.30799,18.63053,0.91656,0.11151,6.96876
town7_002096.png,GO,"[0.0, 0.78177, 0.00022, 0.21801]",LEFT,"[0.0, 0.41412, 0.00012, 0.58576]",True,20.0,15.62%,0.60873,301.76701,23.33409,0.96468,0.20841,6.77749
town7_002097.png,LEFT,"[3e-05, 0.11852, 7e-05, 0.88138]",GO,"[1e-05, 0.54223, 0.00044, 0.45733]",True,10.0,7.81%,0.59719,351.51648,22.67135,0.95816,0.20668,7.30813
town7_002103.png,LEFT,"[0.0, 0.01469, 2e-05, 0.9853]",GO,"[7e-05, 0.57464, 0.02235, 0.40294]",True,84.0,65.62%,0.50262,1023.66258,18.02924,0.93551,0.08316,7.70513
town7_002104.png,LEFT,"[0.0, 0.01518, 3e-05, 0.98479]",GO,"[0.09136, 0.56277, 0.00786, 0.33801]",True,104.0,81.25%,0.46102,1124.0412,17.62298,0.94861,0.06149,6.96115
town7_002106.png,LEFT,"[0.00013, 0.01803, 0.0002, 0.98164]",STOP,"[0.43893, 0.42543, 0.00683, 0.12881]",True,106.0,82.81%,0.47542,846.73513,18.85333,0.96476,0.08008,6.62674
town7_002115.png,STOP,"[0.85298, 0.13014, 0.00451, 0.01237]",GO,"[0.19601, 0.41773, 0.02338, 0.36289]",True,1.0,0.78%,0.72001,97.77297,28.22862,0.99567,0.25459,5.62305
town7_002123.png,STOP,"[0.94259, 0.05737, 2e-05, 2e-05]",GO,"[0.33778, 0.65911, 0.00017, 0.00294]",True,56.0,43.75%,0.77708,161.30346,26.05437,0.99038,0.32269,6.2894
town7_002127.png,STOP,"[0.94322, 0.0567, 6e-05, 2e-05]",GO,"[0.37339, 0.62519, 4e-05, 0.00139]",True,62.0,48.44%,0.76166,155.56651,26.21164,0.99098,0.30878,6.56927
town7_002130.png,STOP,"[0.94771, 0.05224, 4e-05, 2e-05]",GO,"[0.3785, 0.5901, 0.00019, 0.03121]",True,76.0,59.38%,0.74075,214.12195,24.82419,0.98632,0.28136,6.27952
town7_002138.png,STOP,"[0.94137, 0.05857, 4e-05, 2e-05]",GO,"[0.40231, 0.59624, 6e-05, 0.0014]",True,56.0,43.75%,0.78182,137.88581,26.73561,0.99243,0.33224,6.5214
town7_002139.png,STOP,"[0.96069, 0.03928, 2e-05, 1e-05]",GO,"[0.40283, 0.59489, 0.00022, 0.00205]",True,51.0,39.84%,0.78228,142.31148,26.5984,0.99167,0.33498,6.01933
town7_002147.png,STOP,"[0.94532, 0.05465, 2e-05, 1e-05]",GO,"[0.44563, 0.53741, 5e-05, 0.01691]",True,86.0,67.19%,0.71232,231.5774,24.48384,0.98533,0.26126,6.39217
town7_002162.png,STOP,"[0.94435, 0.05558, 6e-05, 1e-05]",GO,"[0.39467, 0.60192, 0.0001, 0.00332]",True,65.0,50.78%,0.75744,167.57151,25.8888,0.99025,0.30512,6.12768
town7_002179.png,STOP,"[0.94529, 0.05467, 2e-05, 1e-05]",GO,"[0.47895, 0.5194, 6e-05, 0.0016]",True,57.0,44.53%,0.77567,155.45224,26.21483,0.99051,0.3227,6.7045
town7_002180.png,STOP,"[0.94123, 0.05872, 3e-05, 2e-05]",GO,"[0.32184, 0.67603, 0.00012, 0.00202]",True,58.0,45.31%,0.76557,165.45659,25.94396,0.99016,0.31313,5.55998
town7_002188.png,STOP,"[0.94069, 0.05927, 2e-05, 2e-05]",GO,"[0.31811, 0.67923, 5e-05, 0.00261]",True,60.0,46.88%,0.77189,156.46708,26.18657,0.99076,0.32167,5.11677
town7_002189.png,STOP,"[0.93658, 0.06335, 3e-05, 3e-05]",GO,"[0.38364, 0.60784, 0.00025, 0.00827]",True,53.0,41.41%,0.77565,158.30052,26.13598,0.99033,0.324,5.44204
town7_002195.png,STOP,"[0.9544, 0.04557, 2e-05, 1e-05]",GO,"[0.46598, 0.53258, 0.00011, 0.00133]",True,45.0,35.16%,0.78128,139.72005,26.67822,0.9923,0.33275,5.60379
town7_002198.png,STOP,"[0.94467, 0.0553, 1e-05, 2e-05]",GO,"[0.30835, 0.68706, 0.00011, 0.00448]",True,56.0,43.75%,0.76429,158.97276,26.11758,0.99077,0.31473,5.85039
town7_002200.png,STOP,"[0.94819, 0.05179, 1e-05, 1e-05]",GO,"[0.30901, 0.68679, 3e-05, 0.00418]",True,60.0,46.88%,0.74949,170.54596,25.81239,0.98961,0.29479,6.14107
town7_002201.png,STOP,"[0.94863, 0.05135, 1e-05, 1e-05]",GO,"[0.48223, 0.51545, 3e-05, 0.00229]",True,49.0,38.28%,0.76951,160.88008,26.06578,0.99032,0.31604,5.66421
town7_002202.png,STOP,"[0.94087, 0.0591, 2e-05, 1e-05]",GO,"[0.419, 0.57924, 9e-05, 0.00166]",True,64.0,50.00%,0.77132,151.36518,26.33054,0.99151,0.32167,5.78457
town7_002209.png,STOP,"[0.94402, 0.05594, 3e-05, 2e-05]",GO,"[0.47012, 0.52899, 4e-05, 0.00085]",True,48.0,37.50%,0.77297,151.49365,26.32686,0.99132,0.32333,5.96725
town7_002213.png,STOP,"[0.93546, 0.06449, 3e-05, 2e-05]",GO,"[0.41351, 0.58383, 0.0001, 0.00257]",True,56.0,43.75%,0.76441,167.57859,25.88862,0.99022,0.31276,5.96027
town7_002220.png,STOP,"[0.93083, 0.06911, 3e-05, 3e-05]",GO,"[0.47382, 0.52293, 6e-05, 0.00318]",True,59.0,46.09%,0.77427,135.6999,26.80501,0.9924,0.3211,5.88108
town7_002228.png,STOP,"[0.94257, 0.05739, 2e-05, 2e-05]",GO,"[0.47907, 0.52001, 4e-05, 0.00089]",True,65.0,50.78%,0.76829,150.95576,26.34231,0.99153,0.31827,5.76484
town7_002241.png,STOP,"[0.94126, 0.05868, 3e-05, 3e-05]",GO,"[0.48543, 0.5126, 0.00022, 0.00175]",True,50.0,39.06%,0.78391,132.94747,26.894,0.99254,0.33028,5.63394
town7_002250.png,STOP,"[0.93217, 0.0678, 1e-05, 2e-05]",GO,"[0.46759, 0.531, 9e-05, 0.00131]",True,60.0,46.88%,0.75848,169.46474,25.84001,0.9902,0.30984,5.55607
town7_002253.png,STOP,"[0.93639, 0.06355, 3e-05, 2e-05]",GO,"[0.44068, 0.55734, 5e-05, 0.00192]",True,58.0,45.31%,0.76675,147.59109,26.4402,0.99182,0.31359,4.71394
town7_002254.png,STOP,"[0.93926, 0.06071, 2e-05, 1e-05]",GO,"[0.43427, 0.56212, 0.00015, 0.00347]",True,55.0,42.97%,0.77514,144.69456,26.52628,0.99167,0.32589,5.11443
town7_002255.png,STOP,"[0.93701, 0.06295, 2e-05, 2e-05]",GO,"[0.44303, 0.55574, 4e-05, 0.00119]",True,48.0,37.50%,0.78275,139.50247,26.68498,0.99195,0.33182,6.50229
town7_002265.png,GO,"[0.13946, 0.84659, 5e-05, 0.0139]",GO,"[0.27593, 0.7092, 3e-05, 0.01484]",False,128.0,100.00%,,,,,,5.10692
town7_002266.png,GO,"[0.44489, 0.54611, 4e-05, 0.00896]",STOP,"[0.52294, 0.46728, 7e-05, 0.00971]",True,70.0,54.69%,0.62875,200.55518,25.10846,0.98846,0.22612,5.09358
town7_002273.png,LEFT,"[0.00012, 0.0215, 0.0002, 0.97819]",GO,"[0.02959, 0.5462, 0.00047, 0.42373]",True,90.0,70.31%,0.53514,804.34945,19.07636,0.9357,0.12794,5.76188
town7_002274.png,LEFT,"[8e-05, 0.02406, 0.00035, 0.97551]",GO,"[0.00016, 0.58032, 0.01152, 0.408]",True,77.0,60.16%,0.5028,1408.50729,16.64321,0.90024,0.09574,5.7283
town7_002281.png,LEFT,"[0.0, 0.00137, 0.00746, 0.99117]",RIGHT,"[1e-05, 0.00326, 0.62972, 0.36701]",True,24.0,18.75%,0.66571,308.97466,23.23157,0.97756,0.172,6.10971
town7_002286.png,LEFT,"[8e-05, 0.09674, 0.00027, 0.90291]",GO,"[3e-05, 0.50932, 0.0035, 0.48715]",True,27.0,21.09%,0.58332,261.36339,23.95836,0.85345,0.15459,6.34675
town7_002293.png,GO,"[0.0, 0.96083, 0.0012, 0.03796]",LEFT,"[4e-05, 0.45589, 0.00155, 0.54252]",True,43.0,33.59%,0.6003,285.35411,23.57696,0.85236,0.13221,6.89932
town7_002295.png,GO,"[0.0, 0.97703, 0.00025, 0.02271]",LEFT,"[0.0, 0.41754, 0.00028, 0.58218]",True,54.0,42.19%,0.56753,318.17021,23.10421,0.83391,0.11556,7.16444
town7_002302.png,GO,"[0.00015, 0.99878, 0.0003, 0.00078]",STOP,"[0.49953, 0.49774, 0.00133, 0.0014]",True,78.0,60.94%,0.54895,796.40365,19.11947,0.89586,0.14349,7.09211
town7_002304.png,GO,"[1e-05, 0.9993, 4e-05, 0.00065]",LEFT,"[0.00164, 0.35649, 0.00291, 0.63895]",True,95.0,74.22%,0.62791,699.61898,19.68219,0.93492,0.1433,7.17347
town7_002306.png,GO,"[4e-05, 0.99933, 5e-05, 0.00058]",LEFT,"[0.00024, 0.22801, 0.00103, 0.77073]",True,86.0,67.19%,0.62432,564.82828,20.61164,0.94867,0.14823,6.81609
town7_002307.png,GO,"[6e-05, 0.99852, 0.00012, 0.0013]",LEFT,"[0.0005, 0.18513, 0.00298, 0.81138]",True,93.0,72.66%,0.67207,450.84328,21.59055,0.96141,0.16793,6.60178
town7_002315.png,GO,"[0.00116, 0.94969, 9e-05, 0.04906]",LEFT,"[0.00236, 0.39926, 0.00035, 0.59804]",True,81.0,63.28%,0.61543,482.1569,21.29892,0.95685,0.13882,5.67446
town7_002321.png,GO,"[0.34791, 0.65186, 0.00013, 0.0001]",STOP,"[0.58568, 0.41407, 0.00019, 6e-05]",True,10.0,7.81%,0.726,201.74818,25.08271,0.98669,0.25871,4.96265
town7_002323.png,STOP,"[0.82957, 0.17038, 2e-05, 3e-05]",GO,"[0.4651, 0.53372, 0.00061, 0.00058]",True,42.0,32.81%,0.65429,332.95833,22.9069,0.97924,0.21116,5.95473
town7_002328.png,GO,"[0.00451, 0.79164, 0.20164, 0.00221]",RIGHT,"[0.00749, 0.47492, 0.51643, 0.00116]",True,15.0,11.72%,0.74323,141.44135,26.62504,0.98993,0.27047,6.75292
town7_002332.png,GO,"[0.00022, 0.7799, 0.21758, 0.0023]",STOP,"[0.50368, 0.4795, 0.01635, 0.00047]",True,110.0,85.94%,0.68471,322.49583,23.04556,0.97187,0.20466,7.12838
town7_002333.png,GO,"[0.00023, 0.71842, 0.27861, 0.00274]",STOP,"[0.54437, 0.43854, 0.01681, 0.00028]",True,121.0,94.53%,0.66883,341.21549,22.80052,0.9721,0.19876,7.26666
town7_002348.png,GO,"[9e-05, 0.96072, 0.01432, 0.02487]",RIGHT,"[0.0004, 0.26214, 0.72374, 0.01372]",True,68.0,53.12%,0.62756,352.01779,22.66516,0.91589,0.17167,7.81759
town7_002358.png,GO,"[0.00067, 0.99161, 0.00356, 0.00416]",LEFT,"[0.00149, 0.26654, 0.02436, 0.70761]",True,32.0,25.00%,0.67873,318.41773,23.10083,0.97439,0.21856,7.03243
town7_002363.png,GO,"[0.0375, 0.96173, 0.0002, 0.00057]",LEFT,"[0.00874, 0.46508, 0.02568, 0.50049]",True,25.0,19.53%,0.72985,218.87669,24.72881,0.98518,0.21662,7.60021
town7_002371.png,GO,"[2e-05, 0.92676, 0.06696, 0.00627]",RIGHT,"[1e-05, 0.48165, 0.50518, 0.01317]",True,11.0,8.59%,0.7171,176.12388,25.67262,0.9915,0.23829,6.35189
town7_002378.png,GO,"[8e-05, 0.99631, 0.00164, 0.00197]",LEFT,"[0.00022, 0.34637, 0.08372, 0.56968]",True,37.0,28.91%,0.6417,289.78836,23.50999,0.98597,0.16962,6.49332
town7_002389.png,GO,"[0.03001, 0.96863, 0.00039, 0.00097]",LEFT,"[0.01011, 0.4147, 0.00489, 0.5703]",True,47.0,36.72%,0.63229,332.08211,22.91835,0.97971,0.18264,6.38533
town7_002395.png,STOP,"[0.62744, 0.36217, 0.00932, 0.00108]",GO,"[0.21955, 0.73836, 0.04118, 0.00092]",True,1.0,0.78%,0.72377,148.33464,26.41838,0.99221,0.29527,5.88375
town7_002396.png,GO,"[0.42728, 0.49654, 0.07561, 0.00058]",STOP,"[0.51421, 0.47623, 0.00908, 0.00048]",True,2.0,1.56%,0.74087,138.16729,26.72675,0.99364,0.31048,5.43068
town7_002399.png,STOP,"[0.62878, 0.35439, 0.01628, 0.00055]",GO,"[0.40931, 0.56832, 0.02179, 0.00059]",True,3.0,2.34%,0.76529,114.3769,27.54742,0.99356,0.31947,4.93839
town7_002405.png,GO,"[0.45137, 0.53244, 0.01525, 0.00093]",STOP,"[0.49602, 0.48942, 0.01398, 0.00058]",True,1.0,0.78%,0.75227,123.08258,27.22884,0.9933,0.31223,5.71602
town7_002420.png,GO,"[0.00422, 0.89505, 0.09567, 0.00506]",STOP,"[0.50938, 0.46607, 0.02395, 0.00061]",True,109.0,85.16%,0.7071,278.52703,23.68213,0.97543,0.25118,6.40193
town7_002424.png,GO,"[0.00026, 0.98073, 0.01275, 0.00627]",RIGHT,"[0.00045, 0.45492, 0.51248, 0.03215]",True,22.0,17.19%,0.69271,176.13747,25.67229,0.98952,0.23052,6.47632
town7_002425.png,GO,"[0.00021, 0.98408, 0.00715, 0.00855]",RIGHT,"[0.00158, 0.47702, 0.50696, 0.01443]",True,76.0,59.38%,0.64211,347.84622,22.71693,0.97709,0.16935,7.05186
town7_002442.png,GO,"[0.00026, 0.76581, 0.11039, 0.12354]",LEFT,"[0.00254, 0.34932, 0.11324, 0.53489]",True,24.0,18.75%,0.70983,248.07203,24.18503,0.95653,0.22528,6.11341
town7_002445.png,GO,"[0.00109, 0.69989, 0.19835, 0.10067]",LEFT,"[0.00572, 0.38625, 0.22062, 0.38741]",True,44.0,34.38%,0.66475,434.16148,21.75429,0.93882,0.18183,6.34066
town7_002446.png,GO,"[0.00041, 0.67739, 0.26952, 0.05268]",LEFT,"[0.00175, 0.26641, 0.17361, 0.55823]",True,40.0,31.25%,0.65789,462.62328,21.47853,0.92816,0.19142,6.04807
town7_002452.png,GO,"[0.00179, 0.98761, 0.00613, 0.00448]",STOP,"[0.58036, 0.41596, 0.00057, 0.00311]",True,65.0,50.78%,0.72474,314.95984,23.14825,0.98132,0.23524,6.80386
town7_002457.png,STOP,"[0.87556, 0.12101, 4e-05, 0.00339]",GO,"[0.32103, 0.6737, 0.00293, 0.00234]",True,77.0,60.16%,0.72263,390.37768,22.21595,0.98102,0.24928,6.25641
town7_002472.png,GO,"[0.21298, 0.77338, 0.01149, 0.00215]",STOP,"[0.51605, 0.48048, 0.00237, 0.0011]",True,3.0,2.34%,0.77349,141.21984,26.63185,0.99351,0.30177,5.94701
town7_002476.png,GO,"[0.07969, 0.73477, 0.17839, 0.00716]",RIGHT,"[0.00441, 0.31649, 0.67608, 0.00302]",True,73.0,57.03%,0.77156,155.65794,26.20909,0.99245,0.27788,7.09591
town7_002483.png,LEFT,"[0.04823, 0.03225, 0.01004, 0.90948]",RIGHT,"[0.02929, 0.14722, 0.46347, 0.36003]",True,41.0,32.03%,0.66705,245.37073,24.23258,0.98392,0.19305,6.17225
town7_002485.png,RIGHT,"[4e-05, 0.04486, 0.77428, 0.18082]",LEFT,"[9e-05, 0.05425, 0.30215, 0.64352]",True,31.0,24.22%,0.63928,318.70779,23.09688,0.97674,0.1727,6.68851
town7_002488.png,GO,"[0.00182, 0.74297, 0.13372, 0.12148]",LEFT,"[0.00092, 0.29147, 0.12998, 0.57763]",True,51.0,39.84%,0.64985,308.71117,23.23528,0.90867,0.22448,7.71257
town7_002494.png,GO,"[0.00174, 0.97946, 0.01373, 0.00507]",STOP,"[0.59754, 0.39869, 0.00249, 0.00128]",True,49.0,38.28%,0.65689,283.00125,23.61292,0.96556,0.20935,7.2129
town7_002499.png,GO,"[0.00131, 0.96734, 0.02185, 0.00949]",STOP,"[0.65846, 0.33987, 0.00103, 0.00064]",True,36.0,28.12%,0.7044,197.53172,25.17444,0.96867,0.24438,6.94792
town7_002505.png,GO,"[0.00398, 0.98584, 0.00386, 0.00631]",STOP,"[0.56639, 0.42835, 0.00158, 0.00368]",True,27.0,21.09%,0.72639,159.27674,26.10928,0.96926,0.28374,6.25381
town7_002510.png,GO,"[0.00371, 0.95394, 0.01642, 0.02594]",STOP,"[0.64288, 0.35331, 0.00166, 0.00215]",True,37.0,28.91%,0.69037,175.71232,25.68278,0.93916,0.26054,7.19036
town7_002511.png,GO,"[0.00782, 0.97145, 0.00678, 0.01395]",STOP,"[0.55397, 0.4437, 0.0008, 0.00153]",True,25.0,19.53%,0.69879,173.55117,25.73653,0.95105,0.26225,6.23263
town7_002512.png,GO,"[0.01625, 0.97397, 0.00327, 0.00651]",STOP,"[0.64237, 0.35644, 0.00039, 0.0008]",True,20.0,15.62%,0.70522,193.08117,25.2734,0.96341,0.2695,6.12365
town7_002519.png,STOP,"[0.95737, 0.04248, 8e-05, 7e-05]",GO,"[0.49302, 0.50445, 0.00086, 0.00167]",True,85.0,66.41%,0.74601,180.93451,25.55559,0.95868,0.29425,6.5421
town7_002521.png,STOP,"[0.96457, 0.03537, 2e-05, 3e-05]",GO,"[0.49151, 0.50748, 0.00057, 0.00045]",True,71.0,55.47%,0.73573,189.77047,25.34852,0.95476,0.29732,6.56178
town7_002523.png,STOP,"[0.94845, 0.05143, 6e-05, 6e-05]",GO,"[0.352, 0.64683, 0.0004, 0.00077]",True,84.0,65.62%,0.72247,211.24276,24.88299,0.95246,0.27039,6.64564
