Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s),Sparsity,Proximity
town7_002130.png,STOP,"[0.94623, 0.05374, 2e-05, 1e-05]",GO,"[0.35252, 0.64434, 0.00013, 0.00301]",True,64.0,50.00%,0.75888,170.18568,25.82157,0.99004,0.30691,0.36086,64.0,6.73536
town7_002138.png,STOP,"[0.94272, 0.05726, 1e-05, 1e-05]",GO,"[0.47857, 0.51943, 8e-05, 0.00192]",True,59.0,46.09%,0.76572,161.90724,26.03814,0.99023,0.30846,0.33658,59.0,6.5838
town7_002139.png,STOP,"[0.94225, 0.05772, 2e-05, 2e-05]",GO,"[0.48914, 0.50783, 0.00015, 0.00288]",True,57.0,44.53%,0.75645,177.08,25.64911,0.98974,0.30135,0.51656,57.0,6.84201
town7_002147.png,STOP,"[0.94411, 0.0558, 7e-05, 2e-05]",GO,"[0.46593, 0.53296, 0.00012, 0.00099]",True,48.0,37.50%,0.77252,137.76534,26.7394,0.99265,0.32041,0.29556,48.0,6.41829
town7_002162.png,STOP,"[0.94875, 0.05123, 1e-05, 1e-05]",GO,"[0.41264, 0.58356, 0.00012, 0.00369]",True,77.0,60.16%,0.74533,189.79339,25.34799,0.98869,0.29259,0.42947,77.0,7.27737
town7_002179.png,STOP,"[0.92029, 0.07958, 0.0001, 4e-05]",GO,"[0.41656, 0.58035, 0.00012, 0.00297]",True,53.0,41.41%,0.7721,150.46365,26.35649,0.99161,0.31688,0.3929,53.0,6.44292
town7_002180.png,STOP,"[0.93966, 0.0603, 2e-05, 2e-05]",GO,"[0.36054, 0.6333, 0.00014, 0.00602]",True,60.0,46.88%,0.75459,183.72883,25.48903,0.98917,0.29907,0.40048,60.0,6.85667
town7_002188.png,STOP,"[0.93793, 0.06202, 2e-05, 3e-05]",GO,"[0.407, 0.5917, 5e-05, 0.00126]",True,60.0,46.88%,0.7712,156.52542,26.18495,0.99071,0.31826,0.31804,60.0,6.3517
town7_002189.png,STOP,"[0.94504, 0.05493, 1e-05, 1e-05]",GO,"[0.39948, 0.59786, 0.00017, 0.00249]",True,60.0,46.88%,0.75115,182.0374,25.5292,0.98928,0.30011,0.32091,60.0,6.96008
town7_002195.png,STOP,"[0.94629, 0.05367, 2e-05, 1e-05]",GO,"[0.35929, 0.6352, 0.00016, 0.00534]",True,63.0,49.22%,0.75471,188.16023,25.38553,0.98838,0.29895,0.37367,63.0,6.95599
town7_002198.png,STOP,"[0.95177, 0.04821, 1e-05, 1e-05]",GO,"[0.48234, 0.51532, 9e-05, 0.00225]",True,55.0,42.97%,0.76777,160.43266,26.07788,0.99044,0.31162,0.49268,55.0,6.2872
town7_002200.png,STOP,"[0.94925, 0.05072, 2e-05, 1e-05]",GO,"[0.37219, 0.62309, 0.00035, 0.00437]",True,54.0,42.19%,0.76591,170.7087,25.80825,0.98974,0.31059,0.38065,54.0,6.27433
town7_002201.png,STOP,"[0.94412, 0.05583, 3e-05, 2e-05]",GO,"[0.44743, 0.54939, 0.00026, 0.00292]",True,59.0,46.09%,0.7658,158.03758,26.1432,0.99103,0.31146,0.45504,59.0,6.62366
town7_002202.png,STOP,"[0.95411, 0.04587, 1e-05, 1e-05]",GO,"[0.43853, 0.55969, 0.00013, 0.00166]",True,60.0,46.88%,0.76348,172.91539,25.75247,0.98977,0.31119,0.38684,60.0,6.75755
town7_002209.png,STOP,"[0.93502, 0.06493, 2e-05, 3e-05]",GO,"[0.48925, 0.50915, 0.00011, 0.00149]",True,65.0,50.78%,0.75348,181.30674,25.54666,0.98901,0.29743,0.55974,65.0,6.67671
town7_002213.png,STOP,"[0.95341, 0.04655, 3e-05, 1e-05]",GO,"[0.48166, 0.516, 0.00032, 0.00202]",True,56.0,43.75%,0.76315,166.45484,25.91784,0.99009,0.31278,0.31921,56.0,6.69645
town7_002220.png,STOP,"[0.94207, 0.05786, 5e-05, 2e-05]",GO,"[0.37756, 0.6181, 0.00011, 0.00424]",True,61.0,47.66%,0.75867,177.62445,25.63578,0.98915,0.30462,0.31953,61.0,6.78099
town7_002228.png,STOP,"[0.93912, 0.06085, 1e-05, 2e-05]",GO,"[0.29027, 0.70491, 0.0001, 0.00471]",True,63.0,49.22%,0.75265,177.30409,25.64362,0.98991,0.29692,0.37244,63.0,6.83986
town7_002241.png,STOP,"[0.93478, 0.06514, 6e-05, 3e-05]",GO,"[0.45576, 0.53972, 0.00016, 0.00435]",True,55.0,42.97%,0.76362,168.14453,25.87398,0.98988,0.30701,0.36203,55.0,6.54398
town7_002250.png,STOP,"[0.93986, 0.06009, 2e-05, 2e-05]",GO,"[0.43598, 0.56086, 0.00016, 0.003]",True,61.0,47.66%,0.75342,180.88391,25.5568,0.98894,0.2996,0.53062,61.0,6.67631
town7_002253.png,STOP,"[0.93564, 0.06428, 5e-05, 3e-05]",GO,"[0.42558, 0.57196, 0.00013, 0.00233]",True,64.0,50.00%,0.74663,184.00417,25.48253,0.98935,0.29472,0.45975,64.0,6.92177
town7_002254.png,STOP,"[0.94248, 0.05745, 5e-05, 2e-05]",GO,"[0.48615, 0.51162, 0.0001, 0.00212]",True,55.0,42.97%,0.76927,151.4106,26.32924,0.99118,0.31483,0.51531,55.0,6.29107
town7_002255.png,STOP,"[0.93256, 0.06739, 3e-05, 2e-05]",GO,"[0.48969, 0.50811, 4e-05, 0.00217]",True,48.0,37.50%,0.77313,150.9863,26.34143,0.99103,0.32285,0.32408,48.0,6.27556
town7_002265.png,GO,"[0.26769, 0.72336, 2e-05, 0.00894]",STOP,"[0.50605, 0.48658, 5e-05, 0.00733]",True,36.0,28.12%,0.64728,189.06979,25.36458,0.98888,0.24115,0.27507,36.0,2.93798
town7_002266.png,STOP,"[0.63009, 0.35433, 6e-05, 0.01552]",GO,"[0.14394, 0.83636, 3e-05, 0.01966]",True,1.0,0.78%,0.6284,201.9268,25.07886,0.98817,0.22541,0.18868,1.0,0.01232
town7_002273.png,LEFT,"[0.0001, 0.02038, 0.00016, 0.97935]",GO,"[0.01142, 0.54193, 0.00036, 0.44629]",True,81.0,63.28%,0.53682,817.30919,19.00694,0.93324,0.13291,0.35981,81.0,11.99817
town7_002274.png,LEFT,"[0.0001, 0.02675, 0.0004, 0.97275]",GO,"[0.00023, 0.57804, 0.0158, 0.40593]",True,74.0,57.81%,0.51335,1379.65672,16.73309,0.90263,0.10447,0.50949,74.0,12.35092
town7_002281.png,LEFT,"[0.0, 0.00171, 0.01044, 0.98786]",RIGHT,"[1e-05, 0.00491, 0.54561, 0.44947]",True,21.0,16.41%,0.6611,370.80695,22.43932,0.97119,0.17269,0.24998,21.0,7.85151
town7_002286.png,LEFT,"[5e-05, 0.10118, 0.00022, 0.89855]",GO,"[1e-05, 0.52702, 0.00076, 0.47222]",True,38.0,29.69%,0.5701,297.71599,23.39278,0.84744,0.14188,0.47952,38.0,8.4766
town7_002293.png,GO,"[0.0, 0.97111, 0.00079, 0.0281]",LEFT,"[2e-05, 0.45143, 0.00206, 0.54649]",True,42.0,32.81%,0.59495,294.42638,23.44104,0.85274,0.12691,0.28361,42.0,8.86686
town7_002295.png,GO,"[0.0, 0.97732, 0.00027, 0.02241]",LEFT,"[0.0, 0.37066, 0.0003, 0.62904]",True,54.0,42.19%,0.55838,341.17747,22.801,0.83189,0.1023,0.37181,54.0,10.56417
town7_002302.png,GO,"[9e-05, 0.99937, 0.00012, 0.00042]",STOP,"[0.53501, 0.46344, 0.0008, 0.00074]",True,83.0,64.84%,0.56599,769.25438,19.2701,0.90078,0.15562,0.52986,83.0,11.83918
town7_002304.png,GO,"[1e-05, 0.99927, 4e-05, 0.00068]",STOP,"[0.51856, 0.48005, 0.00057, 0.00082]",True,76.0,59.38%,0.62375,562.83107,20.62702,0.94088,0.16636,0.4322,76.0,11.00805
town7_002306.png,GO,"[8e-05, 0.99888, 9e-05, 0.00095]",LEFT,"[0.00153, 0.30846, 0.00653, 0.68348]",True,100.0,78.12%,0.63134,557.87357,20.66545,0.94981,0.1533,0.46575,100.0,10.08418
town7_002307.png,GO,"[3e-05, 0.99911, 0.0001, 0.00075]",LEFT,"[0.00347, 0.45924, 0.00639, 0.5309]",True,98.0,76.56%,0.67628,439.62367,21.69999,0.96215,0.177,0.40409,98.0,9.2579
town7_002315.png,GO,"[0.00187, 0.95452, 0.0001, 0.04351]",LEFT,"[0.00103, 0.41102, 0.00899, 0.57896]",True,100.0,78.12%,0.59651,510.86159,21.04777,0.95655,0.12885,0.46054,100.0,10.13954
town7_002321.png,GO,"[0.3047, 0.69492, 0.00028, 0.00011]",STOP,"[0.59182, 0.40797, 0.00013, 8e-05]",True,13.0,10.16%,0.72251,218.4613,24.73706,0.98539,0.25244,0.40572,13.0,3.90525
town7_002323.png,STOP,"[0.86038, 0.13958, 3e-05, 2e-05]",GO,"[0.30116, 0.69745, 0.00063, 0.00075]",True,25.0,19.53%,0.65602,311.44065,23.19705,0.98021,0.22112,0.33981,25.0,3.68112
town7_002328.png,GO,"[0.01364, 0.69563, 0.28923, 0.0015]",RIGHT,"[0.00693, 0.42991, 0.56199, 0.00117]",True,19.0,14.84%,0.74666,140.53969,26.65281,0.98999,0.27716,0.31497,19.0,2.91393
town7_002332.png,GO,"[0.0005, 0.67045, 0.32727, 0.00178]",RIGHT,"[0.00046, 0.34523, 0.65345, 0.00086]",True,21.0,16.41%,0.78156,117.9663,27.41322,0.9895,0.29883,0.3118,21.0,3.88857
town7_002333.png,GO,"[0.00032, 0.76479, 0.23297, 0.00192]",STOP,"[0.49278, 0.48915, 0.01741, 0.00066]",True,124.0,96.88%,0.68196,318.24581,23.10318,0.97501,0.20156,0.46632,124.0,9.02454
town7_002348.png,GO,"[0.00012, 0.96935, 0.01057, 0.01997]",RIGHT,"[0.00081, 0.4452, 0.53873, 0.01526]",True,67.0,52.34%,0.63773,354.33823,22.63662,0.91051,0.17892,0.32374,67.0,8.31414
town7_002358.png,GO,"[0.00033, 0.99287, 0.00325, 0.00355]",LEFT,"[0.00818, 0.43482, 0.01367, 0.54332]",True,41.0,32.03%,0.68361,365.37445,22.50342,0.97243,0.21886,0.51276,41.0,7.24377
town7_002363.png,GO,"[0.02312, 0.97622, 0.00014, 0.00051]",LEFT,"[0.00436, 0.42252, 0.02451, 0.5486]",True,24.0,18.75%,0.73198,219.37281,24.71898,0.98406,0.21982,0.31354,24.0,6.37398
town7_002371.png,GO,"[1e-05, 0.95315, 0.04084, 0.006]",RIGHT,"[5e-05, 0.44873, 0.54314, 0.00807]",True,4.0,3.12%,0.72148,165.52536,25.94216,0.99201,0.24168,0.19813,4.0,3.43
town7_002378.png,GO,"[8e-05, 0.99587, 0.00196, 0.00209]",LEFT,"[0.00012, 0.27788, 0.04888, 0.67312]",True,38.0,29.69%,0.6552,257.77766,24.01835,0.9879,0.18115,0.31637,38.0,6.25399
town7_002389.png,GO,"[0.02618, 0.97295, 0.00018, 0.00068]",LEFT,"[0.01249, 0.41001, 0.00177, 0.57572]",True,55.0,42.97%,0.61428,392.86984,22.18832,0.97673,0.17105,0.58134,55.0,8.5897
town7_002395.png,STOP,"[0.62831, 0.3615, 0.00929, 0.0009]",GO,"[0.15182, 0.78575, 0.06152, 0.00091]",True,1.0,0.78%,0.72242,148.82982,26.4039,0.99234,0.29542,0.22396,1.0,0.03416
town7_002396.png,STOP,"[0.6319, 0.35207, 0.01546, 0.00057]",GO,"[0.42596, 0.56054, 0.0127, 0.0008]",True,2.0,1.56%,0.73978,146.02737,26.48646,0.99335,0.30805,0.20875,2.0,0.64867
town7_002399.png,STOP,"[0.68576, 0.30667, 0.00716, 0.00042]",GO,"[0.44716, 0.53922, 0.01299, 0.00063]",True,4.0,3.12%,0.76526,111.3656,27.66329,0.99412,0.32021,0.20003,4.0,0.52958
town7_002405.png,STOP,"[0.57463, 0.40405, 0.02103, 0.00029]",GO,"[0.35571, 0.61969, 0.02419, 0.00041]",True,4.0,3.12%,0.75246,122.38466,27.25353,0.99289,0.31076,0.39327,4.0,0.44609
town7_002420.png,GO,"[0.00428, 0.87132, 0.11803, 0.00638]",STOP,"[0.49838, 0.48479, 0.0157, 0.00113]",True,99.0,77.34%,0.7199,232.88292,24.45943,0.98195,0.25063,0.52898,99.0,7.7763
town7_002424.png,GO,"[9e-05, 0.98709, 0.00752, 0.0053]",RIGHT,"[0.0005, 0.47452, 0.51354, 0.01144]",True,26.0,20.31%,0.69568,175.40383,25.69041,0.98969,0.23421,0.26792,26.0,4.83563
town7_002425.png,GO,"[0.00034, 0.97013, 0.0171, 0.01244]",RIGHT,"[0.00211, 0.43526, 0.49944, 0.06318]",True,82.0,64.06%,0.63565,393.29997,22.18356,0.97395,0.15797,0.33213,82.0,8.18979
town7_002442.png,GO,"[0.00029, 0.7073, 0.17698, 0.11544]",LEFT,"[0.00237, 0.39186, 0.06112, 0.54465]",True,21.0,16.41%,0.71476,209.49039,24.91916,0.95918,0.23363,0.24142,21.0,6.00546
town7_002445.png,GO,"[0.00074, 0.74356, 0.1837, 0.07199]",STOP,"[0.47921, 0.47622, 0.02234, 0.02223]",True,44.0,34.38%,0.71122,277.50216,23.69814,0.9557,0.24243,0.26377,44.0,7.74521
town7_002446.png,GO,"[0.00049, 0.70901, 0.22909, 0.06141]",LEFT,"[0.00157, 0.39968, 0.16434, 0.43442]",True,58.0,45.31%,0.6475,457.91547,21.52295,0.92788,0.18198,0.52729,58.0,9.52654
town7_002452.png,GO,"[0.00137, 0.9861, 0.00852, 0.004]",STOP,"[0.56194, 0.4342, 0.00057, 0.00329]",True,61.0,47.66%,0.7284,299.79318,23.36259,0.98282,0.23685,0.36342,61.0,8.29809
town7_002457.png,STOP,"[0.8823, 0.11542, 2e-05, 0.00225]",GO,"[0.45965, 0.53728, 0.00086, 0.00221]",True,79.0,61.72%,0.71782,421.13284,21.88661,0.97902,0.24059,0.86521,79.0,9.33532
town7_002472.png,GO,"[0.14377, 0.8393, 0.01533, 0.0016]",STOP,"[0.53921, 0.45696, 0.00261, 0.00122]",True,4.0,3.12%,0.77301,140.9987,26.63865,0.99346,0.29886,0.30298,4.0,1.8403
town7_002476.png,GO,"[0.05099, 0.77156, 0.17249, 0.00496]",RIGHT,"[0.00752, 0.35459, 0.63362, 0.00427]",True,46.0,35.94%,0.77924,135.44596,26.81314,0.99351,0.28602,0.38975,46.0,5.52169
town7_002483.png,LEFT,"[0.08398, 0.04437, 0.01584, 0.8558]",STOP,"[0.47716, 0.13848, 0.02402, 0.36034]",True,25.0,19.53%,0.67917,218.30865,24.74009,0.98619,0.19411,0.3892,25.0,4.92693
town7_002485.png,RIGHT,"[1e-05, 0.02137, 0.96689, 0.01173]",LEFT,"[0.00018, 0.07605, 0.34629, 0.57748]",True,53.0,41.41%,0.64213,371.76115,22.42816,0.97018,0.16854,0.3503,53.0,8.01643
town7_002488.png,GO,"[0.00146, 0.75979, 0.10758, 0.13117]",RIGHT,"[0.0008, 0.38977, 0.47166, 0.13778]",True,45.0,35.16%,0.65955,275.21086,23.73415,0.91654,0.23335,0.36413,45.0,8.75206
town7_002494.png,GO,"[0.00179, 0.97281, 0.0189, 0.00651]",STOP,"[0.57693, 0.42126, 0.00086, 0.00095]",True,50.0,39.06%,0.65956,297.3876,23.39757,0.96124,0.21491,0.43984,50.0,8.58953
town7_002499.png,GO,"[0.00054, 0.98356, 0.00836, 0.00753]",STOP,"[0.50313, 0.49497, 0.00112, 0.00079]",True,35.0,27.34%,0.70598,201.62812,25.08529,0.96864,0.2417,0.28636,35.0,6.38682
town7_002505.png,GO,"[0.00355, 0.98394, 0.00433, 0.00818]",STOP,"[0.64303, 0.35477, 0.00049, 0.00172]",True,18.0,14.06%,0.73809,142.5156,26.59218,0.9731,0.28717,0.49771,18.0,4.05237
town7_002510.png,GO,"[0.00419, 0.9555, 0.01535, 0.02496]",STOP,"[0.53892, 0.45665, 0.00148, 0.00295]",True,39.0,30.47%,0.69372,172.06141,25.77397,0.94187,0.25906,0.29221,39.0,5.47623
town7_002511.png,GO,"[0.0072, 0.97728, 0.00447, 0.01105]",STOP,"[0.79737, 0.20164, 0.00018, 0.0008]",True,27.0,21.09%,0.69401,180.61,25.56339,0.94933,0.26078,0.33449,27.0,4.43628
town7_002512.png,GO,"[0.01014, 0.97962, 0.0037, 0.00654]",STOP,"[0.71095, 0.28835, 0.00033, 0.00037]",True,16.0,12.50%,0.70849,185.53615,25.44652,0.96583,0.26737,0.25452,16.0,3.26363
town7_002519.png,STOP,"[0.95772, 0.04215, 5e-05, 8e-05]",GO,"[0.45831, 0.53908, 0.00037, 0.00224]",True,88.0,68.75%,0.74546,168.16776,25.87338,0.96203,0.29888,0.49229,88.0,6.61731
town7_002521.png,STOP,"[0.94197, 0.05788, 7e-05, 8e-05]",GO,"[0.46593, 0.53201, 0.00069, 0.00137]",True,95.0,74.22%,0.73472,192.97974,25.27569,0.95989,0.29087,0.39966,95.0,6.87608
town7_002523.png,STOP,"[0.95523, 0.0447, 3e-05, 4e-05]",GO,"[0.36288, 0.63457, 0.00078, 0.00176]",True,82.0,64.06%,0.73796,177.2643,25.64459,0.96025,0.30111,0.47608,82.0,6.46093
town7_002526.png,STOP,"[0.9606, 0.03936, 2e-05, 2e-05]",GO,"[0.1952, 0.7997, 0.00249, 0.00261]",True,107.0,83.59%,0.72074,207.97896,24.95061,0.95546,0.28115,0.45208,107.0,7.29961
town7_002529.png,STOP,"[0.95476, 0.04511, 6e-05, 7e-05]",GO,"[0.20748, 0.78629, 0.00375, 0.00248]",True,95.0,74.22%,0.72464,207.52424,24.96012,0.95642,0.28194,0.50433,95.0,6.95361
town7_002530.png,STOP,"[0.95608, 0.04385, 3e-05, 4e-05]",GO,"[0.42348, 0.5748, 0.00036, 0.00136]",True,101.0,78.91%,0.70949,231.68732,24.48178,0.94961,0.26734,0.81048,101.0,7.41016
town7_002538.png,STOP,"[0.94934, 0.0506, 2e-05, 3e-05]",GO,"[0.44071, 0.55311, 0.00296, 0.00322]",True,96.0,75.00%,0.72292,198.66552,25.14958,0.96157,0.27897,0.50206,96.0,6.77256
town7_002550.png,STOP,"[0.95595, 0.044, 1e-05, 3e-05]",GO,"[0.28067, 0.71683, 0.0008, 0.0017]",True,102.0,79.69%,0.70784,226.77495,24.57485,0.95066,0.26942,0.52345,102.0,7.01014
town7_002551.png,STOP,"[0.95812, 0.04184, 1e-05, 2e-05]",GO,"[0.48619, 0.51293, 0.00045, 0.00043]",True,95.0,74.22%,0.72452,202.78174,25.06052,0.95663,0.28086,0.44676,95.0,6.84308
town7_002553.png,STOP,"[0.95977, 0.0402, 1e-05, 2e-05]",GO,"[0.18871, 0.80777, 0.00125, 0.00227]",True,107.0,83.59%,0.69979,242.10859,24.2907,0.94633,0.2568,0.44668,107.0,7.46281
town7_002563.png,STOP,"[0.95497, 0.04497, 2e-05, 4e-05]",GO,"[0.46962, 0.52886, 0.00075, 0.00078]",True,99.0,77.34%,0.71764,213.10505,24.84487,0.95644,0.27654,0.52442,99.0,7.0258
town7_002571.png,STOP,"[0.96066, 0.03932, 1e-05, 2e-05]",GO,"[0.3945, 0.60332, 0.00073, 0.00145]",True,89.0,69.53%,0.72443,201.38568,25.09052,0.95702,0.28747,0.44539,89.0,6.8938
town7_002573.png,STOP,"[0.96022, 0.03973, 2e-05, 3e-05]",GO,"[0.44073, 0.55595, 0.00154, 0.00178]",True,92.0,71.88%,0.71705,210.48656,24.89856,0.95277,0.27976,0.38943,92.0,6.89648
town7_002576.png,STOP,"[0.95223, 0.04772, 2e-05, 3e-05]",GO,"[0.41957, 0.57901, 0.00067, 0.00075]",True,107.0,83.59%,0.69993,241.16273,24.3077,0.94773,0.25943,0.49218,107.0,7.40526
town7_002579.png,STOP,"[0.95878, 0.0412, 1e-05, 1e-05]",GO,"[0.44618, 0.55022, 0.00107, 0.00253]",True,75.0,58.59%,0.72485,192.77872,25.28021,0.96167,0.28559,0.37018,75.0,6.35238
town7_002582.png,STOP,"[0.95439, 0.04557, 2e-05, 2e-05]",GO,"[0.43797, 0.56056, 0.00047, 0.001]",True,91.0,71.09%,0.71214,215.45008,24.79734,0.9547,0.27493,0.4273,91.0,7.06623
town7_002583.png,STOP,"[0.97022, 0.02977, 1e-05, 1e-05]",GO,"[0.36808, 0.62964, 0.00133, 0.00095]",True,86.0,67.19%,0.72156,203.38362,25.04764,0.95899,0.28549,0.50054,86.0,6.88904
town7_002585.png,STOP,"[0.96336, 0.0366, 2e-05, 2e-05]",GO,"[0.44987, 0.54917, 0.00023, 0.00074]",True,93.0,72.66%,0.70972,220.39469,24.69879,0.95495,0.2706,0.43324,93.0,7.30777
town7_002586.png,STOP,"[0.95703, 0.04293, 2e-05, 3e-05]",GO,"[0.26673, 0.73071, 0.00091, 0.00164]",True,99.0,77.34%,0.70012,245.32128,24.23345,0.9451,0.25753,0.42506,99.0,7.83245
town7_002589.png,STOP,"[0.9462, 0.05369, 5e-05, 5e-05]",GO,"[0.31282, 0.68397, 0.00154, 0.00166]",True,90.0,70.31%,0.71612,207.9912,24.95035,0.95575,0.27798,0.39732,90.0,7.05083
town7_002593.png,STOP,"[0.96085, 0.03911, 2e-05, 2e-05]",GO,"[0.47751, 0.52034, 0.00099, 0.00115]",True,91.0,71.09%,0.71105,217.27495,24.76071,0.95632,0.2734,0.3356,91.0,7.21393
town7_002596.png,STOP,"[0.96026, 0.03966, 5e-05, 4e-05]",GO,"[0.4535, 0.54397, 0.00083, 0.0017]",True,92.0,71.88%,0.72076,208.33987,24.94308,0.95611,0.27704,0.38126,92.0,7.09999
town7_002600.png,STOP,"[0.96006, 0.0399, 2e-05, 2e-05]",GO,"[0.45199, 0.54652, 0.00059, 0.0009]",True,83.0,64.84%,0.72951,181.79078,25.53509,0.96243,0.29241,0.56028,83.0,6.50988
town7_002604.png,STOP,"[0.95552, 0.04444, 2e-05, 2e-05]",GO,"[0.38689, 0.60962, 0.00181, 0.00168]",True,96.0,75.00%,0.72194,205.43216,25.00412,0.96048,0.27613,0.50083,96.0,6.75026
town7_002607.png,STOP,"[0.96453, 0.03546, 0.0, 1e-05]",GO,"[0.21731, 0.7778, 0.00294, 0.00195]",True,98.0,76.56%,0.71569,223.23135,24.64325,0.95127,0.27501,0.38922,98.0,6.97174
town7_002611.png,STOP,"[0.95919, 0.0408, 1e-05, 1e-05]",GO,"[0.26183, 0.73638, 0.0006, 0.00119]",True,104.0,81.25%,0.70478,243.77263,24.26095,0.94555,0.26298,0.61737,104.0,7.48572
town7_002622.png,STOP,"[0.96632, 0.03367, 1e-05, 1e-05]",GO,"[0.26596, 0.73005, 0.00167, 0.00233]",True,97.0,75.78%,0.71097,243.81479,24.2602,0.95051,0.26389,0.48115,97.0,7.45798
town7_002623.png,STOP,"[0.95557, 0.0444, 2e-05, 2e-05]",GO,"[0.21975, 0.77658, 0.00161, 0.00206]",True,104.0,81.25%,0.71428,242.15055,24.28995,0.9507,0.26627,0.58378,104.0,7.42809
town7_002625.png,STOP,"[0.95089, 0.04908, 1e-05, 2e-05]",GO,"[0.46356, 0.53425, 0.00092, 0.00127]",True,81.0,63.28%,0.73109,197.87125,25.16698,0.96252,0.28692,0.49938,81.0,6.58269
town7_002626.png,STOP,"[0.96561, 0.03437, 1e-05, 1e-05]",GO,"[0.35658, 0.64172, 0.00052, 0.00119]",True,103.0,80.47%,0.70745,239.40651,24.33944,0.94841,0.26468,0.40751,103.0,7.72082
town7_002627.png,STOP,"[0.96486, 0.0351, 2e-05, 1e-05]",GO,"[0.33209, 0.66562, 0.00112, 0.00117]",True,89.0,69.53%,0.7255,209.75661,24.91365,0.95815,0.28221,0.38396,89.0,6.97051
town7_002630.png,STOP,"[0.96721, 0.03278, 0.0, 1e-05]",GO,"[0.48073, 0.51822, 0.00022, 0.00083]",True,98.0,76.56%,0.71795,220.97346,24.6874,0.9526,0.28252,0.39728,98.0,7.67026
town7_002634.png,STOP,"[0.9564, 0.04356, 2e-05, 2e-05]",GO,"[0.42533, 0.57111, 0.00191, 0.00165]",True,94.0,73.44%,0.72733,207.05448,24.96996,0.96016,0.28579,0.43966,94.0,6.97408
town7_002635.png,STOP,"[0.96067, 0.03932, 1e-05, 1e-05]",GO,"[0.37679, 0.62072, 0.00126, 0.00124]",True,99.0,77.34%,0.70815,252.61026,24.10629,0.94743,0.26585,0.41654,99.0,7.70158
town7_002639.png,STOP,"[0.96473, 0.03523, 2e-05, 2e-05]",GO,"[0.23471, 0.76128, 0.00196, 0.00204]",True,92.0,71.88%,0.72971,203.42318,25.0468,0.95994,0.28651,0.36574,92.0,6.85456
town7_002646.png,STOP,"[0.95828, 0.04167, 3e-05, 2e-05]",GO,"[0.48404, 0.51347, 0.0016, 0.00089]",True,82.0,64.06%,0.73336,200.6076,25.10733,0.96065,0.29481,0.35076,82.0,6.79438
town7_002654.png,STOP,"[0.95912, 0.04081, 3e-05, 3e-05]",GO,"[0.46161, 0.53723, 0.00035, 0.00081]",True,95.0,74.22%,0.70963,234.12987,24.43624,0.94795,0.27211,0.41049,95.0,7.61565
town7_002656.png,STOP,"[0.96314, 0.03684, 1e-05, 2e-05]",GO,"[0.3713, 0.62673, 0.00042, 0.00155]",True,103.0,80.47%,0.70776,234.0712,24.43732,0.94915,0.27203,0.42126,103.0,7.76427
town7_002671.png,STOP,"[0.96262, 0.03735, 1e-05, 1e-05]",GO,"[0.41386, 0.58479, 0.00052, 0.00083]",True,102.0,79.69%,0.7192,225.26169,24.60393,0.95297,0.28185,0.40253,102.0,7.3887
town7_002676.png,STOP,"[0.94864, 0.05132, 2e-05, 3e-05]",GO,"[0.4868, 0.51125, 0.00096, 0.00099]",True,73.0,57.03%,0.7336,194.44117,25.24292,0.96071,0.28924,0.37563,73.0,6.10306
town7_002684.png,GO,"[0.00142, 0.71386, 0.23492, 0.04981]",RIGHT,"[0.00083, 0.47287, 0.47583, 0.05047]",True,4.0,3.12%,0.6817,161.40526,26.05163,0.95169,0.24398,0.37237,4.0,1.58748
town7_002686.png,RIGHT,"[0.0009, 0.09182, 0.77184, 0.13544]",LEFT,"[0.00111, 0.08072, 0.29943, 0.61873]",True,8.0,6.25%,0.63366,239.48341,24.33805,0.93956,0.21273,0.22681,8.0,1.95687
town7_002690.png,RIGHT,"[2e-05, 0.01324, 0.98644, 0.00031]",GO,"[0.00183, 0.62503, 0.32716, 0.04598]",True,121.0,94.53%,0.50111,954.45792,18.33324,0.85611,0.1186,0.51841,121.0,14.36652
town7_002692.png,RIGHT,"[2e-05, 0.01683, 0.98265, 0.0005]",GO,"[0.00894, 0.65799, 0.32672, 0.00635]",True,45.0,35.16%,0.56041,416.18328,21.93796,0.90022,0.14433,0.33075,45.0,8.39438
town7_002694.png,RIGHT,"[4e-05, 0.0213, 0.97808, 0.00059]",GO,"[0.00351, 0.5487, 0.42398, 0.0238]",True,63.0,49.22%,0.55734,576.72521,20.52111,0.90647,0.14485,0.43658,63.0,10.73925
town7_002702.png,RIGHT,"[0.00028, 0.07589, 0.91791, 0.00592]",GO,"[0.00043, 0.53343, 0.44546, 0.02067]",True,37.0,28.91%,0.636,190.84341,25.32403,0.92109,0.18353,0.30681,37.0,6.06294
town7_002708.png,RIGHT,"[0.00147, 0.27709, 0.63178, 0.08966]",GO,"[0.00029, 0.4995, 0.46052, 0.03969]",True,73.0,57.03%,0.56594,547.96594,20.74327,0.89105,0.1217,0.39873,73.0,11.95776
town7_002728.png,STOP,"[0.90142, 0.0974, 0.00031, 0.00087]",RIGHT,"[0.28046, 0.28069, 0.40667, 0.03219]",True,125.0,97.66%,0.5287,665.05221,19.90225,0.91942,0.15436,0.44486,125.0,10.53864
