Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s),Sparsity,Proximity,Masked Patches
town7_003137.png,GO,"0.05569, 0.94431",GO,"0.05569, 0.94431",False,,,,,,,,0.49563,,,10.0
town7_003146.png,GO,"0.08357, 0.91643",GO,"0.08357, 0.91643",False,,,,,,,,0.43974,,,12.0
town7_003156.png,GO,"0.08151, 0.91849",GO,"0.08151, 0.91849",False,,,,,,,,0.46434,,,3.0
town7_003158.png,GO,"0.03688, 0.96312",GO,"0.03688, 0.96312",False,,,,,,,,0.40766,,,3.0
town7_003162.png,GO,"0.01034, 0.98966",GO,"0.01034, 0.98966",False,,,,,,,,0.49591,,,6.0
town7_003163.png,GO,"0.02127, 0.97873",GO,"0.02127, 0.97873",False,,,,,,,,0.48731,,,6.0
town7_003170.png,GO,"0.05664, 0.94336",GO,"0.05664, 0.94336",False,,,,,,,,0.55079,,,13.0
town7_003181.png,GO,"0.05165, 0.94835",GO,"0.05165, 0.94835",False,,,,,,,,0.51946,,,5.0
town7_003197.png,GO,"0.18906, 0.81094",GO,"0.18906, 0.81094",False,,,,,,,,0.49167,,,6.0
town7_003204.png,GO,"0.17265, 0.82735",GO,"0.17265, 0.82735",False,,,,,,,,0.48677,,,3.0
town7_003208.png,GO,"0.24886, 0.75114",GO,"0.24886, 0.75114",False,,,,,,,,0.5339,,,3.0
town7_003215.png,GO,"0.29649, 0.70351",GO,"0.29649, 0.70351",False,,,,,,,,0.58592,,,3.0
town7_003216.png,GO,"0.29284, 0.70716",GO,"0.29284, 0.70716",False,,,,,,,,0.45927,,,3.0
town7_003222.png,GO,"0.30939, 0.69061",STOP,"0.30939, 0.69061",True,,7.0,0.59453,550.40823,20.72395,0.97117,0.16802,0.48064,0.09375,11.38127,3.0
town7_003223.png,GO,"0.29419, 0.70581",STOP,"0.29419, 0.70581",True,,7.0,0.60315,601.13477,20.34109,0.97093,0.18228,0.5556,0.09375,11.96748,3.0
town7_003227.png,GO,"0.29936, 0.70064",STOP,"0.29936, 0.70064",True,,59.0,0.67614,161.34195,26.05333,0.99187,0.22844,0.33789,0.02344,4.06069,3.0
town7_003236.png,STOP,"0.97439, 0.02561",GO,"0.97439, 0.02561",True,,0.0,0.66388,534.85224,20.84847,0.96253,0.23295,0.62217,0.09375,10.66971,3.0
town7_003247.png,STOP,"0.97109, 0.02891",GO,"0.97109, 0.02891",True,,2.0,0.62222,796.09555,19.12115,0.96651,0.18336,0.51354,0.09375,12.49924,3.0
town7_003257.png,STOP,"0.97162, 0.02838",GO,"0.97162, 0.02838",True,,71.0,0.79597,116.14349,27.48085,0.99415,0.33641,0.37171,0.02344,4.64778,3.0
town7_003258.png,STOP,"0.95015, 0.04985",GO,"0.95015, 0.04985",True,,71.0,0.7967,115.17451,27.51724,0.99413,0.33271,0.30328,0.02344,3.79285,3.0
town7_003259.png,STOP,"0.95479, 0.04521",GO,"0.95479, 0.04521",True,,0.0,0.64873,568.56706,20.58299,0.96102,0.22351,0.48762,0.09375,10.40761,3.0
town7_003263.png,STOP,"0.9488, 0.0512",GO,"0.9488, 0.0512",True,,69.0,0.78574,131.44997,26.9432,0.99334,0.3217,0.25968,0.02344,4.62023,3.0
town7_003264.png,STOP,"0.96518, 0.03482",GO,"0.96518, 0.03482",True,,0.0,0.65269,558.13938,20.66338,0.96225,0.22482,0.47622,0.09375,10.90487,3.0
town7_003267.png,STOP,"0.96932, 0.03068",GO,"0.96932, 0.03068",True,,71.0,0.79653,113.53893,27.57936,0.9942,0.335,0.32339,0.02344,4.60615,3.0
town7_003289.png,STOP,"0.9613, 0.0387",GO,"0.9613, 0.0387",True,,70.0,0.79388,116.96721,27.45016,0.99437,0.3341,0.32626,0.02344,4.44778,3.0
town7_003290.png,STOP,"0.95886, 0.04114",GO,"0.95886, 0.04114",True,,0.0,0.65684,574.9924,20.53418,0.96249,0.22711,0.45638,0.09375,10.87654,3.0
town7_003291.png,STOP,"0.95864, 0.04136",GO,"0.95864, 0.04136",True,,69.0,0.78342,136.97672,26.76434,0.99278,0.31934,0.28748,0.02344,4.56216,3.0
town7_003315.png,GO,"0.1609, 0.8391",GO,"0.1609, 0.8391",False,,,,,,,,0.4869,,,3.0
town7_003320.png,GO,"0.04095, 0.95905",GO,"0.04095, 0.95905",False,,,,,,,,0.53877,,,10.0
town7_003323.png,GO,"0.10988, 0.89012",STOP,"0.10988, 0.89012",True,,26.0,0.54657,734.60935,19.47024,0.81309,0.18085,0.50487,0.46875,12.89448,15.0
town7_003326.png,GO,"0.25446, 0.74554",STOP,"0.25446, 0.74554",True,,26.0,0.62014,597.1857,20.36971,0.92157,0.22016,0.44209,0.15625,11.97023,5.0
town7_003328.png,GO,"0.26658, 0.73342",STOP,"0.26658, 0.73342",True,,102.0,0.72623,159.54203,26.10205,0.94891,0.27531,0.40246,0.09375,4.11156,12.0
town7_003329.png,GO,"0.33729, 0.66271",STOP,"0.33729, 0.66271",True,,102.0,0.68925,188.60164,25.37535,0.93881,0.24204,0.42573,0.13281,4.50139,17.0
town7_003334.png,GO,"0.20046, 0.79954",STOP,"0.20046, 0.79954",True,,27.0,0.58341,479.64328,21.32162,0.95073,0.14689,0.49951,0.09375,9.76361,3.0
town7_003335.png,GO,"0.14328, 0.85672",GO,"0.14328, 0.85672",False,,,,,,,,0.44029,,,3.0
town7_003339.png,GO,"0.07504, 0.92496",GO,"0.07504, 0.92496",False,,,,,,,,0.43613,,,4.0
town7_003340.png,GO,"0.04783, 0.95217",GO,"0.04783, 0.95217",False,,,,,,,,0.43786,,,6.0
town7_003344.png,GO,"0.0494, 0.9506",GO,"0.0494, 0.9506",False,,,,,,,,0.45595,,,10.0
town7_003349.png,GO,"0.05051, 0.94949",GO,"0.05051, 0.94949",False,,,,,,,,0.41089,,,7.0
town7_003352.png,GO,"0.05654, 0.94346",GO,"0.05654, 0.94346",False,,,,,,,,0.42864,,,10.0
town7_003356.png,GO,"0.06034, 0.93966",GO,"0.06034, 0.93966",False,,,,,,,,0.37405,,,4.0
town7_003361.png,GO,"0.04535, 0.95465",GO,"0.04535, 0.95465",False,,,,,,,,0.40756,,,3.0
town7_003362.png,GO,"0.0371, 0.9629",GO,"0.0371, 0.9629",False,,,,,,,,0.37933,,,3.0
town7_003371.png,GO,"0.04078, 0.95922",GO,"0.04078, 0.95922",False,,,,,,,,0.39841,,,5.0
town7_003372.png,GO,"0.05803, 0.94197",GO,"0.05803, 0.94197",False,,,,,,,,0.4581,,,7.0
town7_003376.png,GO,"0.04688, 0.95312",GO,"0.04688, 0.95312",False,,,,,,,,0.49797,,,4.0
town7_003378.png,GO,"0.08368, 0.91632",GO,"0.08368, 0.91632",False,,,,,,,,0.5031,,,6.0
town7_003379.png,GO,"0.05554, 0.94446",GO,"0.05554, 0.94446",False,,,,,,,,0.47756,,,4.0
town7_003381.png,GO,"0.04209, 0.95791",GO,"0.04209, 0.95791",False,,,,,,,,0.4086,,,5.0
town7_003397.png,GO,"0.15195, 0.84805",GO,"0.15195, 0.84805",False,,,,,,,,0.46959,,,5.0
town7_003402.png,GO,"0.16675, 0.83325",GO,"0.16675, 0.83325",False,,,,,,,,0.43394,,,3.0
town7_003410.png,GO,"0.17575, 0.82425",GO,"0.17575, 0.82425",False,,,,,,,,0.51633,,,3.0
town7_003419.png,GO,"0.09709, 0.90291",GO,"0.09709, 0.90291",False,,,,,,,,0.41677,,,3.0
town7_003424.png,GO,"0.13899, 0.86101",GO,"0.13899, 0.86101",False,,,,,,,,0.46157,,,3.0
town7_003426.png,GO,"0.21742, 0.78258",GO,"0.21742, 0.78258",False,,,,,,,,0.43304,,,3.0
town7_003429.png,GO,"0.13556, 0.86444",GO,"0.13556, 0.86444",False,,,,,,,,0.42645,,,3.0
town7_003437.png,GO,"0.23555, 0.76445",GO,"0.23555, 0.76445",False,,,,,,,,0.4375,,,3.0
town7_003444.png,GO,"0.31354, 0.68646",STOP,"0.31354, 0.68646",True,,27.0,0.67042,437.24807,21.72352,0.97429,0.21249,0.50866,0.09375,9.20737,3.0
town7_003446.png,GO,"0.34834, 0.65166",STOP,"0.34834, 0.65166",True,,27.0,0.66313,395.72031,22.15692,0.97413,0.21887,0.45403,0.09375,8.15874,3.0
town7_003447.png,GO,"0.32274, 0.67726",STOP,"0.32274, 0.67726",True,,27.0,0.67749,428.84888,21.80776,0.97499,0.22499,0.4855,0.09375,9.32712,3.0
town7_003453.png,GO,"0.35109, 0.64891",STOP,"0.35109, 0.64891",True,,104.0,0.74013,187.55852,25.39944,0.99097,0.26427,0.34864,0.02344,5.41506,3.0
town7_003454.png,GO,"0.32587, 0.67413",STOP,"0.32587, 0.67413",True,,26.0,0.63,539.76826,20.80873,0.97175,0.17671,0.47143,0.09375,11.07142,3.0
town7_003457.png,GO,"0.36045, 0.63955",STOP,"0.36045, 0.63955",True,,27.0,0.69052,249.58997,24.15853,0.98816,0.22378,0.17239,0.02344,3.61294,3.0
town7_003459.png,GO,"0.49118, 0.50882",STOP,"0.49118, 0.50882",True,,2.0,0.67158,242.2893,24.28746,0.98636,0.21303,0.10624,0.02344,4.87541,3.0
town7_003460.png,GO,"0.33046, 0.66954",STOP,"0.33046, 0.66954",True,,7.0,0.57982,1152.59951,17.51402,0.95737,0.17413,0.4837,0.09375,15.04642,3.0
town7_003469.png,GO,"0.21937, 0.78063",GO,"0.21937, 0.78063",False,,,,,,,,0.40112,,,3.0
town7_003470.png,GO,"0.17943, 0.82057",GO,"0.17943, 0.82057",False,,,,,,,,0.47166,,,3.0
town7_003481.png,GO,"0.31408, 0.68592",STOP,"0.31408, 0.68592",True,,27.0,0.56316,638.39758,20.07989,0.96756,0.12723,0.54403,0.09375,11.05897,3.0
town7_003485.png,GO,"0.28447, 0.71553",GO,"0.28447, 0.71553",False,,,,,,,,0.52597,,,3.0
town7_003495.png,GO,"0.31573, 0.68427",GO,"0.31573, 0.68427",False,,,,,,,,0.51847,,,3.0
town7_003498.png,GO,"0.26484, 0.73516",GO,"0.26484, 0.73516",False,,,,,,,,0.49753,,,3.0
town7_003502.png,GO,"0.16071, 0.83929",STOP,"0.16071, 0.83929",True,,22.0,0.6563,756.58945,19.3422,0.95538,0.20483,0.53742,0.09375,13.45165,3.0
town7_003511.png,GO,"0.30761, 0.69239",GO,"0.30761, 0.69239",False,,,,,,,,0.51983,,,3.0
town7_003518.png,GO,"0.31933, 0.68067",STOP,"0.31933, 0.68067",True,,26.0,0.67184,707.63036,19.63274,0.9662,0.23012,0.5784,0.09375,12.38265,3.0
town7_003534.png,GO,"0.26728, 0.73272",GO,"0.26728, 0.73272",False,,,,,,,,0.45692,,,3.0
town7_003538.png,GO,"0.28028, 0.71972",GO,"0.28028, 0.71972",False,,,,,,,,0.53892,,,3.0
town7_003539.png,GO,"0.29793, 0.70207",GO,"0.29793, 0.70207",False,,,,,,,,0.56643,,,3.0
town7_003543.png,GO,"0.34087, 0.65913",GO,"0.34087, 0.65913",False,,,,,,,,0.4921,,,3.0
town7_003546.png,GO,"0.3426, 0.6574",STOP,"0.3426, 0.6574",True,,27.0,0.638,472.22609,21.3893,0.97354,0.20661,0.52845,0.09375,10.94479,3.0
town7_003549.png,GO,"0.42459, 0.57541",STOP,"0.42459, 0.57541",True,,56.0,0.7312,177.79982,25.63149,0.98531,0.25929,0.2383,0.02344,5.31436,3.0
town7_003553.png,GO,"0.295, 0.705",GO,"0.295, 0.705",False,,,,,,,,0.53542,,,3.0
town7_003556.png,GO,"0.31813, 0.68187",STOP,"0.31813, 0.68187",True,,27.0,0.70947,396.5282,22.14806,0.97732,0.27762,0.6158,0.09375,10.62021,3.0
town7_003570.png,GO,"0.30554, 0.69446",STOP,"0.30554, 0.69446",True,,27.0,0.62946,496.63721,21.17041,0.97504,0.19924,0.61681,0.09375,10.67442,3.0
town7_003573.png,GO,"0.29478, 0.70522",GO,"0.29478, 0.70522",False,,,,,,,,0.47545,,,3.0
town7_003574.png,GO,"0.28398, 0.71602",GO,"0.28398, 0.71602",False,,,,,,,,0.54008,,,3.0
town7_003583.png,GO,"0.28909, 0.71091",GO,"0.28909, 0.71091",False,,,,,,,,0.43804,,,3.0
town7_003590.png,GO,"0.19235, 0.80765",GO,"0.19235, 0.80765",False,,,,,,,,0.42987,,,3.0
town7_003599.png,GO,"0.31279, 0.68721",GO,"0.31279, 0.68721",False,,,,,,,,0.46853,,,3.0
town7_003605.png,GO,"0.24005, 0.75995",GO,"0.24005, 0.75995",False,,,,,,,,0.46249,,,3.0
town7_003608.png,GO,"0.34059, 0.65941",STOP,"0.34059, 0.65941",True,,17.0,0.59752,755.49289,19.3485,0.96178,0.14711,0.45124,0.09375,11.82576,3.0
town7_003609.png,GO,"0.33574, 0.66426",GO,"0.33574, 0.66426",False,,,,,,,,0.47361,,,3.0
town7_003612.png,GO,"0.2464, 0.7536",GO,"0.2464, 0.7536",False,,,,,,,,0.49497,,,3.0
town7_003616.png,GO,"0.19463, 0.80537",GO,"0.19463, 0.80537",False,,,,,,,,0.46874,,,3.0
town7_003620.png,GO,"0.24081, 0.75919",STOP,"0.24081, 0.75919",True,,17.0,0.71637,452.03979,21.57904,0.96552,0.2322,0.50234,0.09375,8.14422,3.0
town7_003621.png,GO,"0.24861, 0.75139",STOP,"0.24861, 0.75139",True,,27.0,0.692,481.62828,21.30368,0.97824,0.25158,0.4915,0.09375,11.30206,3.0
town7_003627.png,GO,"0.22101, 0.77899",GO,"0.22101, 0.77899",False,,,,,,,,0.44205,,,3.0
town7_003634.png,GO,"0.21786, 0.78214",STOP,"0.21786, 0.78214",True,,17.0,0.62104,675.77576,19.83278,0.96454,0.16536,0.46902,0.09375,12.88949,3.0
town7_003637.png,GO,"0.31001, 0.68999",STOP,"0.31001, 0.68999",True,,17.0,0.61255,609.54143,20.28077,0.96713,0.15916,0.45291,0.09375,12.55381,3.0
town7_003638.png,GO,"0.30444, 0.69556",STOP,"0.30444, 0.69556",True,,27.0,0.64302,515.18427,21.01118,0.97512,0.21182,0.4983,0.09375,10.46845,3.0
town7_003639.png,GO,"0.27725, 0.72275",GO,"0.27725, 0.72275",False,,,,,,,,0.44037,,,3.0
town7_003642.png,GO,"0.2654, 0.7346",GO,"0.2654, 0.7346",False,,,,,,,,0.44058,,,3.0
town7_003652.png,STOP,"0.84393, 0.15607",GO,"0.84393, 0.15607",True,,17.0,0.79938,113.00195,27.59994,0.99511,0.32614,0.13507,0.02344,3.94919,3.0
town7_003656.png,STOP,"0.75871, 0.24129",GO,"0.75871, 0.24129",True,,0.0,0.81805,113.31852,27.58779,0.99602,0.35831,0.09219,0.02344,4.11079,3.0
town7_003658.png,STOP,"0.72524, 0.27476",GO,"0.72524, 0.27476",True,,0.0,0.82172,112.41836,27.62243,0.99612,0.36326,0.09083,0.02344,4.19659,3.0
town7_003660.png,STOP,"0.7671, 0.2329",GO,"0.7671, 0.2329",True,,0.0,0.81995,107.76557,27.806,0.9962,0.35784,0.09195,0.02344,3.94058,3.0
town7_003663.png,STOP,"0.78678, 0.21322",GO,"0.78678, 0.21322",True,,0.0,0.81455,113.0662,27.59748,0.99603,0.35325,0.09005,0.02344,4.17689,3.0
town7_003666.png,GO,"0.46312, 0.53688",STOP,"0.46312, 0.53688",True,,1.0,0.81871,96.39062,28.29046,0.99624,0.35793,0.09393,0.02344,3.32168,3.0
town7_003668.png,GO,"0.20714, 0.79286",STOP,"0.20714, 0.79286",True,,92.0,0.79669,118.93346,27.37776,0.99495,0.30429,0.34833,0.02344,4.88937,3.0
town7_003670.png,GO,"0.14398, 0.85602",GO,"0.14398, 0.85602",False,,,,,,,,0.47126,,,3.0
town7_003678.png,GO,"0.08598, 0.91402",GO,"0.08598, 0.91402",False,,,,,,,,0.48884,,,3.0
town7_003679.png,GO,"0.1976, 0.8024",STOP,"0.1976, 0.8024",True,,27.0,0.63769,482.93539,21.29191,0.97252,0.19132,0.51612,0.09375,11.39861,3.0
town7_003681.png,GO,"0.30675, 0.69325",STOP,"0.30675, 0.69325",True,,76.0,0.7411,202.85948,25.05885,0.98884,0.2311,0.29054,0.02344,5.68648,3.0
town7_003684.png,GO,"0.19267, 0.80733",STOP,"0.19267, 0.80733",True,,17.0,0.61532,732.11862,19.48499,0.96286,0.13885,0.58424,0.09375,13.67634,3.0
town7_003687.png,GO,"0.25457, 0.74543",STOP,"0.25457, 0.74543",True,,82.0,0.64505,283.2025,23.60983,0.98781,0.14436,0.36199,0.02344,6.17973,3.0
town7_003701.png,GO,"0.2826, 0.7174",GO,"0.2826, 0.7174",False,,,,,,,,0.59334,,,3.0
town7_003702.png,GO,"0.31576, 0.68424",GO,"0.31576, 0.68424",False,,,,,,,,0.57119,,,3.0
town7_003704.png,GO,"0.3004, 0.6996",GO,"0.3004, 0.6996",False,,,,,,,,0.54393,,,3.0
town7_003710.png,GO,"0.42169, 0.57831",STOP,"0.42169, 0.57831",True,,55.0,0.69169,223.06932,24.64641,0.98243,0.23807,0.25904,0.02344,3.85506,3.0
town7_003713.png,GO,"0.46329, 0.53671",STOP,"0.46329, 0.53671",True,,12.0,0.66993,248.37562,24.17971,0.98168,0.23823,0.12855,0.02344,3.36445,3.0
town7_003719.png,STOP,"0.60212, 0.39788",GO,"0.60212, 0.39788",True,,0.0,0.67332,325.68211,23.00286,0.96831,0.22406,0.09705,0.02344,5.38122,3.0
town7_003727.png,GO,"0.31014, 0.68986",STOP,"0.31014, 0.68986",True,,81.0,0.61194,445.62112,21.64115,0.97149,0.18577,0.30531,0.02344,6.02333,3.0
town7_003737.png,GO,"0.32321, 0.67679",STOP,"0.32321, 0.67679",True,,102.0,0.6749,205.25096,25.00795,0.98723,0.19285,0.37961,0.02344,4.53994,3.0
town7_003740.png,GO,"0.32695, 0.67305",GO,"0.32695, 0.67305",False,,,,,,,,0.45527,,,3.0
town7_003745.png,GO,"0.2815, 0.71851",GO,"0.2815, 0.71851",False,,,,,,,,0.50179,,,3.0
town7_003747.png,GO,"0.27254, 0.72746",STOP,"0.27254, 0.72746",True,,11.0,0.60441,738.40484,19.44786,0.95861,0.13059,0.6189,0.09375,13.05692,3.0
town7_003748.png,GO,"0.25325, 0.74675",STOP,"0.25325, 0.74675",True,,11.0,0.58773,799.97445,19.10004,0.95336,0.11974,0.55058,0.09375,13.71361,3.0
town7_003750.png,GO,"0.27221, 0.72779",GO,"0.27221, 0.72779",False,,,,,,,,0.54167,,,3.0
town7_003761.png,GO,"0.28356, 0.71644",GO,"0.28356, 0.71644",False,,,,,,,,0.49941,,,3.0
town7_003765.png,STOP,"0.778, 0.222",GO,"0.778, 0.222",True,,13.0,0.79182,130.79643,26.96484,0.99227,0.29817,0.13812,0.02344,3.86222,3.0
town7_003766.png,STOP,"0.67438, 0.32562",GO,"0.67438, 0.32562",True,,1.0,0.8085,94.73214,28.36583,0.99462,0.32021,0.11436,0.02344,3.24829,3.0
town7_003770.png,GO,"0.34691, 0.65309",STOP,"0.34691, 0.65309",True,,5.0,0.62236,981.96604,18.20984,0.94736,0.16838,0.65115,0.09375,13.66548,3.0
town7_003776.png,GO,"0.2796, 0.7204",STOP,"0.2796, 0.7204",True,,16.0,0.58545,874.03938,18.71549,0.95512,0.14585,0.56956,0.09375,14.75804,3.0
town7_003783.png,GO,"0.21563, 0.78437",GO,"0.21563, 0.78437",False,,,,,,,,0.53432,,,3.0
town7_003798.png,GO,"0.30672, 0.69328",STOP,"0.30672, 0.69328",True,,17.0,0.60756,595.55458,20.38159,0.96566,0.13807,0.58917,0.09375,12.10693,3.0
town7_003803.png,GO,"0.28411, 0.71589",GO,"0.28411, 0.71589",False,,,,,,,,0.56755,,,3.0
town7_003809.png,GO,"0.31271, 0.68729",GO,"0.31271, 0.68729",False,,,,,,,,0.51568,,,3.0
town7_003814.png,GO,"0.32899, 0.67101",STOP,"0.32899, 0.67101",True,,10.0,0.59054,716.5668,19.57824,0.92799,0.12068,0.54223,0.09375,13.60597,3.0
town7_003825.png,GO,"0.17285, 0.82715",STOP,"0.17285, 0.82715",True,,22.0,0.64108,826.29547,18.95945,0.96025,0.16211,0.61647,0.09375,14.06363,3.0
town7_003831.png,GO,"0.30027, 0.69973",GO,"0.30027, 0.69973",False,,,,,,,,0.51559,,,3.0
town7_003832.png,GO,"0.31437, 0.68563",STOP,"0.31437, 0.68563",True,,82.0,0.67792,242.07323,24.29134,0.98825,0.18786,0.34025,0.02344,6.81045,3.0
town7_003848.png,GO,"0.29568, 0.70432",GO,"0.29568, 0.70432",False,,,,,,,,0.47645,,,3.0
town7_003851.png,GO,"0.35094, 0.64906",STOP,"0.35094, 0.64906",True,,37.0,0.76116,193.36034,25.26713,0.98991,0.2591,0.22278,0.02344,6.07092,3.0
town7_003857.png,GO,"0.35111, 0.64889",STOP,"0.35111, 0.64889",True,,55.0,0.74193,186.32336,25.42813,0.99109,0.23515,0.24419,0.02344,4.69376,3.0
town7_003870.png,GO,"0.40196, 0.59804",STOP,"0.40196, 0.59804",True,,54.0,0.72625,165.44445,25.94428,0.98983,0.23043,0.29223,0.02344,5.21179,3.0
town7_003872.png,GO,"0.4027, 0.5973",STOP,"0.4027, 0.5973",True,,22.0,0.72024,295.77594,23.42118,0.96349,0.24975,0.55993,0.09375,7.41954,3.0
town7_003873.png,GO,"0.3758, 0.6242",STOP,"0.3758, 0.6242",True,,54.0,0.748,164.69357,25.96404,0.98981,0.25174,0.22569,0.02344,5.25493,3.0
town7_003877.png,STOP,"0.79972, 0.20028",GO,"0.79972, 0.20028",True,,28.0,0.67616,345.07125,22.75172,0.97889,0.21032,0.17877,0.03125,6.2321,4.0
town7_003880.png,STOP,"0.8801, 0.1199",GO,"0.8801, 0.1199",True,,68.0,0.77796,153.97104,26.25641,0.98859,0.2642,0.25474,0.02344,4.86957,3.0
town7_003882.png,STOP,"0.84483, 0.15517",GO,"0.84483, 0.15517",True,,17.0,0.76643,149.82987,26.37482,0.99051,0.27699,0.18623,0.02344,4.20914,3.0
town7_003883.png,STOP,"0.85322, 0.14678",GO,"0.85322, 0.14678",True,,17.0,0.75963,163.85122,25.98631,0.98984,0.27103,0.16847,0.02344,4.65535,3.0
town7_003887.png,STOP,"0.81025, 0.18975",GO,"0.81025, 0.18975",True,,17.0,0.7572,168.10943,25.87488,0.98957,0.27261,0.14558,0.02344,4.50619,3.0
town7_003890.png,STOP,"0.85703, 0.14297",GO,"0.85703, 0.14297",True,,17.0,0.76201,165.56031,25.94124,0.99037,0.27407,0.14791,0.02344,4.2291,3.0
town7_003892.png,STOP,"0.81744, 0.18256",GO,"0.81744, 0.18256",True,,17.0,0.7591,163.69674,25.9904,0.99013,0.27536,0.12544,0.02344,4.27307,3.0
town7_003893.png,STOP,"0.83815, 0.16185",GO,"0.83815, 0.16185",True,,17.0,0.75486,173.98964,25.72557,0.98904,0.26791,0.22418,0.02344,4.4786,3.0
town7_003896.png,STOP,"0.82259, 0.17741",GO,"0.82259, 0.17741",True,,9.0,0.78158,127.01258,27.09234,0.99269,0.30288,0.11722,0.02344,3.38486,3.0
town7_003897.png,STOP,"0.72329, 0.27671",GO,"0.72329, 0.27671",True,,2.0,0.76816,139.43424,26.68711,0.99134,0.28907,0.10247,0.02344,3.37057,3.0
town7_003906.png,GO,"0.06231, 0.93769",GO,"0.06231, 0.93769",False,,,,,,,,0.49624,,,3.0
town7_003910.png,GO,"0.29702, 0.70298",GO,"0.29702, 0.70298",False,,,,,,,,0.50574,,,3.0
town7_003912.png,GO,"0.23783, 0.76217",GO,"0.23783, 0.76217",False,,,,,,,,0.57119,,,3.0
town7_003919.png,GO,"0.30815, 0.69185",STOP,"0.30815, 0.69185",True,,55.0,0.80478,121.27781,27.29299,0.99223,0.35467,0.29247,0.02344,3.95564,3.0
town7_003930.png,GO,"0.48944, 0.51056",STOP,"0.48944, 0.51056",True,,2.0,0.78757,119.70466,27.34969,0.99155,0.33013,0.11445,0.02344,3.10942,3.0
town7_003931.png,STOP,"0.58, 0.42",GO,"0.58, 0.42",True,,0.0,0.77996,134.91112,26.83033,0.99006,0.31571,0.09013,0.02344,2.85469,3.0
town7_003934.png,STOP,"0.8718, 0.1282",GO,"0.8718, 0.1282",True,,42.0,0.76511,207.82945,24.95373,0.98844,0.30498,0.24358,0.02344,6.62737,3.0
town7_003945.png,STOP,"0.79017, 0.20983",GO,"0.79017, 0.20983",True,,42.0,0.76037,165.05135,25.95461,0.99079,0.30339,0.21792,0.02344,5.71309,3.0
town7_003954.png,GO,"0.28859, 0.71141",STOP,"0.28859, 0.71141",True,,27.0,0.69197,506.55042,21.08458,0.96949,0.2766,0.63035,0.09375,9.71593,3.0
town7_003961.png,GO,"0.11733, 0.88267",GO,"0.11733, 0.88267",False,,,,,,,,0.57072,,,3.0
town7_003964.png,GO,"0.09309, 0.90691",GO,"0.09309, 0.90691",False,,,,,,,,0.47098,,,3.0
town7_003965.png,GO,"0.27436, 0.72564",GO,"0.27436, 0.72564",False,,,,,,,,0.44742,,,3.0
town7_003967.png,GO,"0.1795, 0.8205",STOP,"0.1795, 0.8205",True,,27.0,0.60662,590.70789,20.41708,0.96621,0.18597,0.54301,0.09375,11.39033,3.0
town7_003972.png,GO,"0.29804, 0.70196",STOP,"0.29804, 0.70196",True,,27.0,0.61048,442.70247,21.66968,0.97677,0.19962,0.57411,0.09375,9.13265,3.0
town7_003973.png,GO,"0.28839, 0.71161",STOP,"0.28839, 0.71161",True,,26.0,0.63424,462.90628,21.47587,0.97548,0.21415,0.59986,0.09375,10.3697,3.0
town7_003974.png,GO,"0.30777, 0.69223",STOP,"0.30777, 0.69223",True,,27.0,0.6181,433.96083,21.7563,0.97659,0.19694,0.5637,0.09375,9.26008,3.0
town7_003975.png,GO,"0.32815, 0.67185",STOP,"0.32815, 0.67185",True,,26.0,0.62827,519.02125,20.97895,0.97242,0.20966,0.57498,0.09375,10.53243,3.0
town7_003976.png,GO,"0.31554, 0.68446",STOP,"0.31554, 0.68446",True,,27.0,0.624,445.31099,21.64417,0.97611,0.19234,0.55383,0.09375,9.7883,3.0
town7_003986.png,GO,"0.46903, 0.53097",STOP,"0.46903, 0.53097",True,,3.0,0.67891,227.28805,24.56504,0.98761,0.2001,0.10991,0.02344,4.72493,3.0
town7_003989.png,GO,"0.26368, 0.73632",STOP,"0.26368, 0.73632",True,,22.0,0.66971,461.85693,21.48573,0.96032,0.1895,0.53264,0.09375,10.11392,3.0
town7_003996.png,GO,"0.32728, 0.67272",STOP,"0.32728, 0.67272",True,,50.0,0.64411,211.38526,24.88006,0.9882,0.21189,0.23214,0.02344,4.39458,3.0
town7_004002.png,GO,"0.33044, 0.66956",STOP,"0.33044, 0.66956",True,,26.0,0.56674,618.97263,20.21409,0.96309,0.19096,0.57188,0.09375,9.93775,3.0
town7_004006.png,STOP,"0.52317, 0.47683",GO,"0.52317, 0.47683",True,,1.0,0.6442,255.26198,24.06094,0.98543,0.2336,0.09608,0.02344,3.37208,3.0
town7_004008.png,GO,"0.35651, 0.64349",STOP,"0.35651, 0.64349",True,,41.0,0.63193,279.30573,23.67001,0.98386,0.19998,0.22609,0.02344,4.24916,3.0
town7_004010.png,GO,"0.46806, 0.53194",STOP,"0.46806, 0.53194",True,,37.0,0.64571,274.0043,23.75323,0.97915,0.22482,0.20654,0.02344,3.99726,3.0
town7_004013.png,GO,"0.35489, 0.64511",STOP,"0.35489, 0.64511",True,,26.0,0.54517,708.39393,19.62806,0.95503,0.18214,0.58549,0.09375,11.47376,3.0
town7_004014.png,GO,"0.36577, 0.63423",STOP,"0.36577, 0.63423",True,,26.0,0.57508,652.57922,19.98447,0.96026,0.19029,0.62286,0.09375,10.78871,3.0
