Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Objects Detected,Time Taken (s)
town7_002476.png,GO,"0.28506, 0.71494",GO,"0.29921, 0.70079",False,"(52, 11, 58, 15)","(52, 11, 58, 15)",,,,,,kite,0.06445
town7_002483.png,GO,"0.11805, 0.88195",GO,"0.12661, 0.87339",False,"(25, 3, 29, 11)","(25, 3, 29, 11)",,,,,,airplane,0.04884
town7_002485.png,GO,"0.07407, 0.92593",GO,"0.07407, 0.92593",False,,,,,,,,,0.05539
town7_002488.png,GO,"0.29943, 0.70057",GO,"0.29943, 0.70057",False,,,,,,,,,0.02885
town7_002494.png,GO,"0.26691, 0.73309",GO,"0.26691, 0.73309",False,,,,,,,,,0.06805
town7_002499.png,GO,"0.22485, 0.77515",GO,"0.22485, 0.77515",False,,,,,,,,,0.07382
town7_002505.png,GO,"0.25825, 0.74175",GO,"0.25825, 0.74175",False,,,,,,,,,0.06508
town7_002510.png,GO,"0.28652, 0.71348",GO,"0.28652, 0.71348",False,,,,,,,,,0.06655
town7_002511.png,GO,"0.41974, 0.58026",GO,"0.41974, 0.58026",False,,,,,,,,,0.07079
town7_002519.png,STOP,"0.97375, 0.02625",STOP,"0.96392, 0.03608",False,"(36, 5, 39, 12)","(36, 5, 39, 12)",,,,,,traffic light,0.03121
town7_002521.png,STOP,"0.976, 0.024",STOP,"0.96347, 0.03653",False,"(97, 0, 103, 3)","(97, 0, 103, 3)",,,,,,traffic light,0.06875
town7_002523.png,STOP,"0.96775, 0.03225",STOP,"0.96965, 0.03035",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.0862
town7_002526.png,STOP,"0.96945, 0.03055",STOP,"0.9744, 0.0256",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.05497
town7_002529.png,STOP,"0.96354, 0.03646",STOP,"0.96734, 0.03266",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06103
town7_002530.png,STOP,"0.9746, 0.0254",STOP,"0.97428, 0.02572",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.0915
town7_002538.png,STOP,"0.97323, 0.02677",STOP,"0.97323, 0.02677",False,,,,,,,,,0.08607
town7_002550.png,STOP,"0.97505, 0.02495",STOP,"0.97505, 0.02495",False,,,,,,,,,0.06521
town7_002551.png,STOP,"0.97412, 0.02588",STOP,"0.97137, 0.02863",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07308
town7_002553.png,STOP,"0.97287, 0.02713",STOP,"0.96519, 0.03481",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08071
town7_002563.png,STOP,"0.97739, 0.02261",STOP,"0.97561, 0.02439",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06758
town7_002571.png,STOP,"0.97659, 0.02341",STOP,"0.96758, 0.03242",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.09358
town7_002573.png,STOP,"0.97456, 0.02544",STOP,"0.97544, 0.02456",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08578
town7_002576.png,STOP,"0.97355, 0.02645",STOP,"0.97529, 0.02471",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08113
town7_002579.png,STOP,"0.97813, 0.02187",STOP,"0.97529, 0.02471",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.0776
town7_002582.png,STOP,"0.97999, 0.02001",STOP,"0.96897, 0.03103",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07932
town7_002583.png,STOP,"0.97982, 0.02018",STOP,"0.97939, 0.02061",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.10247
town7_002585.png,STOP,"0.9767, 0.0233",STOP,"0.98034, 0.01966",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.08951
town7_002586.png,STOP,"0.98058, 0.01942",STOP,"0.97544, 0.02456",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08362
town7_002589.png,STOP,"0.97475, 0.02525",STOP,"0.97306, 0.02694",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.1094
town7_002593.png,STOP,"0.97652, 0.02348",STOP,"0.98177, 0.01823",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07172
town7_002596.png,STOP,"0.97655, 0.02345",STOP,"0.97348, 0.02652",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07008
town7_002600.png,STOP,"0.97612, 0.02388",STOP,"0.97438, 0.02562",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06839
town7_002604.png,STOP,"0.97777, 0.02223",STOP,"0.9643, 0.0357",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07555
town7_002607.png,STOP,"0.97822, 0.02178",STOP,"0.9832, 0.0168",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08751
town7_002611.png,STOP,"0.97674, 0.02326",STOP,"0.97704, 0.02296",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06264
town7_002622.png,STOP,"0.98101, 0.01899",STOP,"0.9776, 0.0224",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.06573
town7_002623.png,STOP,"0.97528, 0.02472",STOP,"0.97743, 0.02257",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07163
town7_002625.png,STOP,"0.96851, 0.03149",STOP,"0.97906, 0.02094",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06245
town7_002626.png,STOP,"0.97844, 0.02156",STOP,"0.9786, 0.0214",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.05719
town7_002627.png,STOP,"0.97616, 0.02384",STOP,"0.97553, 0.02447",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.09407
town7_002630.png,STOP,"0.97559, 0.02441",STOP,"0.97623, 0.02377",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.08923
town7_002634.png,STOP,"0.97483, 0.02517",STOP,"0.97391, 0.02609",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.08437
town7_002635.png,STOP,"0.98112, 0.01888",STOP,"0.97763, 0.02237",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.08345
town7_002639.png,STOP,"0.9777, 0.0223",STOP,"0.96827, 0.03173",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.10621
town7_002646.png,STOP,"0.9736, 0.0264",STOP,"0.9749, 0.0251",False,"(35, 5, 38, 12)","(35, 5, 38, 12)",,,,,,traffic light,0.11826
town7_002654.png,STOP,"0.98046, 0.01954",STOP,"0.96992, 0.03008",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06505
town7_002656.png,STOP,"0.97822, 0.02178",STOP,"0.97334, 0.02666",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.07606
town7_002671.png,STOP,"0.97954, 0.02046",STOP,"0.9725, 0.0275",False,"(34, 5, 38, 12)","(34, 5, 38, 12)",,,,,,traffic light,0.06575
town7_002676.png,STOP,"0.965, 0.035",STOP,"0.965, 0.035",False,,,,,,,,,0.06138
town7_002684.png,GO,"0.27124, 0.72876",GO,"0.27124, 0.72876",False,,,,,,,,,0.07122
town7_002686.png,GO,"0.20962, 0.79038",GO,"0.20962, 0.79038",False,,,,,,,,,0.05912
town7_002690.png,GO,"0.0593, 0.9407",GO,"0.0593, 0.9407",False,,,,,,,,,0.04395
town7_002692.png,GO,"0.09103, 0.90897",GO,"0.09103, 0.90897",False,,,,,,,,,0.03859
town7_002694.png,GO,"0.08441, 0.91559",GO,"0.08441, 0.91559",False,,,,,,,,,0.03438
town7_002702.png,GO,"0.17753, 0.82247",GO,"0.17753, 0.82247",False,,,,,,,,,0.02853
town7_002708.png,GO,"0.12923, 0.87077",GO,"0.12923, 0.87077",False,,,,,,,,,0.05895
town7_002728.png,STOP,"0.78223, 0.21777",STOP,"0.74846, 0.25154",False,"(59, 6, 62, 13)","(59, 6, 62, 13)",,,,,,traffic light,0.07547
town7_002731.png,STOP,"0.78362, 0.21638",STOP,"0.73489, 0.26511",False,"(59, 6, 62, 13)","(59, 6, 62, 13)",,,,,,traffic light,0.0655
town7_002736.png,STOP,"0.76067, 0.23933",STOP,"0.73001, 0.26999",False,"(59, 6, 62, 13)","(59, 6, 62, 13)",,,,,,traffic light,0.07324
town7_002746.png,STOP,"0.72463, 0.27537",STOP,"0.61368, 0.38632",False,"(56, 4, 60, 11)","(56, 4, 60, 11)",,,,,,traffic light,0.07485
town7_002748.png,GO,"0.34076, 0.65924",GO,"0.34076, 0.65924",False,,,,,,,,,0.05058
town7_002753.png,GO,"0.21218, 0.78782",GO,"0.21218, 0.78782",False,,,,,,,,,0.11578
town7_002764.png,GO,"0.3223, 0.6777",GO,"0.3223, 0.6777",False,,,,,,,,,0.07067
town7_002769.png,GO,"0.2443, 0.7557",GO,"0.2443, 0.7557",False,,,,,,,,,0.02417
town7_002770.png,GO,"0.21882, 0.78118",GO,"0.21882, 0.78118",False,,,,,,,,,0.02216
town7_002773.png,GO,"0.29248, 0.70752",GO,"0.29248, 0.70752",False,,,,,,,,,0.06517
town7_002784.png,GO,"0.28689, 0.71311",GO,"0.28689, 0.71311",False,,,,,,,,,0.03852
town7_002787.png,GO,"0.32503, 0.67497",GO,"0.32503, 0.67497",False,,,,,,,,,0.06676
town7_002788.png,GO,"0.33402, 0.66598",GO,"0.33402, 0.66598",False,,,,,,,,,0.08912
town7_002794.png,GO,"0.33212, 0.66788",GO,"0.33212, 0.66788",False,,,,,,,,,0.06245
town7_002798.png,GO,"0.44725, 0.55275",GO,"0.44725, 0.55275",False,,,,,,,,,0.06815
town7_002801.png,STOP,"0.77293, 0.22707",STOP,"0.77293, 0.22707",False,,,,,,,,,0.05681
town7_002802.png,STOP,"0.76769, 0.23231",STOP,"0.76769, 0.23231",False,,,,,,,,,0.06927
town7_002806.png,STOP,"0.58327, 0.41673",STOP,"0.58327, 0.41673",False,,,,,,,,,0.06965
town7_002814.png,STOP,"0.71632, 0.28368",STOP,"0.71632, 0.28368",False,,,,,,,,,0.06427
town7_002819.png,GO,"0.36478, 0.63522",GO,"0.36478, 0.63522",False,,,,,,,,,0.06681
town7_002824.png,GO,"0.25166, 0.74834",GO,"0.25166, 0.74834",False,,,,,,,,,0.0647
town7_002825.png,GO,"0.24681, 0.75319",GO,"0.24681, 0.75319",False,,,,,,,,,0.05893
town7_002834.png,GO,"0.21101, 0.78899",GO,"0.21101, 0.78899",False,,,,,,,,,0.04202
town7_002836.png,GO,"0.26228, 0.73772",GO,"0.26228, 0.73772",False,,,,,,,,,0.05655
town7_002846.png,GO,"0.26671, 0.73329",GO,"0.26671, 0.73329",False,,,,,,,,,0.08274
town7_002854.png,GO,"0.2828, 0.7172",GO,"0.2828, 0.7172",False,,,,,,,,,0.04068
town7_002856.png,STOP,"0.70646, 0.29354",STOP,"0.70646, 0.29354",False,,,,,,,,,0.05185
town7_002862.png,STOP,"0.82389, 0.17611",STOP,"0.82389, 0.17611",False,,,,,,,,,0.0502
town7_002865.png,STOP,"0.77133, 0.22867",STOP,"0.56876, 0.43124",False,"(108, 16, 111, 21)","(108, 16, 111, 21)",,,,,,traffic light,0.05562
town7_002867.png,STOP,"0.79807, 0.20193",STOP,"0.67861, 0.32139",False,"(108, 16, 111, 21)","(108, 16, 111, 21)",,,,,,traffic light,0.06433
town7_002872.png,STOP,"0.82074, 0.17926",STOP,"0.82074, 0.17926",False,,,,,,,,,0.07107
town7_002874.png,STOP,"0.84074, 0.15926",STOP,"0.84074, 0.15926",False,,,,,,,,,0.10506
town7_002878.png,STOP,"0.83913, 0.16087",STOP,"0.83913, 0.16087",False,,,,,,,,,0.07655
town7_002882.png,STOP,"0.81086, 0.18914",STOP,"0.81086, 0.18914",False,,,,,,,,,0.07466
town7_002890.png,GO,"0.18, 0.82",GO,"0.18398, 0.81602",False,"(28, 13, 31, 18)","(28, 13, 31, 18)",,,,,,traffic light,0.0711
town7_002892.png,GO,"0.16797, 0.83203",GO,"0.16174, 0.83826",False,"(14, 6, 17, 12)","(14, 6, 17, 12)",,,,,,traffic light,0.08299
town7_002899.png,GO,"0.24584, 0.75416",GO,"0.24584, 0.75416",False,,,,,,,,,0.07075
town7_002909.png,GO,"0.26226, 0.73774",GO,"0.26226, 0.73774",False,,,,,,,,,0.06567
town7_002913.png,GO,"0.28613, 0.71387",GO,"0.28613, 0.71387",False,,,,,,,,,0.08049
town7_002915.png,GO,"0.20904, 0.79096",GO,"0.20904, 0.79096",False,,,,,,,,,0.06
town7_002917.png,GO,"0.25178, 0.74822",GO,"0.25178, 0.74822",False,,,,,,,,,0.07519
town7_002926.png,GO,"0.32102, 0.67898",GO,"0.32102, 0.67898",False,,,,,,,,,0.03799
town7_002929.png,GO,"0.21638, 0.78362",GO,"0.21638, 0.78362",False,,,,,,,,,0.04205
town7_002942.png,STOP,"0.93294, 0.06706",STOP,"0.93294, 0.06706",False,,,,,,,,,0.08091
town7_002951.png,STOP,"0.9427, 0.0573",STOP,"0.9427, 0.0573",False,,,,,,,,,0.06181
town7_002952.png,STOP,"0.95486, 0.04514",STOP,"0.92354, 0.07646",False,"(130, 0, 135, 4)","(130, 0, 135, 4)",,,,,,traffic light,0.08565
town7_002956.png,STOP,"0.95622, 0.04378",STOP,"0.94801, 0.05199",False,"(130, 0, 134, 4)","(130, 0, 134, 4)",,,,,,traffic light,0.06911
town7_002959.png,STOP,"0.95714, 0.04286",STOP,"0.94831, 0.05169",False,"(130, 0, 135, 4)","(130, 0, 135, 4)",,,,,,traffic light,0.09912
town7_002962.png,STOP,"0.94789, 0.05211",STOP,"0.94354, 0.05646",False,"(131, 0, 134, 4)","(131, 0, 134, 4)",,,,,,traffic light,0.11281
town7_002969.png,STOP,"0.96018, 0.03982",STOP,"0.93947, 0.06053",False,"(131, 0, 134, 4)","(131, 0, 134, 4)",,,,,,traffic light,0.09883
town7_002973.png,STOP,"0.96109, 0.03891",STOP,"0.93562, 0.06438",False,"(130, 0, 134, 4)","(130, 0, 134, 4)",,,,,,traffic light,0.08364
town7_002984.png,STOP,"0.95584, 0.04416",STOP,"0.94256, 0.05744",False,"(131, 0, 134, 4)","(131, 0, 134, 4)",,,,,,traffic light,0.10351
town7_002991.png,STOP,"0.94827, 0.05173",STOP,"0.95102, 0.04898",False,"(131, 0, 134, 4)","(131, 0, 134, 4)",,,,,,traffic light,0.09101
town7_002994.png,STOP,"0.95704, 0.04296",STOP,"0.92983, 0.07017",False,"(130, 0, 134, 4)","(130, 0, 134, 4)",,,,,,traffic light,0.09099
town7_002999.png,STOP,"0.96284, 0.03716",STOP,"0.96284, 0.03716",False,,,,,,,,,0.09782
town7_003008.png,STOP,"0.95097, 0.04903",STOP,"0.95097, 0.04903",False,,,,,,,,,0.10323
town7_003009.png,STOP,"0.95269, 0.04731",STOP,"0.95269, 0.04731",False,,,,,,,,,0.08832
town7_003030.png,STOP,"0.94425, 0.05575",STOP,"0.94425, 0.05575",False,,,,,,,,,0.09567
town7_003045.png,STOP,"0.95149, 0.04851",STOP,"0.95149, 0.04851",False,,,,,,,,,0.04782
town7_003046.png,STOP,"0.95084, 0.04916",STOP,"0.95084, 0.04916",False,,,,,,,,,0.06501
town7_003050.png,STOP,"0.95889, 0.04111",STOP,"0.95889, 0.04111",False,,,,,,,,,0.03681
town7_003058.png,STOP,"0.95009, 0.04991",STOP,"0.95009, 0.04991",False,,,,,,,,,0.08282
town7_003068.png,STOP,"0.94665, 0.05335",STOP,"0.94665, 0.05335",False,,,,,,,,,0.06093
town7_003082.png,STOP,"0.94731, 0.05269",STOP,"0.94731, 0.05269",False,,,,,,,,,0.08419
town7_003083.png,STOP,"0.95879, 0.04121",STOP,"0.95879, 0.04121",False,,,,,,,,,0.08315
town7_003084.png,STOP,"0.94495, 0.05505",STOP,"0.94495, 0.05505",False,,,,,,,,,0.11676
town7_003085.png,STOP,"0.95518, 0.04482",STOP,"0.95518, 0.04482",False,,,,,,,,,0.06813
town7_003094.png,STOP,"0.5919, 0.4081",STOP,"0.5919, 0.4081",False,,,,,,,,,0.08985
town7_003096.png,GO,"0.39191, 0.60809",GO,"0.39191, 0.60809",False,,,,,,,,,0.10438
town7_003102.png,GO,"0.08019, 0.91981",GO,"0.06049, 0.93951",False,"(101, 4, 105, 10)","(101, 4, 105, 10)",,,,,,traffic light,0.11001
town7_003105.png,GO,"0.02999, 0.97001",GO,"0.02999, 0.97001",False,,,,,,,,,0.09348
town7_003109.png,GO,"0.11709, 0.88291",GO,"0.11709, 0.88291",False,,,,,,,,,0.08242
town7_003111.png,GO,"0.06256, 0.93744",GO,"0.06256, 0.93744",False,,,,,,,,,0.07854
town7_003113.png,GO,"0.05173, 0.94827",GO,"0.05173, 0.94827",False,,,,,,,,,0.07184
town7_003114.png,GO,"0.1076, 0.8924",GO,"0.1076, 0.8924",False,,,,,,,,,0.09297
town7_003118.png,GO,"0.0646, 0.9354",GO,"0.0646, 0.9354",False,,,,,,,,,0.06232
town7_003122.png,GO,"0.0953, 0.9047",GO,"0.0953, 0.9047",False,,,,,,,,,0.086
town7_003137.png,GO,"0.05375, 0.94625",GO,"0.05375, 0.94625",False,,,,,,,,,0.08931
town7_003146.png,GO,"0.07786, 0.92214",GO,"0.07786, 0.92214",False,,,,,,,,,0.02326
town7_003156.png,GO,"0.08149, 0.91851",GO,"0.08149, 0.91851",False,,,,,,,,,0.06484
town7_003158.png,GO,"0.03875, 0.96125",GO,"0.03875, 0.96125",False,,,,,,,,,0.04026
town7_003162.png,GO,"0.01097, 0.98903",GO,"0.01097, 0.98903",False,,,,,,,,,0.03037
town7_003163.png,GO,"0.02355, 0.97645",GO,"0.02355, 0.97645",False,,,,,,,,,0.04615
town7_003170.png,GO,"0.04867, 0.95133",GO,"0.04867, 0.95133",False,,,,,,,,,0.0534
town7_003181.png,GO,"0.04816, 0.95184",GO,"0.04816, 0.95184",False,,,,,,,,,0.07564
town7_003197.png,GO,"0.20064, 0.79936",GO,"0.20064, 0.79936",False,,,,,,,,,0.05836
town7_003204.png,GO,"0.17584, 0.82416",GO,"0.17584, 0.82416",False,,,,,,,,,0.06653
town7_003208.png,GO,"0.25999, 0.74001",GO,"0.25999, 0.74001",False,,,,,,,,,0.07555
town7_003215.png,GO,"0.2907, 0.7093",GO,"0.31079, 0.68921",False,"(99, 39, 160, 79)","(99, 39, 160, 79)",,,,,,broccoli,0.10054
town7_003216.png,GO,"0.27235, 0.72765",GO,"0.27235, 0.72765",False,,,,,,,,,0.08875
town7_003222.png,GO,"0.30739, 0.69261",GO,"0.30739, 0.69261",False,,,,,,,,,0.10577
town7_003223.png,GO,"0.28651, 0.71349",GO,"0.28651, 0.71349",False,,,,,,,,,0.10054
town7_003227.png,GO,"0.2958, 0.7042",GO,"0.2958, 0.7042",False,,,,,,,,,0.0902
town7_003236.png,STOP,"0.97954, 0.02046",STOP,"0.97954, 0.02046",False,,,,,,,,,0.07623
town7_003247.png,STOP,"0.95972, 0.04028",STOP,"0.95972, 0.04028",False,,,,,,,,,0.09417
town7_003257.png,STOP,"0.96119, 0.03881",STOP,"0.96119, 0.03881",False,,,,,,,,,0.07675
town7_003258.png,STOP,"0.95451, 0.04549",STOP,"0.95451, 0.04549",False,,,,,,,,,0.06283
town7_003259.png,STOP,"0.96548, 0.03452",STOP,"0.96548, 0.03452",False,,,,,,,,,0.07394
town7_003263.png,STOP,"0.95193, 0.04807",STOP,"0.95193, 0.04807",False,,,,,,,,,0.09958
town7_003264.png,STOP,"0.95985, 0.04015",STOP,"0.95985, 0.04015",False,,,,,,,,,0.09099
town7_003267.png,STOP,"0.95159, 0.04841",STOP,"0.95159, 0.04841",False,,,,,,,,,0.08293
town7_003289.png,STOP,"0.95592, 0.04408",STOP,"0.95592, 0.04408",False,,,,,,,,,0.06188
town7_003290.png,STOP,"0.94952, 0.05048",STOP,"0.94952, 0.05048",False,,,,,,,,,0.0795
town7_003291.png,STOP,"0.96001, 0.03999",STOP,"0.96001, 0.03999",False,,,,,,,,,0.07113
town7_003315.png,GO,"0.16214, 0.83786",GO,"0.16214, 0.83786",False,,,,,,,,,0.05998
town7_003320.png,GO,"0.03983, 0.96017",GO,"0.03983, 0.96017",False,,,,,,,,,0.04846
town7_003323.png,GO,"0.09579, 0.90421",GO,"0.09579, 0.90421",False,,,,,,,,,0.06435
town7_003326.png,GO,"0.21471, 0.78529",GO,"0.21471, 0.78529",False,,,,,,,,,0.06672
town7_003328.png,GO,"0.23462, 0.76538",GO,"0.23462, 0.76538",False,,,,,,,,,0.05878
town7_003329.png,GO,"0.3066, 0.6934",GO,"0.3066, 0.6934",False,,,,,,,,,0.0796
town7_003334.png,GO,"0.21582, 0.78418",GO,"0.21582, 0.78418",False,,,,,,,,,0.05145
town7_003335.png,GO,"0.15332, 0.84668",GO,"0.15332, 0.84668",False,,,,,,,,,0.03055
town7_003339.png,GO,"0.06965, 0.93035",GO,"0.06965, 0.93035",False,,,,,,,,,0.04577
town7_003340.png,GO,"0.05222, 0.94778",GO,"0.05222, 0.94778",False,,,,,,,,,0.09011
town7_003344.png,GO,"0.05189, 0.94811",GO,"0.05189, 0.94811",False,,,,,,,,,0.04561
town7_003349.png,GO,"0.05296, 0.94704",GO,"0.05296, 0.94704",False,,,,,,,,,0.05966
town7_003352.png,GO,"0.05615, 0.94385",GO,"0.05615, 0.94385",False,,,,,,,,,0.02021
town7_003356.png,GO,"0.06445, 0.93555",GO,"0.06445, 0.93555",False,,,,,,,,,0.09211
town7_003361.png,GO,"0.05533, 0.94467",GO,"0.05533, 0.94467",False,,,,,,,,,0.07668
town7_003362.png,GO,"0.04002, 0.95998",GO,"0.04002, 0.95998",False,,,,,,,,,0.07057
town7_003371.png,GO,"0.04722, 0.95278",GO,"0.04722, 0.95278",False,,,,,,,,,0.06949
town7_003372.png,GO,"0.05625, 0.94375",GO,"0.05625, 0.94375",False,,,,,,,,,0.07847
town7_003376.png,GO,"0.04417, 0.95583",GO,"0.04417, 0.95583",False,,,,,,,,,0.03386
town7_003378.png,GO,"0.08767, 0.91233",GO,"0.08767, 0.91233",False,,,,,,,,,0.07192
town7_003379.png,GO,"0.05513, 0.94487",GO,"0.05513, 0.94487",False,,,,,,,,,0.07418
town7_003381.png,GO,"0.03709, 0.96291",GO,"0.03709, 0.96291",False,,,,,,,,,0.07154
town7_003397.png,GO,"0.15111, 0.84889",GO,"0.15111, 0.84889",False,,,,,,,,,0.07612
town7_003402.png,GO,"0.16351, 0.83649",GO,"0.16351, 0.83649",False,,,,,,,,,0.0844
town7_003410.png,GO,"0.17576, 0.82424",GO,"0.17576, 0.82424",False,,,,,,,,,0.06925
town7_003419.png,GO,"0.09722, 0.90278",GO,"0.09722, 0.90278",False,,,,,,,,,0.07497
town7_003424.png,GO,"0.14661, 0.85339",GO,"0.14661, 0.85339",False,,,,,,,,,0.08762
town7_003426.png,GO,"0.22345, 0.77655",GO,"0.22345, 0.77655",False,,,,,,,,,0.06321
town7_003429.png,GO,"0.13971, 0.86029",GO,"0.13971, 0.86029",False,,,,,,,,,0.06679
town7_003437.png,GO,"0.23748, 0.76252",GO,"0.23748, 0.76252",False,,,,,,,,,0.0854
town7_003444.png,GO,"0.32411, 0.67589",GO,"0.32411, 0.67589",False,,,,,,,,,0.05804
town7_003446.png,GO,"0.34868, 0.65132",GO,"0.34868, 0.65132",False,,,,,,,,,0.08658
town7_003447.png,GO,"0.32431, 0.67569",GO,"0.32431, 0.67569",False,,,,,,,,,0.0586
town7_003453.png,GO,"0.35975, 0.64025",GO,"0.35975, 0.64025",False,,,,,,,,,0.09768
town7_003454.png,GO,"0.32115, 0.67885",GO,"0.32115, 0.67885",False,,,,,,,,,0.08072
town7_003457.png,GO,"0.34766, 0.65234",GO,"0.34766, 0.65234",False,,,,,,,,,0.0624
town7_003459.png,GO,"0.46088, 0.53912",GO,"0.46088, 0.53912",False,,,,,,,,,0.03669
town7_003460.png,GO,"0.34167, 0.65833",STOP,"0.75319, 0.24681",True,"(134, 0, 159, 29)","(134, 0, 159, 29)",0.54211,1604.77964,16.07665,0.93308,0.14338,stop sign,0.4306
town7_003469.png,GO,"0.2086, 0.7914",GO,"0.2086, 0.7914",False,,,,,,,,,0.05821
town7_003470.png,GO,"0.18034, 0.81966",GO,"0.18034, 0.81966",False,,,,,,,,,0.04883
town7_003481.png,GO,"0.32505, 0.67495",GO,"0.32505, 0.67495",False,,,,,,,,,0.02934
town7_003485.png,GO,"0.28758, 0.71242",GO,"0.28758, 0.71242",False,,,,,,,,,0.0505
town7_003495.png,GO,"0.30959, 0.69041",GO,"0.30959, 0.69041",False,,,,,,,,,0.07049
town7_003498.png,GO,"0.2579, 0.7421",GO,"0.2579, 0.7421",False,,,,,,,,,0.07407
town7_003502.png,GO,"0.15144, 0.84856",GO,"0.07732, 0.92268",False,"(96, 19, 116, 41)","(96, 19, 116, 41)",,,,,,truck,0.06789
town7_003511.png,GO,"0.3096, 0.6904",GO,"0.26693, 0.73307",False,"(99, 42, 142, 55)","(99, 42, 142, 55)",,,,,,car,0.0519
town7_003518.png,GO,"0.31197, 0.68803",GO,"0.32562, 0.67438",False,"(111, 11, 160, 44)","(111, 11, 160, 44)",,,,,,train,0.07392
town7_003534.png,GO,"0.27572, 0.72428",GO,"0.27572, 0.72428",False,,,,,,,,,0.03453
town7_003538.png,GO,"0.28655, 0.71345",GO,"0.28655, 0.71345",False,,,,,,,,,0.04631
town7_003539.png,GO,"0.30483, 0.69517",GO,"0.30483, 0.69517",False,,,,,,,,,0.04305
town7_003543.png,GO,"0.33883, 0.66117",GO,"0.33883, 0.66117",False,,,,,,,,,0.0381
town7_003546.png,GO,"0.34257, 0.65743",GO,"0.34257, 0.65743",False,,,,,,,,,0.05794
town7_003553.png,GO,"0.33522, 0.66478",GO,"0.33522, 0.66478",False,,,,,,,,,0.04764
town7_003556.png,GO,"0.31101, 0.68899",GO,"0.31101, 0.68899",False,,,,,,,,,0.12856
town7_003570.png,GO,"0.30979, 0.69021",GO,"0.27479, 0.72521",False,"(135, 0, 156, 43)","(135, 0, 156, 43)",,,,,,bottle,0.1299
town7_003573.png,GO,"0.29077, 0.70923",GO,"0.29077, 0.70923",False,,,,,,,,,0.07018
town7_003574.png,GO,"0.28409, 0.71591",GO,"0.28409, 0.71591",False,,,,,,,,,0.08482
town7_003583.png,GO,"0.27988, 0.72012",GO,"0.27988, 0.72012",False,,,,,,,,,0.08932
town7_003590.png,GO,"0.19003, 0.80997",GO,"0.19003, 0.80997",False,,,,,,,,,0.09132
town7_003599.png,GO,"0.31918, 0.68082",GO,"0.31918, 0.68082",False,,,,,,,,,0.11731
town7_003605.png,GO,"0.23399, 0.76601",GO,"0.22364, 0.77636",False,"(81, 9, 86, 13)","(81, 9, 86, 13)",,,,,,bird,0.10759
town7_003608.png,GO,"0.33104, 0.66896",GO,"0.32447, 0.67553",False,"(55, 29, 67, 42)","(55, 29, 67, 42)",,,,,,cow,0.09694
town7_003609.png,GO,"0.33431, 0.66569",GO,"0.33431, 0.66569",False,,,,,,,,,0.0515
