Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Objects Detected,Time Taken (s),Sparsity,Proximity
town7_002009.png,LEFT,"0.00022, 0.01017, 4e-05, 0.98957",LEFT,"0.00022, 0.01017, 4e-05, 0.98957",False,,,,,,,,,0.00948,,
town7_002011.png,LEFT,"6e-05, 0.01417, 0.00028, 0.98549",LEFT,"6e-05, 0.01417, 0.00028, 0.98549",False,,,,,,,,,0.00885,,
town7_002020.png,RIGHT,"1e-05, 0.0521, 0.94765, 0.00024",RIGHT,"1e-05, 0.0521, 0.94765, 0.00024",False,,,,,,,,,0.0094,,
town7_002023.png,RIGHT,"0.0, 0.00394, 0.99605, 1e-05",RIGHT,"0.0, 0.00394, 0.99605, 1e-05",False,,,,,,,,,0.00955,,
town7_002031.png,GO,"0.00042, 0.95686, 0.00804, 0.03468",GO,"0.00042, 0.95686, 0.00804, 0.03468",False,,,,,,,,,0.00944,,
town7_002033.png,GO,"8e-05, 0.55985, 0.39204, 0.04803",GO,"8e-05, 0.55985, 0.39204, 0.04803",False,,,,,,,,,0.00887,,
town7_002045.png,GO,"0.0, 0.9767, 9e-05, 0.02321",GO,"0.0, 0.9767, 9e-05, 0.02321",False,,,,,,,,,0.00874,,
town7_002046.png,GO,"0.0, 0.93411, 2e-05, 0.06588",GO,"0.0, 0.93411, 2e-05, 0.06588",False,,,,,,,,,0.00923,,
town7_002058.png,LEFT,"1e-05, 0.36982, 0.00817, 0.622",LEFT,"1e-05, 0.36982, 0.00817, 0.622",False,,,,,,,,,0.00945,,
town7_002059.png,LEFT,"2e-05, 0.4873, 0.01051, 0.50218",LEFT,"2e-05, 0.4873, 0.01051, 0.50218",False,,,,,,,,,0.00932,,
town7_002071.png,RIGHT,"0.0, 0.01102, 0.98883, 0.00015",RIGHT,"0.0, 0.01102, 0.98883, 0.00015",False,,,,,,,,,0.0086,,
town7_002073.png,GO,"1e-05, 0.96913, 0.02355, 0.00732",GO,"1e-05, 0.96913, 0.02355, 0.00732",False,,,,,,,,,0.00914,,
town7_002075.png,RIGHT,"0.0, 0.11839, 0.88074, 0.00087",RIGHT,"0.0, 0.11839, 0.88074, 0.00087",False,,,,,,,,,0.0086,,
town7_002089.png,GO,"0.0, 0.99961, 0.0, 0.00038",GO,"0.0, 0.99961, 0.0, 0.00038",False,,,,,,,,,0.0088,,
town7_002091.png,GO,"0.0, 0.99972, 2e-05, 0.00026",GO,"0.0, 0.99972, 2e-05, 0.00026",False,,,,,,,,,0.00948,,
town7_002096.png,GO,"1e-05, 0.66924, 0.00023, 0.33052",GO,"1e-05, 0.66924, 0.00023, 0.33052",False,,,,,,,,,0.00887,,
town7_002097.png,LEFT,"3e-05, 0.09149, 3e-05, 0.90844",LEFT,"3e-05, 0.09149, 3e-05, 0.90844",False,,,,,,,,,0.00949,,
town7_002103.png,LEFT,"0.0, 0.01322, 2e-05, 0.98676",LEFT,"0.0, 0.01322, 2e-05, 0.98676",False,,,,,,,,,0.00978,,
town7_002104.png,LEFT,"0.0, 0.01717, 4e-05, 0.98279",LEFT,"0.0, 0.01717, 4e-05, 0.98279",False,,,,,,,,,0.00888,,
town7_002106.png,LEFT,"0.0001, 0.01732, 0.00022, 0.98236",LEFT,"0.0001, 0.01732, 0.00022, 0.98236",False,,,,,,,,,0.00941,,
town7_002115.png,STOP,"0.84361, 0.14648, 0.00325, 0.00666",STOP,"0.84361, 0.14648, 0.00325, 0.00666",False,,,,,,,,,0.01141,,
town7_002123.png,STOP,"0.93855, 0.0614, 2e-05, 2e-05",STOP,"0.93855, 0.0614, 2e-05, 2e-05",False,,,,,,,,,0.00939,,
town7_002127.png,STOP,"0.93519, 0.06474, 3e-05, 4e-05",STOP,"0.93519, 0.06474, 3e-05, 4e-05",False,,,,,,,,,0.01201,,
town7_002130.png,STOP,"0.9408, 0.05915, 2e-05, 3e-05",STOP,"0.9408, 0.05915, 2e-05, 3e-05",False,,,,,,,,,0.0128,,
town7_002138.png,STOP,"0.94098, 0.05899, 2e-05, 1e-05",STOP,"0.94098, 0.05899, 2e-05, 1e-05",False,,,,,,,,,0.01181,,
town7_002139.png,STOP,"0.94577, 0.05421, 1e-05, 1e-05",STOP,"0.94577, 0.05421, 1e-05, 1e-05",False,,,,,,,,,0.00949,,
town7_002147.png,STOP,"0.92982, 0.07011, 4e-05, 2e-05",STOP,"0.92982, 0.07011, 4e-05, 2e-05",False,,,,,,,,,0.00946,,
town7_002162.png,STOP,"0.93525, 0.06471, 3e-05, 2e-05",STOP,"0.93525, 0.06471, 3e-05, 2e-05",False,,,,,,,,,0.00935,,
town7_002179.png,STOP,"0.93567, 0.06429, 3e-05, 2e-05",STOP,"0.93567, 0.06429, 3e-05, 2e-05",False,,,,,,,,,0.00882,,
town7_002180.png,STOP,"0.93395, 0.0659, 0.00011, 3e-05",STOP,"0.93395, 0.0659, 0.00011, 3e-05",False,,,,,,,,,0.00917,,
town7_002188.png,STOP,"0.94329, 0.05662, 7e-05, 2e-05",STOP,"0.94329, 0.05662, 7e-05, 2e-05",False,,,,,,,,,0.00943,,
town7_002189.png,STOP,"0.94741, 0.05257, 1e-05, 1e-05",STOP,"0.94741, 0.05257, 1e-05, 1e-05",False,,,,,,,,,0.00885,,
town7_002195.png,STOP,"0.93982, 0.06014, 1e-05, 2e-05",STOP,"0.93982, 0.06014, 1e-05, 2e-05",False,,,,,,,,,0.00967,,
town7_002198.png,STOP,"0.95004, 0.04994, 1e-05, 1e-05",STOP,"0.95004, 0.04994, 1e-05, 1e-05",False,,,,,,,,,0.00941,,
town7_002200.png,STOP,"0.936, 0.06396, 2e-05, 2e-05",STOP,"0.936, 0.06396, 2e-05, 2e-05",False,,,,,,,,,0.0086,,
town7_002201.png,STOP,"0.94671, 0.05325, 2e-05, 2e-05",STOP,"0.94671, 0.05325, 2e-05, 2e-05",False,,,,,,,,,0.0093,,
town7_002202.png,STOP,"0.94236, 0.05761, 3e-05, 1e-05",STOP,"0.94236, 0.05761, 3e-05, 1e-05",False,,,,,,,,,0.00904,,
town7_002209.png,STOP,"0.94427, 0.0557, 3e-05, 1e-05",STOP,"0.94427, 0.0557, 3e-05, 1e-05",False,,,,,,,,,0.00927,,
town7_002213.png,STOP,"0.94035, 0.05958, 5e-05, 2e-05",STOP,"0.94035, 0.05958, 5e-05, 2e-05",False,,,,,,,,,0.00882,,
town7_002220.png,STOP,"0.94194, 0.05803, 2e-05, 1e-05",STOP,"0.94194, 0.05803, 2e-05, 1e-05",False,,,,,,,,,0.00951,,
town7_002228.png,STOP,"0.94498, 0.05496, 5e-05, 1e-05",STOP,"0.94498, 0.05496, 5e-05, 1e-05",False,,,,,,,,,0.00933,,
town7_002241.png,STOP,"0.9376, 0.06236, 1e-05, 2e-05",STOP,"0.9376, 0.06236, 1e-05, 2e-05",False,,,,,,,,,0.01269,,
town7_002250.png,STOP,"0.94004, 0.05994, 2e-05, 1e-05",STOP,"0.94004, 0.05994, 2e-05, 1e-05",False,,,,,,,,,0.0102,,
town7_002253.png,STOP,"0.93269, 0.06727, 2e-05, 2e-05",STOP,"0.93269, 0.06727, 2e-05, 2e-05",False,,,,,,,,,0.00945,,
town7_002254.png,STOP,"0.92523, 0.07468, 4e-05, 5e-05",STOP,"0.92523, 0.07468, 4e-05, 5e-05",False,,,,,,,,,0.0096,,
town7_002255.png,STOP,"0.94236, 0.05762, 1e-05, 1e-05",STOP,"0.94236, 0.05762, 1e-05, 1e-05",False,,,,,,,,,0.01173,,
town7_002265.png,GO,"0.27681, 0.71473, 5e-05, 0.0084",GO,"0.27681, 0.71473, 5e-05, 0.0084",False,,,,,,,,,0.00999,,
town7_002266.png,STOP,"0.52796, 0.45205, 9e-05, 0.0199",STOP,"0.52796, 0.45205, 9e-05, 0.0199",False,,,,,,,,,0.01049,,
town7_002273.png,LEFT,"0.0001, 0.01886, 0.00012, 0.98093",LEFT,"0.00015, 0.01894, 0.00018, 0.98073",False,,,,,,,,,0.01413,,
town7_002274.png,LEFT,"0.00012, 0.03471, 0.00063, 0.96454",LEFT,"0.00012, 0.03471, 0.00063, 0.96454",False,,,,,,,,,0.01093,,
town7_002281.png,LEFT,"0.0, 0.00181, 0.0152, 0.98299",LEFT,"0.0, 0.00181, 0.0152, 0.98299",False,,,,,,,,,0.0108,,
town7_002286.png,LEFT,"5e-05, 0.10159, 0.00014, 0.89822",LEFT,"5e-05, 0.10159, 0.00014, 0.89822",False,,,,,,,,,0.00908,,
town7_002293.png,GO,"0.0, 0.97275, 0.00108, 0.02617",GO,"0.0, 0.97275, 0.00108, 0.02617",False,,,,,,,,,0.00984,,
town7_002295.png,GO,"0.0, 0.98167, 0.00018, 0.01815",GO,"0.0, 0.98167, 0.00018, 0.01815",False,,,,,,,,,0.00941,,
town7_002302.png,GO,"6e-05, 0.99938, 0.00015, 0.00041",GO,"6e-05, 0.99938, 0.00015, 0.00041",False,,,,,,,,,0.00848,,
town7_002304.png,GO,"1e-05, 0.9994, 4e-05, 0.00055",GO,"1e-05, 0.9994, 4e-05, 0.00055",False,,,,,,,,,0.00999,,
town7_002306.png,GO,"4e-05, 0.99907, 8e-05, 0.00081",GO,"4e-05, 0.99907, 8e-05, 0.00081",False,,,,,,,,,0.00925,,
town7_002307.png,GO,"4e-05, 0.99873, 0.00014, 0.0011",GO,"4e-05, 0.99873, 0.00014, 0.0011",False,,,,,,,,,0.00956,,
town7_002315.png,GO,"0.00248, 0.94672, 0.00016, 0.05064",GO,"0.00248, 0.94672, 0.00016, 0.05064",False,,,,,,,,,0.00933,,
town7_002321.png,GO,"0.26238, 0.73705, 0.0004, 0.00017",GO,"0.26238, 0.73705, 0.0004, 0.00017",False,,,,,,,,,0.00966,,
town7_002323.png,STOP,"0.84411, 0.15583, 3e-05, 3e-05",STOP,"0.84411, 0.15583, 3e-05, 3e-05",False,,,,,,,,,0.00972,,
town7_002328.png,GO,"0.01026, 0.70898, 0.27908, 0.00169",GO,"0.01026, 0.70898, 0.27908, 0.00169",False,,,,,,,,,0.00962,,
town7_002332.png,GO,"0.0005, 0.72935, 0.26791, 0.00224",GO,"0.0005, 0.72935, 0.26791, 0.00224",False,,,,,,,,,0.00958,,
town7_002333.png,GO,"0.00056, 0.74411, 0.25318, 0.00215",GO,"0.00056, 0.74411, 0.25318, 0.00215",False,,,,,,,,,0.0097,,
town7_002348.png,GO,"0.0001, 0.97485, 0.00804, 0.01701",GO,"0.0001, 0.97485, 0.00804, 0.01701",False,,,,,,,,,0.00956,,
town7_002358.png,GO,"0.0004, 0.99247, 0.00359, 0.00354",GO,"0.0004, 0.99247, 0.00359, 0.00354",False,,,,,,,,,0.00994,,
town7_002363.png,GO,"0.01903, 0.98037, 0.00016, 0.00045",GO,"0.01903, 0.98037, 0.00016, 0.00045",False,,,,,,,,,0.0094,,
town7_002371.png,GO,"2e-05, 0.89142, 0.10133, 0.00723",RIGHT,"0.00015, 0.4227, 0.57454, 0.00261",True,,,0.71228,185.61495,25.44467,0.99041,0.21253,,0.13296,128.0,4.65948
town7_002378.png,GO,"0.00015, 0.99637, 0.00201, 0.00147",GO,"0.00015, 0.99637, 0.00201, 0.00147",False,,,,,,,,,0.00985,,
town7_002389.png,GO,"0.02214, 0.9771, 0.00013, 0.00064",GO,"0.02214, 0.9771, 0.00013, 0.00064",False,,,,,,,,,0.00934,,
town7_002395.png,STOP,"0.50028, 0.47144, 0.02707, 0.00121",STOP,"0.50028, 0.47144, 0.02707, 0.00121",False,,,,,,,,,0.00939,,
town7_002396.png,STOP,"0.67635, 0.31824, 0.00499, 0.00042",STOP,"0.67635, 0.31824, 0.00499, 0.00042",False,,,,,,,,,0.00919,,
town7_002399.png,STOP,"0.60985, 0.37958, 0.01008, 0.0005",STOP,"0.60985, 0.37958, 0.01008, 0.0005",False,,,,,,,,,0.00898,,
town7_002405.png,GO,"0.47649, 0.50348, 0.01936, 0.00067",GO,"0.47649, 0.50348, 0.01936, 0.00067",False,,,,,,,,,0.00981,,
town7_002420.png,GO,"0.0027, 0.92654, 0.0654, 0.00536",GO,"0.0027, 0.92654, 0.0654, 0.00536",False,,,,,,,,,0.01057,,
town7_002424.png,GO,"0.0001, 0.99043, 0.00603, 0.00345",GO,"0.0001, 0.99043, 0.00603, 0.00345",False,,,,,,,,,0.00985,,
town7_002425.png,GO,"0.00023, 0.98483, 0.0074, 0.00754",GO,"0.00023, 0.98483, 0.0074, 0.00754",False,,,,,,,,,0.01017,,
town7_002442.png,GO,"0.00059, 0.65413, 0.1183, 0.22697",GO,"0.00059, 0.65413, 0.1183, 0.22697",False,,,,,,,,,0.00856,,
town7_002445.png,GO,"0.00111, 0.71566, 0.19979, 0.08345",GO,"0.00111, 0.71566, 0.19979, 0.08345",False,,,,,,,,,0.00901,,
town7_002446.png,GO,"0.0005, 0.71073, 0.2232, 0.06556",GO,"0.0005, 0.71073, 0.2232, 0.06556",False,,,,,,,,,0.00926,,
town7_002452.png,GO,"0.00062, 0.98223, 0.0118, 0.00535",GO,"0.00062, 0.98223, 0.0118, 0.00535",False,,,,,,,,,0.00986,,
town7_002457.png,STOP,"0.87951, 0.11627, 3e-05, 0.00418",STOP,"0.87951, 0.11627, 3e-05, 0.00418",False,,,,,,,,,0.00927,,
town7_002472.png,GO,"0.16745, 0.82261, 0.00835, 0.00159",GO,"0.4104, 0.58639, 0.00194, 0.00126",False,,,,,,,,,0.0134,,
town7_002476.png,GO,"0.06936, 0.76539, 0.15913, 0.00612",GO,"0.09416, 0.79158, 0.10922, 0.00504",False,,,,,,,,,0.01368,,
town7_002483.png,LEFT,"0.1276, 0.07097, 0.03739, 0.76405",LEFT,"0.02519, 0.03595, 0.01549, 0.92338",False,,,,,,,,,0.01339,,
town7_002485.png,RIGHT,"2e-05, 0.03465, 0.91628, 0.04905",RIGHT,"2e-05, 0.03465, 0.91628, 0.04905",False,,,,,,,,,0.00982,,
town7_002488.png,GO,"0.00338, 0.76459, 0.10517, 0.12686",GO,"0.00338, 0.76459, 0.10517, 0.12686",False,,,,,,,,,0.00944,,
town7_002494.png,GO,"0.00291, 0.98344, 0.009, 0.00464",GO,"0.00291, 0.98344, 0.009, 0.00464",False,,,,,,,,,0.00949,,
town7_002499.png,GO,"0.00136, 0.98526, 0.00739, 0.00599",GO,"0.00136, 0.98526, 0.00739, 0.00599",False,,,,,,,,,0.00966,,
town7_002505.png,GO,"0.0024, 0.98828, 0.00224, 0.00708",GO,"0.0024, 0.98828, 0.00224, 0.00708",False,,,,,,,,,0.01005,,
town7_002510.png,GO,"0.00302, 0.95689, 0.01348, 0.02661",GO,"0.00302, 0.95689, 0.01348, 0.02661",False,,,,,,,,,0.00972,,
town7_002511.png,GO,"0.01139, 0.96996, 0.00423, 0.01442",GO,"0.01139, 0.96996, 0.00423, 0.01442",False,,,,,,,,,0.00907,,
town7_002512.png,GO,"0.00816, 0.9839, 0.00306, 0.00488",GO,"0.00816, 0.9839, 0.00306, 0.00488",False,,,,,,,,,0.00931,,
town7_002519.png,STOP,"0.94637, 0.05342, 0.00011, 0.0001",STOP,"0.95585, 0.04405, 2e-05, 7e-05",False,,,,,,,,,0.01286,,
town7_002521.png,STOP,"0.95059, 0.04923, 5e-05, 0.00013",STOP,"0.95656, 0.04334, 3e-05, 7e-05",False,,,,,,,,,0.01325,,
town7_002523.png,STOP,"0.94389, 0.05601, 5e-05, 6e-05",STOP,"0.95418, 0.04574, 4e-05, 4e-05",False,,,,,,,,,0.01297,,
town7_002526.png,STOP,"0.95998, 0.03999, 2e-05, 2e-05",STOP,"0.96471, 0.03523, 2e-05, 4e-05",False,,,,,,,,,0.01373,,
town7_002529.png,STOP,"0.9524, 0.04755, 3e-05, 2e-05",STOP,"0.94302, 0.05687, 4e-05, 7e-05",False,,,,,,,,,0.01343,,
town7_002530.png,STOP,"0.9466, 0.05332, 4e-05, 4e-05",STOP,"0.94987, 0.05005, 5e-05, 4e-05",False,,,,,,,,,0.01325,,
town7_002538.png,STOP,"0.9569, 0.04304, 2e-05, 4e-05",STOP,"0.9569, 0.04304, 2e-05, 4e-05",False,,,,,,,,,0.00999,,
town7_002550.png,STOP,"0.95714, 0.04282, 2e-05, 2e-05",STOP,"0.95714, 0.04282, 2e-05, 2e-05",False,,,,,,,,,0.01469,,
town7_002551.png,STOP,"0.95879, 0.04115, 4e-05, 3e-05",STOP,"0.95047, 0.04946, 3e-05, 4e-05",False,,,,,,,,,0.01595,,
town7_002553.png,STOP,"0.95423, 0.04572, 2e-05, 3e-05",STOP,"0.9526, 0.04732, 4e-05, 4e-05",False,,,,,,,,,0.01357,,
town7_002563.png,STOP,"0.95979, 0.04017, 2e-05, 2e-05",STOP,"0.94804, 0.05192, 2e-05, 3e-05",False,,,,,,,,,0.01382,,
town7_002571.png,STOP,"0.952, 0.04796, 1e-05, 2e-05",STOP,"0.96118, 0.03876, 3e-05, 3e-05",False,,,,,,,,,0.01455,,
town7_002573.png,STOP,"0.95763, 0.04234, 1e-05, 2e-05",STOP,"0.95679, 0.04317, 2e-05, 2e-05",False,,,,,,,,,0.01322,,
town7_002576.png,STOP,"0.95744, 0.04248, 4e-05, 3e-05",STOP,"0.94855, 0.0514, 1e-05, 3e-05",False,,,,,,,,,0.01335,,
town7_002579.png,STOP,"0.96572, 0.03427, 1e-05, 1e-05",STOP,"0.942, 0.05786, 8e-05, 7e-05",False,,,,,,,,,0.01363,,
town7_002582.png,STOP,"0.96132, 0.03865, 1e-05, 2e-05",STOP,"0.96073, 0.03924, 1e-05, 2e-05",False,,,,,,,,,0.01372,,
town7_002583.png,STOP,"0.96121, 0.03876, 2e-05, 2e-05",STOP,"0.95454, 0.04537, 6e-05, 4e-05",False,,,,,,,,,0.01314,,
town7_002585.png,STOP,"0.95714, 0.04284, 1e-05, 1e-05",STOP,"0.94368, 0.05629, 1e-05, 2e-05",False,,,,,,,,,0.01276,,
town7_002586.png,STOP,"0.96013, 0.03973, 0.0001, 4e-05",STOP,"0.96155, 0.03839, 3e-05, 3e-05",False,,,,,,,,,0.01349,,
town7_002589.png,STOP,"0.95161, 0.04833, 3e-05, 2e-05",STOP,"0.95725, 0.0427, 3e-05, 2e-05",False,,,,,,,,,0.01283,,
town7_002593.png,STOP,"0.96266, 0.0373, 1e-05, 2e-05",STOP,"0.94847, 0.05142, 6e-05, 4e-05",False,,,,,,,,,0.01347,,
town7_002596.png,STOP,"0.95212, 0.04785, 1e-05, 1e-05",STOP,"0.95021, 0.04969, 7e-05, 4e-05",False,,,,,,,,,0.01336,,
town7_002600.png,STOP,"0.96157, 0.0384, 1e-05, 2e-05",STOP,"0.95529, 0.04467, 2e-05, 2e-05",False,,,,,,,,,0.01258,,
town7_002604.png,STOP,"0.95019, 0.04975, 3e-05, 2e-05",STOP,"0.95638, 0.04357, 3e-05, 2e-05",False,,,,,,,,,0.01278,,
town7_002607.png,STOP,"0.96804, 0.03194, 1e-05, 1e-05",STOP,"0.95529, 0.04465, 3e-05, 3e-05",False,,,,,,,,,0.01325,,
town7_002611.png,STOP,"0.96346, 0.03651, 1e-05, 2e-05",STOP,"0.95333, 0.04662, 2e-05, 3e-05",False,,,,,,,,,0.01286,,
town7_002622.png,STOP,"0.95859, 0.0414, 1e-05, 1e-05",STOP,"0.95949, 0.0405, 0.0, 1e-05",False,,,,,,,,,0.0152,,
town7_002623.png,STOP,"0.96229, 0.03769, 1e-05, 2e-05",STOP,"0.94637, 0.05355, 3e-05, 5e-05",False,,,,,,,,,0.0131,,
town7_002625.png,STOP,"0.95919, 0.04079, 1e-05, 1e-05",STOP,"0.94909, 0.05085, 2e-05, 4e-05",False,,,,,,,,,0.01336,,
town7_002626.png,STOP,"0.96531, 0.03466, 1e-05, 1e-05",STOP,"0.96984, 0.03014, 1e-05, 1e-05",False,,,,,,,,,0.01302,,
town7_002627.png,STOP,"0.95853, 0.04146, 1e-05, 1e-05",STOP,"0.95768, 0.04228, 2e-05, 2e-05",False,,,,,,,,,0.01941,,
town7_002630.png,STOP,"0.96335, 0.03663, 1e-05, 1e-05",STOP,"0.96018, 0.03967, 9e-05, 6e-05",False,,,,,,,,,0.01318,,
town7_002634.png,STOP,"0.95734, 0.04264, 1e-05, 1e-05",STOP,"0.9592, 0.04075, 3e-05, 3e-05",False,,,,,,,,,0.01325,,
town7_002635.png,STOP,"0.96251, 0.03748, 0.0, 1e-05",STOP,"0.96385, 0.03613, 1e-05, 1e-05",False,,,,,,,,,0.01283,,
town7_002639.png,STOP,"0.96523, 0.03476, 0.0, 1e-05",STOP,"0.95545, 0.04453, 1e-05, 2e-05",False,,,,,,,,,0.013,,
town7_002646.png,STOP,"0.96339, 0.03657, 2e-05, 2e-05",STOP,"0.96528, 0.03467, 2e-05, 3e-05",False,,,,,,,,,0.01302,,
town7_002654.png,STOP,"0.96954, 0.03042, 2e-05, 2e-05",STOP,"0.97094, 0.02904, 1e-05, 1e-05",False,,,,,,,,,0.01425,,
town7_002656.png,STOP,"0.9604, 0.03957, 1e-05, 1e-05",STOP,"0.96007, 0.03991, 1e-05, 1e-05",False,,,,,,,,,0.01289,,
town7_002671.png,STOP,"0.96449, 0.0355, 0.0, 1e-05",STOP,"0.96293, 0.03703, 2e-05, 2e-05",False,,,,,,,,,0.01233,,
town7_002676.png,STOP,"0.95196, 0.04794, 5e-05, 5e-05",STOP,"0.95196, 0.04794, 5e-05, 5e-05",False,,,,,,,,,0.00954,,
town7_002684.png,GO,"0.00349, 0.71019, 0.17243, 0.11389",GO,"0.00349, 0.71019, 0.17243, 0.11389",False,,,,,,,,,0.00963,,
town7_002686.png,RIGHT,"0.00083, 0.10578, 0.82972, 0.06367",RIGHT,"0.00083, 0.10578, 0.82972, 0.06367",False,,,,,,,,,0.00876,,
town7_002690.png,RIGHT,"1e-05, 0.01039, 0.98934, 0.00026",RIGHT,"1e-05, 0.01039, 0.98934, 0.00026",False,,,,,,,,,0.00932,,
town7_002692.png,RIGHT,"4e-05, 0.0176, 0.98176, 0.00059",RIGHT,"4e-05, 0.0176, 0.98176, 0.00059",False,,,,,,,,,0.00946,,
town7_002694.png,RIGHT,"4e-05, 0.02137, 0.97788, 0.00071",RIGHT,"4e-05, 0.02137, 0.97788, 0.00071",False,,,,,,,,,0.00953,,
town7_002702.png,RIGHT,"0.00033, 0.0871, 0.90436, 0.00822",RIGHT,"0.00033, 0.0871, 0.90436, 0.00822",False,,,,,,,,,0.02849,,
town7_002708.png,RIGHT,"0.00182, 0.30674, 0.54879, 0.14265",RIGHT,"0.00182, 0.30674, 0.54879, 0.14265",False,,,,,,,,,0.01082,,
town7_002728.png,STOP,"0.91087, 0.08845, 0.00025, 0.00043",STOP,"0.87585, 0.12306, 0.0004, 0.00069",False,,,,,,,,,0.01225,,
town7_002731.png,STOP,"0.91324, 0.08552, 0.00021, 0.00103",STOP,"0.89441, 0.10477, 0.00022, 0.0006",False,,,,,,,,,0.01202,,
town7_002736.png,STOP,"0.90451, 0.09481, 0.00025, 0.00044",STOP,"0.91332, 0.08583, 0.00036, 0.00048",False,,,,,,,,,0.01298,,
town7_002746.png,STOP,"0.88301, 0.11065, 0.00186, 0.00449",STOP,"0.85994, 0.13333, 0.00171, 0.00502",False,,,,,,,,,0.01224,,
town7_002747.png,STOP,"0.65862, 0.29757, 0.02485, 0.01896",STOP,"0.77723, 0.19602, 0.01486, 0.01188",False,,,,,,,,,0.01185,,
town7_002748.png,GO,"0.22956, 0.37352, 0.35405, 0.04287",GO,"0.22956, 0.37352, 0.35405, 0.04287",False,,,,,,,,,0.01052,,
town7_002753.png,RIGHT,"0.00013, 0.02404, 0.97298, 0.00285",RIGHT,"0.00013, 0.02404, 0.97298, 0.00285",False,,,,,,,,,0.01013,,
town7_002764.png,RIGHT,"1e-05, 0.05218, 0.94699, 0.00082",RIGHT,"1e-05, 0.05218, 0.94699, 0.00082",False,,,,,,,,,0.00937,,
town7_002769.png,GO,"1e-05, 0.51101, 0.48441, 0.00457",GO,"1e-05, 0.51101, 0.48441, 0.00457",False,,,,,,,,,0.00942,,
town7_002770.png,GO,"2e-05, 0.89279, 0.10367, 0.00351",GO,"2e-05, 0.89279, 0.10367, 0.00351",False,,,,,,,,,0.00839,,
town7_002773.png,GO,"4e-05, 0.9686, 0.0272, 0.00416",GO,"4e-05, 0.9686, 0.0272, 0.00416",False,,,,,,,,,0.00915,,
town7_002784.png,GO,"4e-05, 0.99452, 0.00285, 0.00259",GO,"4e-05, 0.99452, 0.00285, 0.00259",False,,,,,,,,,0.00907,,
town7_002787.png,GO,"1e-05, 0.98459, 0.00729, 0.00811",GO,"1e-05, 0.98459, 0.00729, 0.00811",False,,,,,,,,,0.00905,,
town7_002788.png,GO,"2e-05, 0.98896, 0.00653, 0.0045",GO,"2e-05, 0.98896, 0.00653, 0.0045",False,,,,,,,,,0.00914,,
town7_002794.png,GO,"0.00206, 0.99082, 0.00335, 0.00377",GO,"0.00206, 0.99082, 0.00335, 0.00377",False,,,,,,,,,0.00898,,
town7_002798.png,GO,"0.28985, 0.70441, 0.00319, 0.00255",GO,"0.28985, 0.70441, 0.00319, 0.00255",False,,,,,,,,,0.01032,,
town7_002801.png,STOP,"0.87954, 0.10026, 0.0182, 0.002",STOP,"0.87954, 0.10026, 0.0182, 0.002",False,,,,,,,,,0.00897,,
town7_002802.png,STOP,"0.85029, 0.12394, 0.02339, 0.00238",STOP,"0.85029, 0.12394, 0.02339, 0.00238",False,,,,,,,,,0.00883,,
town7_002806.png,STOP,"0.67835, 0.18605, 0.12631, 0.00929",STOP,"0.67835, 0.18605, 0.12631, 0.00929",False,,,,,,,,,0.009,,
town7_002814.png,STOP,"0.8576, 0.11558, 0.02375, 0.00308",STOP,"0.8576, 0.11558, 0.02375, 0.00308",False,,,,,,,,,0.0093,,
town7_002818.png,STOP,"0.54372, 0.21967, 0.20854, 0.02807",STOP,"0.54372, 0.21967, 0.20854, 0.02807",False,,,,,,,,,0.00962,,
town7_002819.png,RIGHT,"0.02471, 0.2642, 0.65756, 0.05354",RIGHT,"0.02471, 0.2642, 0.65756, 0.05354",False,,,,,,,,,0.00953,,
town7_002824.png,RIGHT,"0.00068, 0.06626, 0.92584, 0.00722",RIGHT,"0.00068, 0.06626, 0.92584, 0.00722",False,,,,,,,,,0.00884,,
town7_002825.png,RIGHT,"0.00032, 0.01996, 0.97464, 0.00508",RIGHT,"0.00032, 0.01996, 0.97464, 0.00508",False,,,,,,,,,0.00884,,
town7_002834.png,RIGHT,"3e-05, 0.15571, 0.81733, 0.02692",RIGHT,"3e-05, 0.15571, 0.81733, 0.02692",False,,,,,,,,,0.01141,,
town7_002836.png,GO,"0.01119, 0.89192, 0.05496, 0.04193",GO,"0.01119, 0.89192, 0.05496, 0.04193",False,,,,,,,,,0.03638,,
town7_002846.png,GO,"0.00241, 0.85274, 0.13161, 0.01325",GO,"0.00241, 0.85274, 0.13161, 0.01325",False,,,,,,,,,0.00908,,
town7_002854.png,GO,"0.01812, 0.95852, 0.0127, 0.01066",GO,"0.01812, 0.95852, 0.0127, 0.01066",False,,,,,,,,,0.00927,,
town7_002856.png,STOP,"0.57833, 0.41556, 0.00303, 0.00308",STOP,"0.57833, 0.41556, 0.00303, 0.00308",False,,,,,,,,,0.01001,,
town7_002862.png,STOP,"0.85868, 0.13944, 0.00023, 0.00165",STOP,"0.85868, 0.13944, 0.00023, 0.00165",False,,,,,,,,,0.00897,,
town7_002865.png,STOP,"0.86764, 0.13058, 0.00014, 0.00163",STOP,"0.84284, 0.15426, 0.00034, 0.00257",False,,,,,,,,,0.01291,,
