Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Feature Selection (%),Selected Features,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_001969.png,STOP,"[0.97505, 0.02495]",GO,"0.4226756, 0.5773244",True,78.00%,"13, 114, 18, 78, 4, 45, 106, 25, 32, 68, 90, 98, 31, 123, 19, 118, 0, 117, 73, 92, 16, 57, 5, 71, 101, 54, 15, 127, 29, 24, 125, 14, 103, 56, 55, 66, 20, 41, 58, 124, 100, 60, 36, 87, 47, 11, 82, 62, 42, 50, 102",0.6668800115585327,0.00909,20.41588,0.85158,0.40883,0.41269
town7_001970.png,STOP,"[0.97397, 0.02603]",GO,"0.4297695, 0.5702305",True,61.00%,"13, 18, 114, 78, 45, 106, 4, 32, 90, 25, 118, 16, 68, 98, 15, 123, 31, 101, 117, 73, 127, 92, 54, 19, 103, 14, 41, 5, 125, 57, 71, 55, 102, 0, 29, 47, 67, 56, 36, 87",0.6937800049781799,0.00624,22.05116,0.87716,0.44924,0.40887
town7_001972.png,STOP,"[0.97272, 0.02728]",GO,"0.4505932, 0.5494068",True,87.00%,"13, 78, 114, 18, 4, 45, 32, 106, 25, 118, 90, 68, 98, 123, 31, 73, 16, 0, 54, 5, 117, 101, 57, 19, 87, 15, 41, 127, 71, 62, 103, 14, 92, 94, 29, 56, 67, 55, 125, 50, 66, 102, 100, 58, 36, 47, 82, 24, 20, 27, 93, 9, 60, 40, 26, 124, 11",0.6375399827957153,0.01116,19.52321,0.83819,0.34658,0.41614
town7_001973.png,STOP,"[0.95693, 0.04307]",GO,"0.38241082, 0.61758924",True,64.00%,"13, 114, 25, 18, 78, 106, 45, 4, 31, 68, 98, 16, 32, 118, 90, 73, 123, 19, 101, 71, 117, 54, 57, 15, 0, 41, 127, 14, 5, 92, 124, 125, 56, 58, 102, 62, 24, 29, 66, 55, 11, 67, 20, 87",0.6882500052452087,0.00656,21.83163,0.87314,0.44916,0.40664
town7_001974.png,STOP,"[0.9699, 0.0301]",GO,"0.49334392, 0.5066561",True,64.00%,"13, 114, 78, 18, 4, 45, 106, 25, 68, 32, 90, 98, 73, 31, 118, 117, 15, 123, 16, 101, 54, 14, 125, 19, 29, 92, 127, 57, 56, 87, 71, 5, 124, 0, 36, 62, 50, 20, 41, 47, 102, 55",0.6820099949836731,0.00758,21.20547,0.86145,0.42616,0.40261
town7_001977.png,STOP,"[0.966, 0.034]",GO,"0.491466, 0.508534",True,82.00%,"13, 78, 18, 25, 114, 4, 45, 32, 106, 98, 73, 31, 118, 68, 90, 16, 123, 101, 54, 0, 117, 5, 19, 127, 15, 125, 56, 124, 87, 29, 57, 92, 71, 14, 94, 103, 66, 100, 82, 55, 20, 42, 62, 41, 24, 36, 58, 35, 40, 50, 67, 102",0.6549299955368042,0.00982,20.08059,0.84707,0.37182,0.41912
town7_001979.png,STOP,"[0.97359, 0.02641]",GO,"0.49856436, 0.50143564",True,59.00%,"13, 114, 78, 4, 25, 18, 106, 45, 98, 68, 31, 90, 32, 123, 73, 118, 16, 117, 0, 19, 57, 101, 54, 127, 125, 29, 71, 100, 103, 5, 15, 55, 92, 35, 102, 87, 47, 41, 14",0.6948500275611877,0.00605,22.179,0.87846,0.44383,0.40378
town7_001981.png,STOP,"[0.97357, 0.02643]",GO,"0.41159022, 0.58840984",True,77.00%,"13, 78, 114, 18, 4, 106, 45, 25, 32, 98, 90, 118, 68, 123, 16, 31, 5, 73, 15, 101, 54, 19, 0, 125, 57, 92, 117, 127, 124, 100, 29, 14, 103, 20, 62, 71, 82, 41, 67, 24, 102, 55, 56, 36, 47, 35, 60, 38, 66, 42, 40, 87",0.6690999865531921,0.00816,20.88356,0.85802,0.37508,0.52303
town7_001996.png,GO,"[0.10665, 0.89335]",GO,N/A,False,,,,,,,,0.12934
town7_001998.png,GO,"[0.13832, 0.86168]",GO,N/A,False,,,,,,,,0.12674
town7_002009.png,GO,"[0.10299, 0.89701]",GO,N/A,False,,,,,,,,0.12828
town7_002011.png,GO,"[0.17184, 0.82816]",GO,N/A,False,,,,,,,,0.12955
town7_002020.png,GO,"[0.02744, 0.97256]",GO,N/A,False,,,,,,,,0.13238
town7_002023.png,GO,"[0.05797, 0.94203]",GO,N/A,False,,,,,,,,0.12903
town7_002031.png,GO,"[0.0355, 0.9645]",GO,N/A,False,,,,,,,,0.13443
town7_002033.png,GO,"[0.0965, 0.9035]",GO,N/A,False,,,,,,,,0.13598
town7_002045.png,GO,"[0.02451, 0.97549]",GO,N/A,False,,,,,,,,0.13435
town7_002046.png,GO,"[0.0605, 0.9395]",GO,N/A,False,,,,,,,,0.13235
town7_002058.png,GO,"[0.02158, 0.97842]",GO,N/A,False,,,,,,,,0.12728
town7_002059.png,GO,"[0.0402, 0.9598]",GO,N/A,False,,,,,,,,0.1282
town7_002071.png,GO,"[0.02814, 0.97186]",GO,N/A,False,,,,,,,,0.12757
town7_002073.png,GO,"[0.02164, 0.97836]",GO,N/A,False,,,,,,,,0.12889
town7_002075.png,GO,"[0.02861, 0.97139]",GO,N/A,False,,,,,,,,0.12975
town7_002089.png,GO,"[0.13404, 0.86596]",GO,N/A,False,,,,,,,,0.13384
town7_002091.png,GO,"[0.18842, 0.81158]",GO,N/A,False,,,,,,,,0.12705
town7_002096.png,GO,"[0.29478, 0.70522]",GO,N/A,False,,,,,,,,0.12866
town7_002097.png,GO,"[0.22076, 0.77924]",GO,N/A,False,,,,,,,,0.12541
town7_002103.png,GO,"[0.27662, 0.72338]",GO,N/A,False,,,,,,,,0.132
town7_002104.png,GO,"[0.2937, 0.7063]",GO,N/A,False,,,,,,,,0.12823
town7_002106.png,GO,"[0.32041, 0.67959]",GO,N/A,False,,,,,,,,0.13638
town7_002115.png,STOP,"[0.77431, 0.22569]",GO,"0.397847, 0.602153",True,11.00%,"13, 45, 25, 114, 106, 18, 16",0.7218899726867676,0.00164,27.84607,0.99515,0.55814,0.37992
town7_002123.png,STOP,"[0.97232, 0.02768]",STOP,N/A,False,,,,,,,,0.13901
town7_002127.png,STOP,"[0.97094, 0.02906]",STOP,N/A,False,,,,,,,,0.13308
town7_002130.png,STOP,"[0.97014, 0.02986]",GO,"0.44520512, 0.5547949",True,76.00%,"13, 18, 114, 78, 25, 45, 118, 90, 68, 32, 106, 19, 98, 73, 16, 31, 54, 57, 0, 29, 58, 4, 125, 117, 103, 14, 15, 127, 92, 11, 62, 20, 71, 123, 55, 101, 75, 87, 42, 24, 27, 56, 5, 100, 88, 110, 28, 26, 47, 82, 10, 41, 94",0.6795700192451477,0.00479,23.19923,0.9837,0.26678,0.41205
town7_002138.png,STOP,"[0.9762, 0.0238]",STOP,N/A,False,,,,,,,,0.13485
town7_002139.png,STOP,"[0.9726, 0.0274]",STOP,N/A,False,,,,,,,,0.14422
town7_002147.png,STOP,"[0.97217, 0.02783]",GO,"0.49460873, 0.5053913",True,100.00%,"13, 18, 114, 45, 25, 98, 118, 32, 68, 78, 90, 106, 57, 19, 0, 103, 117, 54, 125, 31, 16, 4, 73, 29, 127, 58, 11, 87, 123, 15, 14, 5, 92, 62, 71, 66, 41, 24, 101, 75, 100, 55, 27, 47, 10, 20, 102, 94, 42, 26, 56, 38, 1, 8, 50, 60, 124, 9, 110, 44, 77, 35, 28, 116, 3, 82, 36, 53",0.633080005645752,0.00609,22.15703,0.97838,0.21887,0.42256
town7_002162.png,STOP,"[0.97073, 0.02927]",GO,"0.469013, 0.530987",True,93.00%,"13, 18, 114, 78, 90, 118, 25, 45, 106, 32, 57, 98, 68, 117, 19, 16, 54, 0, 4, 103, 125, 31, 29, 58, 87, 73, 123, 127, 55, 101, 92, 14, 71, 5, 56, 11, 15, 94, 47, 62, 26, 66, 27, 20, 75, 8, 41, 60, 24, 42, 116, 50, 100, 28, 10, 44, 36, 9, 1, 82",0.6646900177001953,0.00495,23.05522,0.98244,0.25951,0.42393
town7_002179.png,STOP,"[0.97068, 0.02932]",STOP,N/A,False,,,,,,,,0.13498
town7_002180.png,STOP,"[0.96501, 0.03499]",STOP,N/A,False,,,,,,,,0.13452
town7_002188.png,STOP,"[0.96834, 0.03166]",GO,"0.47864854, 0.5213514",True,78.00%,"13, 114, 18, 25, 78, 90, 118, 32, 45, 68, 57, 106, 98, 0, 19, 4, 103, 31, 16, 73, 117, 125, 58, 29, 127, 54, 71, 15, 55, 92, 11, 5, 101, 56, 123, 87, 62, 94, 24, 47, 10, 14, 42, 27, 75, 20, 41, 53, 66, 77, 26, 60, 82, 8",0.6543700098991394,0.00571,22.43129,0.97936,0.24706,0.41371
town7_002189.png,STOP,"[0.97793, 0.02207]",STOP,N/A,False,,,,,,,,0.13955
town7_002195.png,STOP,"[0.96848, 0.03152]",STOP,N/A,False,,,,,,,,0.13277
town7_002198.png,STOP,"[0.97122, 0.02878]",GO,"0.4827073, 0.51729274",True,70.00%,"13, 18, 114, 25, 78, 90, 32, 19, 68, 45, 118, 16, 57, 98, 106, 117, 4, 103, 29, 73, 0, 125, 54, 31, 127, 11, 58, 94, 5, 14, 71, 101, 123, 87, 92, 55, 62, 47, 15, 100, 75, 24, 20, 66, 56, 26, 42, 10, 82",0.6794599890708923,0.00474,23.24642,0.98347,0.27557,0.41088
town7_002200.png,STOP,"[0.97009, 0.02991]",GO,"0.4806846, 0.5193154",True,99.00%,"13, 18, 114, 25, 78, 45, 90, 118, 106, 57, 98, 32, 68, 58, 16, 103, 4, 0, 29, 73, 125, 54, 19, 31, 117, 14, 5, 15, 127, 24, 123, 87, 11, 75, 92, 101, 71, 62, 56, 66, 110, 10, 47, 88, 102, 100, 26, 55, 28, 42, 41, 20, 60, 27, 1, 94, 38, 74, 44, 35, 77, 8, 116, 50, 3, 96, 53, 124, 36, 9, 82",0.6315100193023682,0.00618,22.08697,0.97786,0.21369,0.42378
town7_002201.png,STOP,"[0.97002, 0.02998]",GO,"0.40746146, 0.59253854",True,82.00%,"13, 18, 114, 45, 90, 25, 32, 78, 68, 118, 19, 4, 57, 106, 16, 0, 125, 98, 73, 54, 29, 103, 117, 58, 127, 31, 92, 14, 5, 87, 62, 123, 11, 55, 10, 15, 42, 20, 71, 24, 56, 41, 100, 66, 101, 75, 47, 44, 28, 60, 88, 77, 27, 82, 124, 94",0.6609100103378296,0.00514,22.8888,0.98182,0.24832,0.42013
town7_002202.png,STOP,"[0.97221, 0.02779]",GO,"0.47999763, 0.52000237",True,82.00%,"13, 114, 18, 78, 45, 25, 90, 57, 118, 32, 16, 68, 106, 19, 73, 58, 117, 98, 125, 54, 31, 4, 29, 0, 127, 103, 87, 11, 14, 5, 55, 15, 92, 71, 101, 20, 47, 123, 27, 62, 41, 110, 66, 60, 56, 82, 75, 42, 10, 102, 44, 116, 26, 24, 94, 8",0.6776599884033203,0.00475,23.23064,0.98306,0.26263,0.41646
town7_002209.png,STOP,"[0.9648, 0.0352]",GO,"0.47107503, 0.528925",True,98.00%,"13, 114, 18, 78, 90, 45, 25, 32, 118, 68, 57, 106, 98, 4, 19, 54, 73, 0, 31, 29, 16, 117, 125, 58, 103, 15, 5, 87, 127, 66, 14, 11, 101, 92, 1, 123, 20, 62, 56, 94, 55, 24, 71, 60, 47, 100, 44, 27, 10, 75, 41, 26, 38, 82, 110, 102, 9, 8, 28, 36, 42, 124, 116, 74, 77",0.6607199907302856,0.00526,22.78871,0.98114,0.24428,0.45958
town7_002213.png,STOP,"[0.96849, 0.03151]",GO,"0.49175927, 0.50824076",True,84.00%,"13, 18, 114, 25, 118, 90, 78, 32, 45, 68, 106, 57, 0, 98, 4, 73, 125, 117, 58, 19, 54, 31, 123, 103, 14, 101, 92, 16, 87, 29, 71, 15, 11, 127, 56, 24, 66, 20, 27, 5, 62, 75, 42, 47, 55, 41, 44, 28, 9, 26, 1, 10, 82, 102, 124, 38, 60, 94, 116, 8",0.6736500263214111,0.0048,23.18605,0.98367,0.26237,0.41686
town7_002220.png,STOP,"[0.95841, 0.04159]",GO,"0.44988486, 0.55011517",True,82.00%,"13, 114, 18, 78, 25, 90, 45, 68, 118, 19, 32, 106, 31, 0, 98, 16, 4, 57, 117, 125, 103, 58, 73, 54, 127, 92, 15, 29, 5, 87, 66, 14, 101, 123, 62, 11, 41, 24, 56, 47, 42, 71, 20, 44, 28, 55, 110, 10, 94, 26, 60, 27, 38, 75, 100, 1, 82, 88",0.6675900220870972,0.00483,23.15613,0.98359,0.26984,0.51953
town7_002228.png,STOP,"[0.97086, 0.02914]",GO,"0.4777378, 0.5222622",True,87.00%,"13, 18, 114, 45, 90, 25, 78, 118, 68, 98, 73, 32, 57, 19, 4, 106, 31, 0, 125, 16, 54, 123, 117, 127, 14, 58, 15, 92, 29, 103, 5, 55, 11, 87, 66, 71, 62, 101, 24, 94, 20, 26, 56, 110, 47, 27, 42, 38, 102, 44, 9, 41, 100, 75, 88, 82, 1, 60, 35, 77",0.6716899871826172,0.00481,23.17596,0.9828,0.27111,0.41113
town7_002241.png,STOP,"[0.95796, 0.04204]",STOP,N/A,False,,,,,,,,0.12844
town7_002250.png,STOP,"[0.96135, 0.03865]",GO,"0.47227824, 0.52772176",True,73.00%,"13, 18, 114, 78, 90, 45, 25, 68, 118, 57, 32, 19, 106, 125, 4, 73, 29, 16, 0, 58, 98, 117, 31, 54, 11, 127, 5, 103, 71, 123, 87, 101, 15, 92, 55, 42, 14, 62, 24, 47, 66, 20, 26, 56, 75, 1, 100, 44, 94, 82",0.6826199889183044,0.00448,23.48404,0.98398,0.28983,0.40954
town7_002253.png,STOP,"[0.95959, 0.04041]",GO,"0.49882552, 0.50117445",True,99.00%,"13, 114, 18, 45, 25, 68, 90, 78, 118, 106, 57, 98, 32, 117, 16, 58, 54, 19, 0, 125, 73, 4, 11, 103, 31, 127, 92, 29, 14, 5, 15, 87, 62, 123, 101, 66, 27, 75, 24, 20, 94, 55, 71, 47, 116, 102, 42, 41, 9, 56, 100, 60, 44, 8, 38, 82, 1, 28, 124, 110, 36, 53, 77, 88, 26, 50, 10, 43, 74",0.6278200149536133,0.00617,22.09608,0.97703,0.21289,0.41734
town7_002254.png,STOP,"[0.96824, 0.03176]",GO,"0.48583737, 0.5141626",True,93.00%,"13, 18, 114, 45, 90, 78, 25, 32, 118, 106, 16, 73, 19, 68, 98, 54, 103, 31, 57, 0, 125, 58, 29, 117, 92, 15, 4, 5, 127, 11, 42, 14, 87, 123, 101, 44, 24, 47, 62, 71, 110, 56, 94, 41, 1, 8, 60, 55, 38, 27, 124, 20, 26, 100, 102, 10, 82, 9, 28, 36, 75, 66, 116, 88",0.658840000629425,0.00513,22.89787,0.98223,0.25511,0.41428
town7_002255.png,STOP,"[0.96522, 0.03478]",GO,"0.49989036, 0.5001096",True,70.00%,"13, 114, 18, 45, 25, 78, 118, 90, 68, 32, 106, 98, 73, 57, 0, 19, 31, 4, 29, 54, 16, 125, 58, 92, 117, 103, 127, 87, 11, 5, 15, 66, 123, 62, 101, 55, 14, 47, 41, 56, 24, 71, 42, 110, 10, 20, 94, 1, 75",0.7098399996757507,0.004,23.98304,0.98573,0.30855,0.40719
town7_002265.png,GO,"[0.33222, 0.66778]",GO,N/A,False,,,,,,,,0.12707
town7_002266.png,STOP,"[0.78881, 0.21119]",GO,"0.48634085, 0.5136592",True,42.00%,"13, 114, 18, 45, 90, 118, 78, 68, 25, 57, 125, 4, 98, 32, 73, 106, 19, 16, 58, 0, 117, 103, 127, 29, 14, 54, 123, 87",0.5968999862670898,0.00393,24.05186,0.98329,0.36636,0.3948
town7_002273.png,GO,"[0.15421, 0.84579]",GO,N/A,False,,,,,,,,0.12693
town7_002274.png,GO,"[0.12976, 0.87024]",GO,N/A,False,,,,,,,,0.13057
town7_002281.png,GO,"[0.00425, 0.99575]",GO,N/A,False,,,,,,,,0.12684
town7_002286.png,GO,"[0.19779, 0.80221]",GO,N/A,False,,,,,,,,0.12936
town7_002293.png,GO,"[0.14453, 0.85547]",GO,N/A,False,,,,,,,,0.12831
town7_002295.png,GO,"[0.13921, 0.86079]",GO,N/A,False,,,,,,,,0.12909
town7_002302.png,GO,"[0.33775, 0.66225]",GO,N/A,False,,,,,,,,0.12928
town7_002304.png,GO,"[0.33345, 0.66655]",GO,N/A,False,,,,,,,,0.13063
town7_002306.png,GO,"[0.32447, 0.67553]",GO,N/A,False,,,,,,,,0.1282
town7_002307.png,GO,"[0.32679, 0.67321]",GO,N/A,False,,,,,,,,0.13049
town7_002315.png,GO,"[0.33685, 0.66315]",GO,N/A,False,,,,,,,,0.12836
town7_002321.png,GO,"[0.44174, 0.55826]",GO,N/A,False,,,,,,,,0.13347
town7_002323.png,STOP,"[0.89459, 0.10541]",STOP,N/A,False,,,,,,,,0.12838
town7_002328.png,GO,"[0.27039, 0.72961]",GO,N/A,False,,,,,,,,0.13818
town7_002332.png,GO,"[0.20823, 0.79177]",GO,N/A,False,,,,,,,,0.12836
town7_002333.png,GO,"[0.22953, 0.77047]",GO,N/A,False,,,,,,,,0.1356
town7_002348.png,GO,"[0.31319, 0.68681]",GO,N/A,False,,,,,,,,0.12861
town7_002358.png,GO,"[0.29002, 0.70998]",STOP,"0.5272714, 0.4727286",True,92.00%,"13, 25, 98, 90, 32, 0, 87, 31, 92, 75, 88, 78, 19, 106, 114, 73, 20, 42, 18, 54, 117, 45, 68, 11, 56, 110, 118, 26, 93, 16, 24, 57, 7, 62, 14, 4, 127, 46, 71, 82, 103, 41, 15, 5, 3, 94, 28, 91, 125, 47, 124, 8, 35, 55, 9, 29, 27, 60, 77, 49, 58, 1, 67, 100",0.672290027141571,0.00591,22.28177,0.96372,0.24512,0.40538
town7_002363.png,GO,"[0.2882, 0.7118]",STOP,"0.56607157, 0.43392846",True,8.00%,"13, 25, 18, 45, 106",0.7543799877166748,0.00288,25.40651,0.98779,0.47516,0.36964
town7_002371.png,GO,"[0.28309, 0.71691]",GO,N/A,False,,,,,,,,0.12684
town7_002378.png,GO,"[0.25883, 0.74117]",GO,N/A,False,,,,,,,,0.12961
town7_002389.png,GO,"[0.46532, 0.53468]",STOP,"0.5639219, 0.4360781",True,1.00%,,0.6754099726676941,0.00276,25.59564,0.99073,0.52073,0.37194
town7_002395.png,GO,"[0.34608, 0.65392]",GO,N/A,False,,,,,,,,0.13209
town7_002396.png,GO,"[0.34097, 0.65903]",GO,N/A,False,,,,,,,,0.12855
town7_002399.png,GO,"[0.34131, 0.65869]",GO,N/A,False,,,,,,,,0.12508
town7_002405.png,GO,"[0.34037, 0.65963]",GO,N/A,False,,,,,,,,0.13353
town7_002420.png,GO,"[0.26307, 0.73693]",GO,N/A,False,,,,,,,,0.13266
town7_002424.png,GO,"[0.24288, 0.75712]",GO,N/A,False,,,,,,,,0.13426
town7_002425.png,GO,"[0.24641, 0.75359]",GO,N/A,False,,,,,,,,0.12791
town7_002442.png,GO,"[0.26086, 0.73914]",GO,N/A,False,,,,,,,,0.12758
town7_002445.png,GO,"[0.30354, 0.69646]",STOP,"0.5297315, 0.47026852",True,48.00%,"31, 25, 13, 92, 45, 32, 42, 19, 114, 106, 117, 14, 16, 3, 28, 0, 88, 24, 73, 68, 11, 127, 98, 47, 18, 78, 55, 87, 125, 103, 49",0.688319981098175,0.0052,22.83665,0.93847,0.21087,0.38911
town7_002446.png,GO,"[0.28012, 0.71988]",STOP,"0.50518775, 0.49481222",True,80.00%,"42, 92, 31, 25, 24, 45, 13, 88, 11, 28, 14, 114, 68, 32, 19, 3, 16, 73, 124, 46, 127, 117, 0, 106, 110, 47, 87, 120, 93, 22, 20, 10, 40, 123, 58, 26, 35, 90, 71, 55, 91, 78, 56, 4, 15, 5, 62, 23, 125",0.6584799885749817,0.00769,21.14052,0.92644,0.17748,0.40342
town7_002452.png,GO,"[0.48953, 0.51047]",STOP,"0.6355684, 0.36443165",True,2.00%,13,0.754859983921051,0.00275,25.60361,0.99023,0.52063,0.37949
town7_002457.png,STOP,"[0.88118, 0.11882]",STOP,N/A,False,,,,,,,,0.1285
town7_002472.png,GO,"[0.33502, 0.66498]",STOP,"0.5982944, 0.40170556",True,7.00%,"13, 45, 25, 31",0.76555997133255,0.00228,26.42918,0.99278,0.58485,0.49363
town7_002476.png,GO,"[0.30591, 0.69409]",STOP,"0.5247567, 0.4752433",True,6.00%,"45, 31, 13, 25",0.7930200099945068,0.00154,28.13511,0.99486,0.61358,0.37473
town7_002483.png,GO,"[0.15066, 0.84934]",STOP,"0.5830756, 0.41692442",True,14.00%,"92, 13, 31, 25, 42, 45, 24, 3",0.6720799803733826,0.00398,24.00351,0.98322,0.41845,0.37684
town7_002485.png,GO,"[0.08245, 0.91755]",GO,N/A,False,,,,,,,,0.13518
town7_002488.png,GO,"[0.29033, 0.70967]",STOP,"0.56122446, 0.43877554",True,30.00%,"13, 24, 45, 25, 31, 32, 114, 98, 117, 78, 90, 88, 4, 92, 127, 106, 0, 87, 75, 19, 18",0.693120002746582,0.00314,25.03365,0.9474,0.53447,0.38185
town7_002494.png,GO,"[0.25158, 0.74842]",STOP,"0.50347483, 0.49652517",True,60.00%,"13, 25, 98, 88, 24, 0, 31, 114, 68, 78, 73, 16, 32, 35, 45, 87, 56, 90, 124, 92, 20, 54, 75, 62, 42, 93, 26, 106, 19, 7, 34, 127, 18, 94, 4, 82, 117, 11, 57",0.6719599962234497,0.00583,22.34599,0.95197,0.4068,0.3962
town7_002499.png,GO,"[0.22717, 0.77283]",STOP,"0.51483953, 0.48516044",True,35.00%,"13, 25, 24, 31, 78, 68, 88, 54, 92, 16, 45, 73, 32, 87, 98, 7, 106, 0, 114, 62, 19, 124, 42",0.7236199975013733,0.00338,24.71182,0.96449,0.48385,0.38875
town7_002505.png,GO,"[0.25212, 0.74788]",STOP,"0.516935, 0.48306504",True,58.00%,"13, 25, 24, 98, 114, 31, 0, 78, 68, 45, 18, 4, 32, 88, 106, 90, 26, 73, 54, 87, 92, 103, 75, 93, 19, 16, 56, 94, 41, 7, 20, 124, 29, 127, 42, 11, 57, 35, 62, 118",0.6610900163650513,0.00753,21.23429,0.9307,0.41168,0.39483
town7_002510.png,GO,"[0.30505, 0.69495]",STOP,"0.53368694, 0.46631303",True,11.00%,"13, 25, 31, 78, 32, 114, 98",0.7248200178146362,0.00203,26.92417,0.95533,0.57734,0.38771
town7_002511.png,GO,"[0.33704, 0.66296]",STOP,"0.5760298, 0.42397016",True,8.00%,"13, 25, 31, 18, 78",0.7153199911117554,0.00224,26.502,0.95911,0.56293,0.37935
town7_002512.png,GO,"[0.37512, 0.62488]",STOP,"0.51180035, 0.48819965",True,1.00%,,0.7182899713516235,0.0025,26.02826,0.96969,0.55388,0.37499
town7_002519.png,STOP,"[0.96395, 0.03605]",STOP,N/A,False,,,,,,,,0.13439
town7_002521.png,STOP,"[0.97333, 0.02667]",STOP,N/A,False,,,,,,,,0.12495
town7_002523.png,STOP,"[0.97063, 0.02937]",STOP,N/A,False,,,,,,,,0.12602
town7_002526.png,STOP,"[0.97078, 0.02922]",STOP,N/A,False,,,,,,,,0.13715
town7_002529.png,STOP,"[0.97624, 0.02376]",STOP,N/A,False,,,,,,,,0.13493
town7_002530.png,STOP,"[0.96857, 0.03143]",STOP,N/A,False,,,,,,,,0.12656
town7_002538.png,STOP,"[0.9745, 0.0255]",STOP,N/A,False,,,,,,,,0.13137
town7_002550.png,STOP,"[0.97173, 0.02827]",STOP,N/A,False,,,,,,,,0.12562
town7_002551.png,STOP,"[0.97511, 0.02489]",STOP,N/A,False,,,,,,,,0.13472
town7_002553.png,STOP,"[0.97035, 0.02965]",STOP,N/A,False,,,,,,,,0.12792
town7_002563.png,STOP,"[0.97401, 0.02599]",STOP,N/A,False,,,,,,,,0.13541
town7_002571.png,STOP,"[0.97528, 0.02472]",STOP,N/A,False,,,,,,,,0.13075
town7_002573.png,STOP,"[0.98124, 0.01876]",STOP,N/A,False,,,,,,,,0.12621
town7_002576.png,STOP,"[0.978, 0.022]",STOP,N/A,False,,,,,,,,0.13371
town7_002579.png,STOP,"[0.97836, 0.02164]",STOP,N/A,False,,,,,,,,0.13123
town7_002582.png,STOP,"[0.97566, 0.02434]",STOP,N/A,False,,,,,,,,0.13144
town7_002583.png,STOP,"[0.97562, 0.02438]",STOP,N/A,False,,,,,,,,0.1323
town7_002585.png,STOP,"[0.97807, 0.02193]",STOP,N/A,False,,,,,,,,0.13267
town7_002586.png,STOP,"[0.98037, 0.01963]",STOP,N/A,False,,,,,,,,0.13329
town7_002589.png,STOP,"[0.97996, 0.02004]",STOP,N/A,False,,,,,,,,0.13843
town7_002593.png,STOP,"[0.97862, 0.02138]",STOP,N/A,False,,,,,,,,0.15106
town7_002596.png,STOP,"[0.97893, 0.02107]",STOP,N/A,False,,,,,,,,0.1306
town7_002600.png,STOP,"[0.97793, 0.02207]",STOP,N/A,False,,,,,,,,0.13113
town7_002604.png,STOP,"[0.97876, 0.02124]",STOP,N/A,False,,,,,,,,0.13171
town7_002607.png,STOP,"[0.97635, 0.02365]",STOP,N/A,False,,,,,,,,0.12709
town7_002611.png,STOP,"[0.9814, 0.0186]",STOP,N/A,False,,,,,,,,0.1545
town7_002622.png,STOP,"[0.97472, 0.02528]",STOP,N/A,False,,,,,,,,0.13475
town7_002623.png,STOP,"[0.96877, 0.03123]",STOP,N/A,False,,,,,,,,0.13214
town7_002625.png,STOP,"[0.97684, 0.02316]",STOP,N/A,False,,,,,,,,0.13253
town7_002626.png,STOP,"[0.97676, 0.02324]",STOP,N/A,False,,,,,,,,0.13251
town7_002627.png,STOP,"[0.97828, 0.02172]",STOP,N/A,False,,,,,,,,0.12961
town7_002630.png,STOP,"[0.97997, 0.02003]",STOP,N/A,False,,,,,,,,0.13211
town7_002634.png,STOP,"[0.97782, 0.02218]",STOP,N/A,False,,,,,,,,0.13462
town7_002635.png,STOP,"[0.97821, 0.02179]",STOP,N/A,False,,,,,,,,0.12423
town7_002639.png,STOP,"[0.9745, 0.0255]",STOP,N/A,False,,,,,,,,0.12542
town7_002646.png,STOP,"[0.98079, 0.01921]",STOP,N/A,False,,,,,,,,0.12722
town7_002654.png,STOP,"[0.97899, 0.02101]",STOP,N/A,False,,,,,,,,0.12554
town7_002656.png,STOP,"[0.97802, 0.02198]",STOP,N/A,False,,,,,,,,0.12517
town7_002671.png,STOP,"[0.97634, 0.02366]",STOP,N/A,False,,,,,,,,0.12617
town7_002676.png,STOP,"[0.97757, 0.02243]",STOP,N/A,False,,,,,,,,0.1333
town7_002684.png,GO,"[0.28518, 0.71482]",STOP,"0.55610174, 0.4438983",True,17.00%,"13, 114, 45, 92, 24, 42, 25, 19, 31, 106, 32, 117",0.6595799922943115,0.00328,24.84277,0.94752,0.52138,0.39479
town7_002686.png,GO,"[0.19423, 0.80577]",STOP,"0.56975836, 0.43024164",True,15.00%,"13, 31, 25, 92, 45, 24, 114, 42, 19, 117",0.616100013256073,0.00465,23.32305,0.93463,0.40647,0.37394
town7_002690.png,GO,"[0.05998, 0.94002]",STOP,"0.51424193, 0.48575807",True,23.00%,"31, 13, 25, 92, 24, 45, 3, 19, 68, 42, 32, 114, 16, 117, 73",0.5633900165557861,0.00605,22.18228,0.94201,0.33695,0.48672
town7_002692.png,GO,"[0.07808, 0.92192]",STOP,"0.5707821, 0.42921788",True,86.00%,"24, 25, 42, 32, 88, 13, 45, 46, 93, 31, 82, 92, 106, 11, 62, 19, 73, 68, 16, 58, 124, 120, 34, 114, 117, 22, 78, 3, 1, 28, 110, 94, 56, 40, 35, 91, 77, 0, 4, 15, 87, 23, 127, 41, 5, 47, 10, 75, 20, 90, 104, 27, 123, 97, 14, 18, 54",0.48284000158309937,0.02162,16.65204,0.79585,0.15473,0.40167
